CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. Rating,Count of Rating
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,July 2017,NL,CE,4.266666667,120
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,August 2017,NL,CE,4.29,100
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,September 2017,NL,CE,4.059405941,101
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,October 2017,NL,CE,4.07,100
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,November 2017,NL,CE,4.303921569,102
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,December 2017,NL,CE,4.337078652,89
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,January 2018,NL,CE,4.548148148,135
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,February 2018,NL,CE,4.632478632,117
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,February 2017,NL,CE,4.261904762,84
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,March 2017,NL,CE,4.054794521,73
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,April 2017,NL,CE,4.25,52
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,May 2017,NL,CE,3.903614458,83
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,June 2017,NL,CE,4.063829787,94
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,July 2017,NL,CE,4.072289157,83
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,August 2017,NL,CE,3.363636364,11
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,September 2017,NL,CE,4.210526316,38
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,October 2017,NL,CE,4.339285714,112
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,November 2017,NL,CE,4.511904762,84
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,December 2017,NL,CE,4.473684211,57
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,January 2018,NL,CE,4.265060241,83
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,February 2018,NL,CE,4.525641026,78
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,February 2017,NL,CE,4.443113772,167
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,March 2017,NL,CE,4.392405063,158
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,April 2017,NL,CE,4.381443299,97
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,May 2017,NL,CE,4.246913580,162
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,June 2017,NL,CE,4.227544910,167
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,July 2017,NL,CE,4.096774194,186
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,August 2017,NL,CE,3.895833333,48
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,September 2017,NL,CE,4.060869565,115
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,October 2017,NL,CE,4.362790698,215
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,November 2017,NL,CE,4.507853403,191
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,December 2017,NL,CE,4.672131148,183
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,January 2018,NL,CE,4.502463054,203
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,February 2018,NL,CE,4.668918919,148
Non-Prog,IL086 BRADLEY BOURBONNAIS HYUNDAI,Non-Prog,CE2,February 2017,NL,CE,4.421052632,19
Non-Prog,IL086 BRADLEY BOURBONNAIS HYUNDAI,Non-Prog,CE2,March 2017,NL,CE,4.565217391,23
Non-Prog,IL086 BRADLEY BOURBONNAIS HYUNDAI,Non-Prog,CE2,April 2017,NL,CE,4.714285714,14
Non-Prog,IL086 BRADLEY BOURBONNAIS HYUNDAI,Non-Prog,CE2,May 2017,NL,CE,4.4,10
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,July 2017,NL,CE,4.5,16
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,August 2017,NL,CE,4.208333333,24
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,September 2017,NL,CE,4.2,10
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,October 2017,NL,CE,4.6875,16
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,November 2017,NL,CE,4.578947368,19
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,December 2017,NL,CE,4.25,8
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,January 2018,NL,CE,4.714285714,21
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,February 2018,NL,CE,4.538461538,13
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,February 2017,NL,CE,4.857142857,56
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,March 2017,NL,CE,4.888888889,63
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,April 2017,NL,CE,4.78,50
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,May 2017,NL,CE,4.864406780,59
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,June 2017,NL,CE,4.858974359,78
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,July 2017,NL,CE,4.745098039,51
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,August 2017,NL,CE,4.758620690,87
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,September 2017,NL,CE,4.830985915,71
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,October 2017,NL,CE,4.75,60
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,November 2017,NL,CE,4.742857143,70
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,December 2017,NL,CE,4.862745098,51
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,January 2018,NL,CE,4.852941176,68
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,February 2018,NL,CE,4.894736842,57
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,February 2017,NL,CE,4.692307692,26
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,March 2017,NL,CE,4.809523810,21
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,April 2017,NL,CE,4.818181818,22
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,May 2017,NL,CE,4.384615385,13
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,June 2017,NL,CE,4.448275862,29
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,July 2017,NL,CE,4.777777778,36
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,August 2017,NL,CE,4.633333333,30
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,September 2017,NL,CE,4.84,25
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,October 2017,NL,CE,4.717391304,46
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,November 2017,NL,CE,4.961538462,26
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,December 2017,NL,CE,4.607142857,28
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,January 2018,NL,CE,4.947368421,38
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,February 2018,NL,CE,4.909090909,22
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.620689655,58
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,4.595744681,47
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.803030303,66
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.617977528,89
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.569620253,79
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4.65,20
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.848484848,33
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,4.378378378,37
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.645161290,31
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.352941176,34
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.56,50
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4.571428571,35
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,4.576271186,59
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,4.863636364,44
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,4.782608696,46
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,4.760869565,46
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,4.825,40
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,4.877551020,49
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,February 2018,NL,CE,4.766666667,30
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.685714286,35
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,4.918918919,37
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.763157895,38
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.844444444,45
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.894736842,38
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4.681818182,44
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,4.625,40
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,4.441176471,34
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,4.654545455,55
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,4.780487805,41
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,4.484848485,33
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,4.75,44
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,February 2018,NL,CE,4.677419355,31
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.930232558,43
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,4.868421053,38
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.886792453,53
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.869565217,69
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.784810127,79
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4.816901408,71
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,4.6375,80
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,4.938461538,65
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,4.817073171,82
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,4.837837838,74
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,4.833333333,60
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,4.589743590,78
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,February 2018,NL,CE,4.826923077,52
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.512195122,41
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,4.720930233,43
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.444444444,63
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.525,80
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.472222222,72
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4.333333333,75
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,4.366197183,71
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,4.657894737,76
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,4.455882353,68
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,4.711538462,52
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,4.606060606,66
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,4.660714286,56
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,February 2018,NL,CE,4.845070423,71
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.454545455,11
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,3.75,16
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.166666667,12
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.333333333,12
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.4375,16
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4.75,20
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,4.458333333,24
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,4.5,20
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,4.8,20
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,4.3,20
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,4.333333333,18
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,4.625,16
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,February 2018,NL,CE,4.9375,16
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.666666667,24
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,4.806451613,31
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.75,40
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.8,45
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.558139535,43
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4.729166667,48
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,4.652173913,69
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,4.791666667,72
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,4.833333333,60
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,4.677419355,62
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,4.658536585,41
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,4.463414634,82
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,February 2018,NL,CE,4.469696970,66
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.444444444,18
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,4.457142857,35
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.642857143,28
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.294117647,34
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.666666667,39
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4.7,30
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,4.355555556,45
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,4.6,25
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,4.675675676,37
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,4.685714286,35
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,4.633333333,30
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,4.55,20
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,February 2018,NL,CE,4.804878049,41
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.875,8
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,4.384615385,13
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.833333333,6
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.833333333,12
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.818181818,11
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4,11
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,4.769230769,13
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,4.8,5
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,4.5,14
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,4.636363636,11
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,4.7,10
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,4.357142857,14
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,February 2018,NL,CE,4.764705882,17
Non-Prog,IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,4.714285714,14
Non-Prog,IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,4.424242424,33
Non-Prog,IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,4.675675676,37
Non-Prog,IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,4.521739130,23
Non-Prog,IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,February 2018,NL,CE,4.791666667,24
Non-Prog,IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,December 2017,NL,CE,4.709923664,131
Non-Prog,IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,January 2018,NL,CE,4.735483871,155
Non-Prog,IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,February 2018,NL,CE,4.782258065,124
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.790697674,43
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,4.595744681,47
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.882352941,34
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.857142857,42
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.787234043,47
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4.868421053,38
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,4.757575758,66
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,4.8125,48
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,4.716417910,67
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,4.754716981,53
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,5,46
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,4.673076923,52
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,February 2018,NL,CE,4.824561404,57
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,February 2017,NL,CE,4.391304348,46
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,March 2017,NL,CE,4.553846154,65
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,April 2017,NL,CE,4.755102041,49
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,May 2017,NL,CE,4.5,42
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,June 2017,NL,CE,4.131147541,61
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,July 2017,NL,CE,4.333333333,63
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,August 2017,NL,CE,4.15,60
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,September 2017,NL,CE,4.5,62
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,October 2017,NL,CE,4.770491803,61
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,November 2017,NL,CE,4.517241379,58
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,December 2017,NL,CE,4.744186047,43
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,January 2018,NL,CE,4.538461538,65
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,February 2018,NL,CE,4.492063492,63
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,February 2017,NL,CE,4.463917526,97
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,March 2017,NL,CE,4.424528302,106
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,April 2017,NL,CE,4.5,88
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,May 2017,NL,CE,4.619047619,84
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,June 2017,NL,CE,4.324074074,108
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,July 2017,NL,CE,4.542372881,118
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,August 2017,NL,CE,4.561403509,114
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,September 2017,NL,CE,4.626373626,91
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,October 2017,NL,CE,4.722222222,90
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,November 2017,NL,CE,4.375,104
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,December 2017,NL,CE,4.673684211,95
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,January 2018,NL,CE,4.563218391,87
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,February 2018,NL,CE,4.663157895,95
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,4.473214286,112
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,4.453781513,119
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,4.349514563,103
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,4.574257426,101
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,4.683823529,136
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,4.512396694,121
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,4.578947368,133
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,4.496124031,129
