DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Totalroct,Totalroct
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Totalroct,October,NL,SC,2017,15.223097113%,1317
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Totalroct,November,NL,SC,2017,0.080971660%,1236
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Totalroct,December,NL,SC,2017,4.786771105%,1204
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Totalroct,January,NL,SC,2018,12.192816635%,1187
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Totalroct,February,NL,SC,2018,19.052419355%,1181
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,February,NL,SC,2016,,614
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,March,NL,SC,2016,,626
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,April,NL,SC,2016,,546
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,May,NL,SC,2016,,568
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,June,NL,SC,2016,,546
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,July,NL,SC,2016,,457
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,August,NL,SC,2016,,642
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,September,NL,SC,2016,,611
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,October,NL,SC,2016,,519
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,November,NL,SC,2016,,510
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,December,NL,SC,2016,,606
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,January,NL,SC,2017,,489
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,February,NL,SC,2017,-12.214983713%,539
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,March,NL,SC,2017,-21.884984026%,489
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,April,NL,SC,2017,-16.666666667%,455
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,May,NL,SC,2017,-11.091549296%,505
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,June,NL,SC,2017,-4.029304029%,524
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,July,NL,SC,2017,13.129102845%,517
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,August,NL,SC,2017,3.426791277%,664
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,September,NL,SC,2017,-11.292962357%,542
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,October,NL,SC,2017,23.121387283%,639
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,November,NL,SC,2017,14.509803922%,584
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,December,NL,SC,2017,-19.966996700%,485
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,January,NL,SC,2018,-4.907975460%,465
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Totalroct,February,NL,SC,2018,-21.335807050%,424
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,February,NL,SC,2016,,788
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,March,NL,SC,2016,,733
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,April,NL,SC,2016,,629
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,May,NL,SC,2016,,640
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,June,NL,SC,2016,,616
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,July,NL,SC,2016,,708
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,August,NL,SC,2016,,830
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,September,NL,SC,2016,,699
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,October,NL,SC,2016,,698
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,November,NL,SC,2016,,700
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,December,NL,SC,2016,,720
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,January,NL,SC,2017,,843
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,February,NL,SC,2017,-17.639593909%,649
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Totalroct,March,NL,SC,2017,-10.914051842%,653
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,February,NL,SC,2016,,891
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,March,NL,SC,2016,,1108
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,April,NL,SC,2016,,978
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,May,NL,SC,2016,,939
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,June,NL,SC,2016,,1022
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,July,NL,SC,2016,,1150
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,August,NL,SC,2016,,1164
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,September,NL,SC,2016,,1101
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,October,NL,SC,2016,,1059
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,November,NL,SC,2016,,992
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,December,NL,SC,2016,,1234
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,January,NL,SC,2017,,966
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,February,NL,SC,2017,7.407407407%,957
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,March,NL,SC,2017,-5.415162455%,1048
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,April,NL,SC,2017,-2.249488753%,956
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,May,NL,SC,2017,28.008519702%,1202
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,June,NL,SC,2017,17.025440313%,1196
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,July,NL,SC,2017,-3.478260870%,1110
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,August,NL,SC,2017,17.697594502%,1370
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,September,NL,SC,2017,8.991825613%,1200
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,October,NL,SC,2017,8.215297450%,1146
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,November,NL,SC,2017,-3.629032258%,956
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,December,NL,SC,2017,-16.288492707%,1033
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,January,NL,SC,2018,3.416149068%,999
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Totalroct,February,NL,SC,2018,-11.598746082%,846
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,February,NL,SC,2016,,308
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,March,NL,SC,2016,,395
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,April,NL,SC,2016,,515
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,May,NL,SC,2016,,397
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,June,NL,SC,2016,,430
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,July,NL,SC,2016,,394
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,August,NL,SC,2016,,383
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,September,NL,SC,2016,,466
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,October,NL,SC,2016,,418
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,November,NL,SC,2016,,352
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,December,NL,SC,2016,,373
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,January,NL,SC,2017,,382
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,February,NL,SC,2017,4.545454545%,322
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,March,NL,SC,2017,-6.329113924%,370
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,April,NL,SC,2017,-32.038834951%,350
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,May,NL,SC,2017,-4.030226700%,381
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,June,NL,SC,2017,-14.651162791%,367
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,July,NL,SC,2017,1.015228426%,398
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,August,NL,SC,2017,17.754569191%,451
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,September,NL,SC,2017,-27.467811159%,338
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,October,NL,SC,2017,11.004784689%,464
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,November,NL,SC,2017,20.738636364%,425
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,December,NL,SC,2017,-14.477211796%,319
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,January,NL,SC,2018,-21.204188482%,301
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Totalroct,February,NL,SC,2018,-11.801242236%,284
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,March,NL,SC,2016,,138
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,April,NL,SC,2016,,426
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,May,NL,SC,2016,,463
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,June,NL,SC,2016,,506
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,July,NL,SC,2016,,389
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,August,NL,SC,2016,,481
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,September,NL,SC,2016,,405
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,October,NL,SC,2016,,448
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,November,NL,SC,2016,,461
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,December,NL,SC,2016,,411
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,January,NL,SC,2017,,432
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,February,NL,SC,2017,,318
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,March,NL,SC,2017,189.130434783%,399
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,April,NL,SC,2017,9.624413146%,467
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,May,NL,SC,2017,0.215982721%,464
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,June,NL,SC,2017,-9.486166008%,458
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,July,NL,SC,2017,-2.827763496%,378
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,August,NL,SC,2017,10.602910603%,532
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,September,NL,SC,2017,26.913580247%,514
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,October,NL,SC,2017,13.169642857%,507
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,November,NL,SC,2017,-18.655097614%,375
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,December,NL,SC,2017,5.839416058%,435
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,January,NL,SC,2018,-16.898148148%,359
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Totalroct,February,NL,SC,2018,31.446540881%,418
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Totalroct,May,NL,SC,2017,,792
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Totalroct,June,NL,SC,2017,,1010
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Totalroct,July,NL,SC,2017,,828
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Totalroct,August,NL,SC,2017,,901
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Totalroct,September,NL,SC,2017,,849
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Totalroct,October,NL,SC,2017,,769
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Totalroct,November,NL,SC,2017,,811
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Totalroct,December,NL,SC,2017,,803
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Totalroct,January,NL,SC,2018,,757
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Totalroct,February,NL,SC,2018,,746
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2016,,291
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,March,NL,SC,2016,,261
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,April,NL,SC,2016,,282
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,May,NL,SC,2016,,297
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,June,NL,SC,2016,,336
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,July,NL,SC,2016,,243
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,August,NL,SC,2016,,335
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,September,NL,SC,2016,,286
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,October,NL,SC,2016,,247
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,November,NL,SC,2016,,263
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,December,NL,SC,2016,,295
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,January,NL,SC,2017,,275
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2017,-14.776632302%,248
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,March,NL,SC,2017,-6.513409962%,244
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,April,NL,SC,2017,-7.801418440%,260
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,May,NL,SC,2017,5.050505051%,312
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,June,NL,SC,2017,-11.904761905%,296
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,July,NL,SC,2017,19.753086420%,291
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,August,NL,SC,2017,10.746268657%,371
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,September,NL,SC,2017,18.531468531%,339
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,October,NL,SC,2017,34.008097166%,331
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,November,NL,SC,2017,39.163498099%,366
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,December,NL,SC,2017,8.135593220%,319
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,January,NL,SC,2018,18.545454545%,326
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2018,2.016129032%,253
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2016,,424
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,March,NL,SC,2016,,371
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,April,NL,SC,2016,,391
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,May,NL,SC,2016,,428
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,June,NL,SC,2016,,413
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,July,NL,SC,2016,,443
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,August,NL,SC,2016,,484
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,September,NL,SC,2016,,423
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,October,NL,SC,2016,,371
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,November,NL,SC,2016,,361
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,December,NL,SC,2016,,349
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,January,NL,SC,2017,,307
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2017,-25.943396226%,314
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,March,NL,SC,2017,1.078167116%,375
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,April,NL,SC,2017,-9.974424552%,352
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,May,NL,SC,2017,-5.373831776%,405
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,June,NL,SC,2017,1.694915254%,420
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,July,NL,SC,2017,-7.900677201%,408
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,August,NL,SC,2017,-8.884297521%,441
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,September,NL,SC,2017,4.491725768%,442
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,October,NL,SC,2017,-1.886792453%,364
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,November,NL,SC,2017,-3.324099723%,349
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,December,NL,SC,2017,9.742120344%,383
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,January,NL,SC,2018,11.074918567%,341
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2018,-8.917197452%,286
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2016,,1164
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,March,NL,SC,2016,,1225
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,April,NL,SC,2016,,1130
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,May,NL,SC,2016,,1122
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,June,NL,SC,2016,,1221
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,July,NL,SC,2016,,1216
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,August,NL,SC,2016,,1401
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,September,NL,SC,2016,,1364
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,October,NL,SC,2016,,1341
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,November,NL,SC,2016,,1337
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,December,NL,SC,2016,,1274
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,January,NL,SC,2017,,1304
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2017,-2.405498282%,1136
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,March,NL,SC,2017,6.367346939%,1303
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,April,NL,SC,2017,14.778761062%,1297
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,May,NL,SC,2017,25.757575758%,1411
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,June,NL,SC,2017,4.995904996%,1282
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,July,NL,SC,2017,4.851973684%,1275
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,August,NL,SC,2017,3.854389722%,1455
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,September,NL,SC,2017,-6.378299120%,1277
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,October,NL,SC,2017,-0.447427293%,1335
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,November,NL,SC,2017,-10.845175767%,1192
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,December,NL,SC,2017,-4.003139717%,1223
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,January,NL,SC,2018,-11.042944785%,1160
TX062 FREEMAN HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2018,-8.274647887%,1042
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,February,NL,SC,2016,,985
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,March,NL,SC,2016,,995
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,April,NL,SC,2016,,971
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,May,NL,SC,2016,,967
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,June,NL,SC,2016,,1021
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,July,NL,SC,2016,,1135
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,August,NL,SC,2016,,1183
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,September,NL,SC,2016,,1047
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,October,NL,SC,2016,,983
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,November,NL,SC,2016,,1011
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,December,NL,SC,2016,,1009
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,January,NL,SC,2017,,951
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,February,NL,SC,2017,-5.685279188%,929
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,March,NL,SC,2017,-2.713567839%,968
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,April,NL,SC,2017,-3.089598352%,941
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,May,NL,SC,2017,6.411582213%,1029
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,June,NL,SC,2017,1.665034280%,1038
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,July,NL,SC,2017,-7.841409692%,1046
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,August,NL,SC,2017,6.508875740%,1260
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,September,NL,SC,2017,3.820439351%,1087
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,October,NL,SC,2017,4.984740590%,1032
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,November,NL,SC,2017,-1.681503462%,994
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,December,NL,SC,2017,-3.666997027%,972
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,January,NL,SC,2018,4.206098843%,991
"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,Totalroct,February,NL,SC,2018,-1.937567277%,911
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2016,,903
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,March,NL,SC,2016,,1100
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,April,NL,SC,2016,,1143
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,May,NL,SC,2016,,1130
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,June,NL,SC,2016,,1146
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,July,NL,SC,2016,,886
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,August,NL,SC,2016,,967
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,September,NL,SC,2016,,860
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,October,NL,SC,2016,,865
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,November,NL,SC,2016,,1013
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,December,NL,SC,2016,,859
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,January,NL,SC,2017,,757
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2017,-17.607973422%,744
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,March,NL,SC,2017,-27.363636364%,799
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,April,NL,SC,2017,-35.870516185%,733
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,May,NL,SC,2017,-21.681415929%,885
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,June,NL,SC,2017,-28.970331588%,814
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,July,NL,SC,2017,-10.383747178%,794
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,August,NL,SC,2017,-3.722854188%,931
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,September,NL,SC,2017,4.651162791%,900
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,October,NL,SC,2017,-0.115606936%,864
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,November,NL,SC,2017,-18.657453110%,824
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,December,NL,SC,2017,-15.133876601%,729
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,January,NL,SC,2018,14.795244386%,869
TX136 JERRY'S HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2018,9.139784946%,812
TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,Totalroct,February,NL,SC,2016,,316
