DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Totalroct,Totalroct
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2016,,644
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2016,,650
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2016,,555
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2016,,653
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2016,,711
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2016,,672
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2016,,762
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2016,,618
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2016,,613
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2016,,796
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2016,,692
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2017,,583
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2017,-6.832298137%,600
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2017,4%,676
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2017,22.162162162%,678
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2017,2.603369066%,670
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2017,0.703234880%,716
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2017,3.869047619%,698
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2017,-58.267716535%,318
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2017,-6.148867314%,580
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2017,21.696574225%,746
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2017,-17.336683417%,658
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2017,-3.179190751%,670
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2018,9.605488851%,639
IL003 LOREN HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2018,-4%,576
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,February,NL,CE,2016,,733
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,March,NL,CE,2016,,766
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,April,NL,CE,2016,,789
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,May,NL,CE,2016,,789
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,June,NL,CE,2016,,884
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,July,NL,CE,2016,,846
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,August,NL,CE,2016,,933
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,September,NL,CE,2016,,750
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,October,NL,CE,2016,,843
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,November,NL,CE,2016,,785
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,December,NL,CE,2016,,915
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,January,NL,CE,2017,,767
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,February,NL,CE,2017,-0.682128240%,728
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,March,NL,CE,2017,-4.177545692%,734
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,April,NL,CE,2017,0.506970849%,793
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,May,NL,CE,2017,9.125475285%,861
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,June,NL,CE,2017,2.828054299%,909
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,July,NL,CE,2017,-6.382978723%,792
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,August,NL,CE,2017,-70.096463023%,279
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,September,NL,CE,2017,30.933333333%,982
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,October,NL,CE,2017,-0.830367734%,836
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,November,NL,CE,2017,9.554140127%,860
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,December,NL,CE,2017,-12.240437158%,803
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,January,NL,CE,2018,1.434159061%,778
IL044 GREGORY HYUNDAI,Prog,CE1,Totalroct,February,NL,CE,2018,-11.401098901%,645
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2016,,699
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2016,,676
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2016,,585
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2016,,658
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2016,,750
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2016,,793
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2016,,915
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2016,,704
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2016,,779
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2016,,795
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2016,,850
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2017,,853
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2017,66.523605150%,1164
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2017,63.017751479%,1102
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2017,55.042735043%,907
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2017,25.987841945%,829
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2017,14.666666667%,860
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2017,-3.278688525%,767
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2017,-4.153005464%,877
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2017,13.920454545%,802
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2017,6.033376123%,826
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2017,6.666666667%,848
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2017,-9.882352941%,766
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2018,-6.565064478%,797
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2018,-47.250859107%,614
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2016,,1235
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2016,,1459
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2016,,1303
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2016,,1410
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2016,,1448
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2016,,1282
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2016,,1453
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2016,,1443
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2016,,1306
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2016,,1358
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2016,,1386
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2017,,1206
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2017,3.724696356%,1281
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2017,-3.427004798%,1409
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2017,-1.765157329%,1280
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2017,-2.269503546%,1378
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2017,-5.248618785%,1372
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2017,3.666146646%,1329
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2017,12.663454921%,1637
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2017,21.413721414%,1752
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2017,8.422664625%,1416
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2017,7.879234168%,1465
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2017,5.339105339%,1460
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2018,35.157545605%,1630
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2018,26.463700234%,1620
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2016,,1839
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2016,,1840
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2016,,1698
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2016,,1732
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2016,,1881
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2016,,1808
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2016,,2006
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2016,,1903
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2016,,1744
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2016,,1940
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2016,,1970
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2017,,1728
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2017,-4.458945079%,1757
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2017,6.576086957%,1961
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2017,-2.002355713%,1664
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2017,10.219399538%,1909
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2017,1.701222754%,1913
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2017,-4.258849558%,1731
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2017,-2.691924227%,1952
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2017,-7.304256437%,1764
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2017,-1.720183486%,1714
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2017,-11.391752577%,1719
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2017,-17.309644670%,1629
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2018,3.587962963%,1790
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2018,-17.643710871%,1447
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,February,NL,CE,2016,,1616
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,March,NL,CE,2016,,1624
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,April,NL,CE,2016,,1431
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,May,NL,CE,2016,,1484
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,June,NL,CE,2016,,1598
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,July,NL,CE,2016,,1495
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,August,NL,CE,2016,,1764
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,September,NL,CE,2016,,1401
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,October,NL,CE,2016,,1524
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,November,NL,CE,2016,,1300
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,December,NL,CE,2016,,1560
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,January,NL,CE,2017,,1271
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,February,NL,CE,2017,-26.732673267%,1184
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,March,NL,CE,2017,-19.581280788%,1306
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,April,NL,CE,2017,-4.542278127%,1366
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,May,NL,CE,2017,6.469002695%,1580
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,June,NL,CE,2017,-9.324155194%,1449
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,July,NL,CE,2017,3.678929766%,1550
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,August,NL,CE,2017,-8.560090703%,1613
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,September,NL,CE,2017,12.062812277%,1570
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,October,NL,CE,2017,9.973753281%,1676
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,November,NL,CE,2017,11.846153846%,1454
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,December,NL,CE,2017,-3.846153846%,1500
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,January,NL,CE,2018,24.154209284%,1578
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,Totalroct,February,NL,CE,2018,11.824324324%,1324
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2016,,879
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2016,,919
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2016,,942
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2016,,914
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2016,,999
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2016,,925
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2016,,1093
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2016,,961
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2016,,886
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2016,,742
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2016,,793
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2017,,617
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2017,-21.160409556%,693
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2017,-29.923830250%,644
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2017,-12.951167728%,820
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2017,0.765864333%,921
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2017,-2.702702703%,972
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2017,-4.864864865%,880
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2017,-97.163769442%,31
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2017,-8.220603538%,882
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2017,18.623024831%,1051
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2017,37.735849057%,1022
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2017,10.340479193%,875
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2018,63.209076175%,1007
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2018,11.976911977%,776
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2016,,1124
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2016,,1224
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2016,,1155
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2016,,1161
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2016,,1239
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2016,,1134
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2016,,1306
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2016,,1140
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2016,,1252
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2016,,938
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2016,,921
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2017,,796
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2017,-42.793594306%,643
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2017,-39.133986928%,745
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2017,-10.649350649%,1032
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2017,5.081826012%,1220
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2017,-1.049233253%,1226
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2017,-3.350970018%,1096
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2017,-7.503828484%,1208
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2017,10.964912281%,1265
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2017,7.747603834%,1349
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2017,28.678038380%,1207
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2017,20.521172638%,1110
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2018,56.155778894%,1243
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2018,76.205287714%,1133
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2016,,512
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2016,,459
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2016,,494
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2016,,497
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2016,,568
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2016,,512
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2016,,653
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2016,,526
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2016,,482
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2016,,562
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2016,,590
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2017,,553
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2017,-8.0078125%,471
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,March,NL,CE,2017,26.143790850%,579
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,April,NL,CE,2017,-8.097165992%,454
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,May,NL,CE,2017,2.012072435%,507
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,June,NL,CE,2017,-3.169014085%,550
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,July,NL,CE,2017,3.125%,528
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,August,NL,CE,2017,-0.765696784%,648
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,September,NL,CE,2017,1.711026616%,535
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,October,NL,CE,2017,19.087136929%,574
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,November,NL,CE,2017,-5.338078292%,532
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,December,NL,CE,2017,-11.186440678%,524
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,January,NL,CE,2018,13.019891501%,625
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Totalroct,February,NL,CE,2018,-0.424628450%,469
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,February,NL,CE,2016,,1390
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,March,NL,CE,2016,,1328
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,April,NL,CE,2016,,1195
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,May,NL,CE,2016,,1255
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,June,NL,CE,2016,,1402
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,July,NL,CE,2016,,1227
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,August,NL,CE,2016,,1470
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,September,NL,CE,2016,,1262
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,October,NL,CE,2016,,1316
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,November,NL,CE,2016,,1328
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,December,NL,CE,2016,,1385
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,January,NL,CE,2017,,1303
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,February,NL,CE,2017,-14.892086331%,1183
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,March,NL,CE,2017,5.572289157%,1402
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,April,NL,CE,2017,19.246861925%,1425
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,May,NL,CE,2017,15.936254980%,1455
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,June,NL,CE,2017,-2.567760342%,1366
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,July,NL,CE,2017,11.491442543%,1368
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,August,NL,CE,2017,-0.204081633%,1467
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,September,NL,CE,2017,11.331220285%,1405
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,October,NL,CE,2017,8.054711246%,1422
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,November,NL,CE,2017,3.539156627%,1375
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,December,NL,CE,2017,-8.808664260%,1263
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,January,NL,CE,2018,3.683806600%,1351
IL080 GERALD HYUNDAI,Prog,CE1,Totalroct,February,NL,CE,2018,-1.859678783%,1161
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,February,NL,CE,2016,,768
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,March,NL,CE,2016,,816
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,April,NL,CE,2016,,743
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,May,NL,CE,2016,,852
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,June,NL,CE,2016,,855
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,July,NL,CE,2016,,781
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,August,NL,CE,2016,,925
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,September,NL,CE,2016,,745
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,October,NL,CE,2016,,712
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,November,NL,CE,2016,,827
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,December,NL,CE,2016,,768
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,January,NL,CE,2017,,697
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,February,NL,CE,2017,-7.942708333%,707
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,March,NL,CE,2017,-10.171568627%,733
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,April,NL,CE,2017,11.709286676%,830
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,May,NL,CE,2017,-8.920187793%,776
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,June,NL,CE,2017,-11.578947368%,756
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Totalroct,July,NL,CE,2017,-9.731113956%,705
