CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. WREC_SCORE,Count of WREC_SCORE
Non-Prog,NH009 AUTOFAIR HYUNDAI,Non-Prog,EA2,May 2017,NL,EA,0.941176471,85
Non-Prog,NH009 AUTOFAIR HYUNDAI,Non-Prog,EA2,June 2017,NL,EA,0.945945946,74
Non-Prog,NH009 AUTOFAIR HYUNDAI,Non-Prog,EA2,July 2017,NL,EA,0.928571429,98
Non-Prog,NH009 AUTOFAIR HYUNDAI,Non-Prog,EA2,August 2017,NL,EA,0.899159664,119
Non-Prog,NH009 AUTOFAIR HYUNDAI,Non-Prog,EA2,September 2017,NL,EA,0.902777778,72
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,January 2017,NL,EA,0.973333333,75
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,February 2017,NL,EA,0.971428571,70
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,March 2017,NL,EA,0.988235294,85
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,April 2017,NL,EA,0.971428571,70
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,May 2017,NL,EA,0.96,100
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,June 2017,NL,EA,0.962616822,107
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,July 2017,NL,EA,0.975,80
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,August 2017,NL,EA,0.967479675,123
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,September 2017,NL,EA,1,75
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,January 2017,NL,EA,0.939393939,33
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,February 2017,NL,EA,0.875,40
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,March 2017,NL,EA,0.961538462,52
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,April 2017,NL,EA,0.96,25
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,May 2017,NL,EA,0.92,50
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,June 2017,NL,EA,0.9,40
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,July 2017,NL,EA,0.954545455,44
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,August 2017,NL,EA,0.916666667,48
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,September 2017,NL,EA,0.894736842,38
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,January 2017,NL,EA,0.90625,64
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,0.962962963,81
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,0.960784314,51
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,0.965517241,58
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,0.962264151,53
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.936842105,95
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,0.973684211,76
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,0.918918919,74
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,0.938461538,65
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,January 2017,NL,EA,1,23
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,1,23
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,1,29
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,1,30
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,1,24
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.972972973,37
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,1,29
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,0.981132075,53
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,1,35
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,January 2017,NL,EA,0.863636364,22
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,0.974358974,39
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,0.971428571,35
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,0.948717949,39
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,1,45
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.971014493,69
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,0.957446809,47
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,0.875,48
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,0.96,50
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,January 2017,NL,EA,1,14
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,1,17
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,1,23
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,1,21
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,1,18
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.96,25
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,1,20
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,1,32
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,0.96,25
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,January 2017,NL,EA,0.862068966,58
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,0.804347826,46
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,0.772727273,44
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,0.931818182,44
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,0.8,65
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.823529412,51
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,0.76,50
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,0.857142857,63
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,0.929824561,57
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,January 2017,NL,EA,0.967741935,31
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,February 2017,NL,EA,0.925925926,27
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,March 2017,NL,EA,0.892857143,28
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,April 2017,NL,EA,0.882352941,34
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,May 2017,NL,EA,1,35
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,June 2017,NL,EA,0.942857143,35
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,July 2017,NL,EA,0.869565217,46
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,August 2017,NL,EA,1,55
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,September 2017,NL,EA,0.958333333,48
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,January 2017,NL,EA,0.931818182,44
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,0.878048780,41
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,0.825,40
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,0.912280702,57
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,0.912280702,57
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.929824561,57
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,0.951612903,62
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,0.88,75
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,0.95,60
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,January 2017,NL,EA,0.924528302,53
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,0.958333333,48
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,0.966666667,60
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,0.92,50
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,0.955223881,67
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.962264151,106
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,0.947368421,95
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,0.948051948,77
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,0.92,75
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,January 2017,NL,EA,0.926470588,68
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,0.840579710,69
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,0.827586207,87
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,0.884615385,78
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,0.908256881,109
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.863309353,139
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,0.917197452,157
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,0.903614458,166
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,0.939393939,132
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,January 2017,NL,EA,0.906976744,43
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,February 2017,NL,EA,0.972222222,36
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,March 2017,NL,EA,1,50
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,April 2017,NL,EA,0.928571429,28
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,May 2017,NL,EA,0.981481481,54
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,June 2017,NL,EA,0.969696970,66
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,July 2017,NL,EA,0.981481481,54
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,August 2017,NL,EA,0.914285714,70
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,September 2017,NL,EA,0.90625,64
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,January 2017,NL,EA,0.980392157,51
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,February 2017,NL,EA,1,42
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,March 2017,NL,EA,1,51
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,April 2017,NL,EA,0.981818182,55
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,May 2017,NL,EA,0.958333333,72
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,June 2017,NL,EA,0.973684211,76
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,July 2017,NL,EA,1,62
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,August 2017,NL,EA,0.944444444,72
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,September 2017,NL,EA,0.946428571,56
Non-Prog,MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,0.925373134,67
Non-Prog,MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,0.898305085,59
Non-Prog,MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,0.927272727,55
Non-Prog,MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,0.984375,64
Non-Prog,MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.976744186,43
Non-Prog,MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,0.944444444,72
Non-Prog,MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,0.940298507,67
Non-Prog,MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,0.9375,64
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,January 2017,NL,EA,0.956521739,69
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,0.963855422,83
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,0.970873786,103
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,0.969230769,130
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,0.971014493,138
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.961111111,180
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,0.951612903,186
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,0.935672515,171
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,0.972826087,184
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,January 2017,NL,EA,0.971428571,35
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,February 2017,NL,EA,0.933333333,30
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,March 2017,NL,EA,1,49
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,April 2017,NL,EA,0.971428571,35
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,May 2017,NL,EA,1,49
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,June 2017,NL,EA,0.966101695,59
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,July 2017,NL,EA,0.96,50
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,August 2017,NL,EA,0.952380952,63
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,September 2017,NL,EA,0.978723404,47
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,January 2017,NL,EA,0.983606557,61
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,February 2017,NL,EA,0.975609756,41
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,March 2017,NL,EA,0.979591837,49
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,April 2017,NL,EA,0.888888889,36
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,May 2017,NL,EA,0.951219512,41
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,June 2017,NL,EA,0.970588235,34
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,July 2017,NL,EA,1,45
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,August 2017,NL,EA,0.923076923,52
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,September 2017,NL,EA,0.944444444,36
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,January 2017,NL,EA,0.88,25
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,February 2017,NL,EA,0.954545455,22
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,March 2017,NL,EA,0.966666667,30
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,April 2017,NL,EA,1,18
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,May 2017,NL,EA,0.952380952,21
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,June 2017,NL,EA,1,19
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,July 2017,NL,EA,0.952380952,21
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,August 2017,NL,EA,0.935483871,31
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,September 2017,NL,EA,0.8,25
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,January 2017,NL,EA,0.984615385,65
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,February 2017,NL,EA,0.985507246,69
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,March 2017,NL,EA,0.962264151,53
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,April 2017,NL,EA,0.987951807,83
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,May 2017,NL,EA,0.964285714,112
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,June 2017,NL,EA,0.931818182,132
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,July 2017,NL,EA,0.955357143,112
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,August 2017,NL,EA,0.984732824,131
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,September 2017,NL,EA,0.896907216,97
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,January 2017,NL,EA,0.935483871,31
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,February 2017,NL,EA,0.877551020,49
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,March 2017,NL,EA,0.894736842,38
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,April 2017,NL,EA,0.851851852,27
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,May 2017,NL,EA,0.9,30
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,June 2017,NL,EA,0.888888889,45
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,July 2017,NL,EA,0.807692308,26
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,August 2017,NL,EA,0.948275862,58
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,September 2017,NL,EA,0.916666667,36
Non-Prog,CT021 DEVINOS WATERTOWN HYUNDAI,Non-Prog,EA4,January 2017,NL,EA,0.972972973,37
Non-Prog,CT021 DEVINOS WATERTOWN HYUNDAI,Non-Prog,EA4,February 2017,NL,EA,0.916666667,36
Non-Prog,CT021 DEVINOS WATERTOWN HYUNDAI,Non-Prog,EA4,March 2017,NL,EA,0.936170213,47
Non-Prog,CT021 DEVINOS WATERTOWN HYUNDAI,Non-Prog,EA4,April 2017,NL,EA,0.926829268,41
Non-Prog,CT021 DEVINOS WATERTOWN HYUNDAI,Non-Prog,EA4,May 2017,NL,EA,0.975,40
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,January 2017,NL,EA,0.942857143,70
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,February 2017,NL,EA,0.932432432,74
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,March 2017,NL,EA,0.962962963,81
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,April 2017,NL,EA,0.882352941,51
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,May 2017,NL,EA,0.934210526,76
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,June 2017,NL,EA,0.952941176,85
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,July 2017,NL,EA,0.923809524,105
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,August 2017,NL,EA,0.908045977,87
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,September 2017,NL,EA,0.939024390,82
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,January 2017,NL,EA,0.764705882,17
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,February 2017,NL,EA,0.842105263,38
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,March 2017,NL,EA,0.965517241,29
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,April 2017,NL,EA,0.925925926,27
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,May 2017,NL,EA,0.939393939,33
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,June 2017,NL,EA,0.833333333,18
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,July 2017,NL,EA,0.857142857,21
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,August 2017,NL,EA,0.8,25
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,September 2017,NL,EA,0.923076923,26
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,January 2017,NL,EA,0.991666667,120
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,February 2017,NL,EA,0.923809524,105
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,March 2017,NL,EA,0.975,120
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,April 2017,NL,EA,0.984375,128
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,May 2017,NL,EA,0.984126984,126
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,June 2017,NL,EA,0.984962406,133
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,July 2017,NL,EA,0.970414201,169
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,August 2017,NL,EA,0.976190476,168
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,September 2017,NL,EA,0.986394558,147
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,January 2017,NL,EA,0.945945946,111
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,February 2017,NL,EA,0.923076923,130
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,March 2017,NL,EA,0.970588235,136
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,April 2017,NL,EA,0.912408759,137
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,May 2017,NL,EA,0.927710843,166
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,June 2017,NL,EA,0.962790698,215
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,July 2017,NL,EA,0.955,200
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,August 2017,NL,EA,0.949074074,216
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,September 2017,NL,EA,0.952631579,190
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,January 2017,NL,EA,0.909090909,44
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,February 2017,NL,EA,1,41
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,March 2017,NL,EA,1,39
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,April 2017,NL,EA,0.944444444,36
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,May 2017,NL,EA,0.924528302,53
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,June 2017,NL,EA,1,62
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,July 2017,NL,EA,0.935483871,62
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,August 2017,NL,EA,0.932203390,59
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,September 2017,NL,EA,0.888888889,45
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,January 2017,NL,EA,0.945945946,37
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,February 2017,NL,EA,0.952380952,42
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,March 2017,NL,EA,0.95,40
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,April 2017,NL,EA,0.971428571,35
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,May 2017,NL,EA,0.977272727,44
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,June 2017,NL,EA,0.957446809,47
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,July 2017,NL,EA,0.95,40
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,August 2017,NL,EA,0.974358974,39
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,September 2017,NL,EA,0.952380952,42
Non-Prog,CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,August 2017,NL,EA,0.888888889,72
Non-Prog,CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,September 2017,NL,EA,0.951612903,62
Non-Prog,MA053 BALISE HYUNDAI,Non-Prog,EA4,January 2017,NL,EA,0.951807229,83
Non-Prog,MA053 BALISE HYUNDAI,Non-Prog,EA4,February 2017,NL,EA,0.956521739,92
Non-Prog,MA053 BALISE HYUNDAI,Non-Prog,EA4,March 2017,NL,EA,0.943181818,88
