CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. WREC_SCORE,Count of WREC_SCORE
Non-Prog,AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,September 2017,NL,SC,0.962962963,27
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,January 2017,NL,SC,1,40
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,February 2017,NL,SC,1,38
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,March 2017,NL,SC,0.942857143,35
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,April 2017,NL,SC,0.966666667,30
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,May 2017,NL,SC,0.975609756,41
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,June 2017,NL,SC,1,44
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,July 2017,NL,SC,0.933333333,45
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,August 2017,NL,SC,1,50
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,September 2017,NL,SC,0.943396226,53
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,January 2017,NL,SC,1,43
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,February 2017,NL,SC,0.978723404,47
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,March 2017,NL,SC,0.962962963,54
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,April 2017,NL,SC,0.965517241,58
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,May 2017,NL,SC,1,59
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,June 2017,NL,SC,0.948051948,77
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,July 2017,NL,SC,0.983870968,62
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,August 2017,NL,SC,0.945054945,91
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,September 2017,NL,SC,0.985294118,68
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,January 2017,NL,SC,0.833333333,30
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,February 2017,NL,SC,0.852941176,34
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,March 2017,NL,SC,0.871794872,39
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,April 2017,NL,SC,0.882352941,34
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,May 2017,NL,SC,0.916666667,36
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,June 2017,NL,SC,0.943396226,53
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,July 2017,NL,SC,0.9375,64
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,August 2017,NL,SC,0.910447761,67
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,September 2017,NL,SC,0.932432432,74
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,January 2017,NL,SC,1,6
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,February 2017,NL,SC,1,11
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,March 2017,NL,SC,1,9
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,April 2017,NL,SC,0.888888889,9
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,May 2017,NL,SC,1,7
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,June 2017,NL,SC,1,12
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,July 2017,NL,SC,1,11
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,August 2017,NL,SC,1,16
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,September 2017,NL,SC,1,11
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,January 2017,NL,SC,0.904761905,21
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,February 2017,NL,SC,1,34
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,March 2017,NL,SC,0.94,50
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,April 2017,NL,SC,0.935483871,31
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,May 2017,NL,SC,0.966101695,59
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,June 2017,NL,SC,0.898305085,59
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,July 2017,NL,SC,0.980392157,51
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,August 2017,NL,SC,0.988235294,85
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,September 2017,NL,SC,0.985915493,71
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,January 2017,NL,SC,0.986842105,76
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,February 2017,NL,SC,0.964285714,56
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,March 2017,NL,SC,0.985915493,71
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,April 2017,NL,SC,0.972602740,73
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,May 2017,NL,SC,0.986301370,73
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,June 2017,NL,SC,0.9875,80
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,July 2017,NL,SC,0.966292135,89
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,August 2017,NL,SC,0.988235294,85
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,September 2017,NL,SC,1,66
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,January 2017,NL,SC,0.875,32
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,February 2017,NL,SC,0.944444444,36
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,March 2017,NL,SC,0.868421053,38
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,April 2017,NL,SC,0.85,20
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,May 2017,NL,SC,0.916666667,36
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,June 2017,NL,SC,0.891304348,46
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,July 2017,NL,SC,0.923076923,52
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,August 2017,NL,SC,0.914893617,47
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,September 2017,NL,SC,0.88,50
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,January 2017,NL,SC,0.714285714,7
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,February 2017,NL,SC,1,3
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,March 2017,NL,SC,0.833333333,6
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,April 2017,NL,SC,1,4
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,May 2017,NL,SC,0.9,10
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,June 2017,NL,SC,1,9
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,July 2017,NL,SC,0.916666667,12
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,August 2017,NL,SC,1,8
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,September 2017,NL,SC,0.916666667,12
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,January 2017,NL,SC,0.84,25
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,February 2017,NL,SC,0.935483871,31
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,March 2017,NL,SC,0.875,32
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,April 2017,NL,SC,0.933333333,30
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,May 2017,NL,SC,0.903225806,31
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,June 2017,NL,SC,0.948717949,39
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,July 2017,NL,SC,1,37
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,August 2017,NL,SC,0.978260870,46
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,September 2017,NL,SC,0.975,40
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,January 2017,NL,SC,0.982142857,56
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,February 2017,NL,SC,0.964285714,84
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,March 2017,NL,SC,0.961904762,105
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,April 2017,NL,SC,0.941860465,86
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,May 2017,NL,SC,0.8625,80
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,June 2017,NL,SC,0.953271028,107
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,July 2017,NL,SC,0.927710843,83
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,August 2017,NL,SC,0.960784314,102
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,September 2017,NL,SC,0.940594059,101
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,January 2017,NL,SC,0.921568627,102
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,February 2017,NL,SC,0.951807229,83
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,March 2017,NL,SC,0.990654206,107
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,April 2017,NL,SC,0.974683544,79
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,May 2017,NL,SC,0.914285714,105
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,June 2017,NL,SC,0.966942149,121
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,July 2017,NL,SC,0.984126984,126
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,August 2017,NL,SC,0.979310345,145
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,September 2017,NL,SC,0.983606557,122
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,January 2017,NL,SC,0.989583333,96
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,February 2017,NL,SC,0.973333333,75
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,March 2017,NL,SC,0.9875,80
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,April 2017,NL,SC,1,79
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,May 2017,NL,SC,0.986842105,76
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,June 2017,NL,SC,0.980952381,105
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,July 2017,NL,SC,0.991150442,113
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,August 2017,NL,SC,0.977099237,131
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,September 2017,NL,SC,1,97
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,January 2017,NL,SC,1,3
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,February 2017,NL,SC,1,3
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,March 2017,NL,SC,1,12
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,April 2017,NL,SC,1,3
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,May 2017,NL,SC,1,8
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,June 2017,NL,SC,0.777777778,9
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,July 2017,NL,SC,0.857142857,7
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,August 2017,NL,SC,1,12
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,September 2017,NL,SC,0.833333333,6
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,January 2017,NL,SC,0.958333333,48
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,February 2017,NL,SC,0.98,50
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,March 2017,NL,SC,0.929824561,57
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,April 2017,NL,SC,0.961538462,52
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,May 2017,NL,SC,0.979591837,49
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,June 2017,NL,SC,0.973333333,75
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,July 2017,NL,SC,0.945205479,73
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,August 2017,NL,SC,0.971014493,69
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,September 2017,NL,SC,0.94,50
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,January 2017,NL,SC,1,46
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,February 2017,NL,SC,0.950819672,61
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,March 2017,NL,SC,0.954545455,66
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,April 2017,NL,SC,0.982456140,57
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,May 2017,NL,SC,0.922077922,77
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,June 2017,NL,SC,0.923076923,78
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,July 2017,NL,SC,0.950495050,101
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,August 2017,NL,SC,0.935185185,108
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,September 2017,NL,SC,0.935897436,78
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,January 2017,NL,SC,1,16
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,February 2017,NL,SC,1,16
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,March 2017,NL,SC,1,19
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,April 2017,NL,SC,1,30
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,May 2017,NL,SC,0.857142857,28
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,June 2017,NL,SC,1,41
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,July 2017,NL,SC,0.972222222,36
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,August 2017,NL,SC,0.958333333,48
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,September 2017,NL,SC,0.980769231,52
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,January 2017,NL,SC,1,31
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,February 2017,NL,SC,1,33
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,March 2017,NL,SC,0.969696970,33
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,April 2017,NL,SC,1,36
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,May 2017,NL,SC,0.933333333,30
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,June 2017,NL,SC,0.976190476,42
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,July 2017,NL,SC,0.974358974,39
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,August 2017,NL,SC,0.984126984,63
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,September 2017,NL,SC,0.944444444,36
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,January 2017,NL,SC,1,5
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,February 2017,NL,SC,0.8,5
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,March 2017,NL,SC,0.833333333,12
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,April 2017,NL,SC,1,5
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,May 2017,NL,SC,0.833333333,6
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,June 2017,NL,SC,0.9,10
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,July 2017,NL,SC,1,6
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,August 2017,NL,SC,0.933333333,15
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,September 2017,NL,SC,0.857142857,7
Non-Prog,OK026 JAMES HODGE HYUNDAI,Non-Prog,SC6,January 2017,NL,SC,1,19
Non-Prog,OK026 JAMES HODGE HYUNDAI,Non-Prog,SC6,February 2017,NL,SC,0.692307692,13
Non-Prog,OK026 JAMES HODGE HYUNDAI,Non-Prog,SC6,March 2017,NL,SC,1,14
Non-Prog,OK026 JAMES HODGE HYUNDAI,Non-Prog,SC6,April 2017,NL,SC,1,11
Non-Prog,OK026 JAMES HODGE HYUNDAI,Non-Prog,SC6,May 2017,NL,SC,0.904761905,21
Non-Prog,OK026 JAMES HODGE HYUNDAI,Non-Prog,SC6,June 2017,NL,SC,0.913043478,23
Non-Prog,OK026 JAMES HODGE HYUNDAI,Non-Prog,SC6,July 2017,NL,SC,0.947368421,19
Non-Prog,OK026 JAMES HODGE HYUNDAI,Non-Prog,SC6,August 2017,NL,SC,0.958333333,24
Non-Prog,OK026 JAMES HODGE HYUNDAI,Non-Prog,SC6,September 2017,NL,SC,0.956521739,23
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,January 2017,NL,SC,0.859649123,57
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,February 2017,NL,SC,0.911764706,34
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,March 2017,NL,SC,0.921875,64
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,April 2017,NL,SC,0.829268293,41
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,May 2017,NL,SC,0.972222222,72
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,June 2017,NL,SC,0.909909910,111
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,July 2017,NL,SC,0.888888889,81
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,August 2017,NL,SC,0.979166667,96
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,September 2017,NL,SC,0.988372093,86
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,January 2017,NL,SC,0.95,60
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,February 2017,NL,SC,0.986111111,72
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,March 2017,NL,SC,0.963855422,83
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,April 2017,NL,SC,1,62
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,May 2017,NL,SC,0.962025316,79
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,June 2017,NL,SC,0.989130435,92
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,July 2017,NL,SC,0.979591837,98
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,August 2017,NL,SC,0.946236559,93
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,September 2017,NL,SC,0.924528302,53
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,January 2017,NL,SC,0.966666667,30
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,February 2017,NL,SC,0.96,50
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,March 2017,NL,SC,0.945454545,55
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,April 2017,NL,SC,0.968253968,63
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,May 2017,NL,SC,0.984375,64
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,June 2017,NL,SC,0.96875,64
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,July 2017,NL,SC,0.964705882,85
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,August 2017,NL,SC,0.944444444,90
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,September 2017,NL,SC,0.967391304,92
Non-Prog,OK032 PATRIOT HYUNDAI,Non-Prog,SC6,January 2017,NL,SC,1,12
Non-Prog,OK032 PATRIOT HYUNDAI,Non-Prog,SC6,February 2017,NL,SC,1,11
Non-Prog,OK032 PATRIOT HYUNDAI,Non-Prog,SC6,March 2017,NL,SC,0.8125,16
Non-Prog,OK032 PATRIOT HYUNDAI,Non-Prog,SC6,April 2017,NL,SC,0.909090909,11
Non-Prog,OK032 PATRIOT HYUNDAI,Non-Prog,SC6,May 2017,NL,SC,0.9375,16
Non-Prog,OK032 PATRIOT HYUNDAI,Non-Prog,SC6,June 2017,NL,SC,0.875,16
Non-Prog,OK032 PATRIOT HYUNDAI,Non-Prog,SC6,July 2017,NL,SC,0.875,16
Non-Prog,OK032 PATRIOT HYUNDAI,Non-Prog,SC6,August 2017,NL,SC,1,28
Non-Prog,OK032 PATRIOT HYUNDAI,Non-Prog,SC6,September 2017,NL,SC,0.95,20
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,January 2017,NL,SC,0.875,8
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,February 2017,NL,SC,1,12
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,March 2017,NL,SC,1,12
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,April 2017,NL,SC,0.916666667,12
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,May 2017,NL,SC,1,16
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,June 2017,NL,SC,0.833333333,18
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,July 2017,NL,SC,0.967741935,31
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,August 2017,NL,SC,0.931034483,29
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,September 2017,NL,SC,0.961538462,26
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,January 2017,NL,SC,0.769230769,13
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,February 2017,NL,SC,0.875,16
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,March 2017,NL,SC,1,14
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,April 2017,NL,SC,1,15
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,May 2017,NL,SC,1,11
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,June 2017,NL,SC,1,16
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,July 2017,NL,SC,1,9
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,August 2017,NL,SC,1,13
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,September 2017,NL,SC,0.916666667,12
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,January 2017,NL,SC,0.928571429,70
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,February 2017,NL,SC,0.90625,64
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,March 2017,NL,SC,0.911504425,113
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,April 2017,NL,SC,0.933333333,75
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,May 2017,NL,SC,0.904761905,84
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,June 2017,NL,SC,0.945736434,129
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,July 2017,NL,SC,0.916666667,132
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,August 2017,NL,SC,0.948905109,137
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,September 2017,NL,SC,0.943396226,106
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,January 2017,NL,SC,0.876288660,97
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,February 2017,NL,SC,0.890909091,110
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,March 2017,NL,SC,0.909090909,110
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,April 2017,NL,SC,0.896551724,87
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,May 2017,NL,SC,0.875,88
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,June 2017,NL,SC,0.877049180,122
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,July 2017,NL,SC,0.872180451,133
