DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,Dlr Ret %,Brnd Den Ct,Brnd Num Ct
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Brnd Den Ct,February 2018,NL,CE,0.414469383,4589,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,February 2017,NL,CE,0.259770115,5220,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,March 2017,NL,CE,0.262260536,5220,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,April 2017,NL,CE,0.264458062,5222,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,May 2017,NL,CE,0.265914739,5231,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,June 2017,NL,CE,0.261370178,5211,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,July 2017,NL,CE,0.259266299,5261,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,August 2017,NL,CE,0.256209400,5234,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,September 2017,NL,CE,0.255123540,5221,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,October 2017,NL,CE,0.228660114,5799,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,November 2017,NL,CE,0.225552321,5839,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,December 2017,NL,CE,0.224025974,5852,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,January 2018,NL,CE,0.223878069,5905,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Brnd Den Ct,February 2018,NL,CE,0.221960652,5947,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,February 2017,NL,CE,0.620114185,4554,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,March 2017,NL,CE,0.621978022,4550,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,April 2017,NL,CE,0.620061457,4556,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,May 2017,NL,CE,0.617979974,4594,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,June 2017,NL,CE,0.617105263,4560,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,July 2017,NL,CE,0.604656223,4596,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,August 2017,NL,CE,0.599652250,4601,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,September 2017,NL,CE,0.598917749,4620,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,October 2017,NL,CE,0.566134316,4884,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,November 2017,NL,CE,0.575560081,4910,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,December 2017,NL,CE,0.580684597,4908,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,January 2018,NL,CE,0.584471164,4907,
IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,Brnd Den Ct,February 2018,NL,CE,0.574446476,4923,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,February 2017,NL,CE,0.235448348,9535,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,March 2017,NL,CE,0.235553225,9535,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,April 2017,NL,CE,0.234373359,9519,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,May 2017,NL,CE,0.231692051,9586,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,June 2017,NL,CE,0.231368421,9500,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,July 2017,NL,CE,0.234353634,9507,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,August 2017,NL,CE,0.215828854,9489,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,September 2017,NL,CE,0.209870020,9463,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,October 2017,NL,CE,0.205236574,9701,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,November 2017,NL,CE,0.200927357,9705,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,December 2017,NL,CE,0.198187062,9708,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,January 2018,NL,CE,0.200738159,9754,
IL081 HAPPY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,February 2018,NL,CE,0.194577029,9847,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,February 2017,NL,CE,0.326969551,8276,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,March 2017,NL,CE,0.329269765,8285,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,April 2017,NL,CE,0.324912366,8273,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,May 2017,NL,CE,0.326625943,8349,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,June 2017,NL,CE,0.325609462,8286,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,July 2017,NL,CE,0.331967213,8296,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,August 2017,NL,CE,0.309073265,8244,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,September 2017,NL,CE,0.306097709,8249,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,October 2017,NL,CE,0.301546691,8599,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,November 2017,NL,CE,0.300172911,8675,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,December 2017,NL,CE,0.299073001,8630,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,January 2018,NL,CE,0.299375578,8648,
IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,Brnd Den Ct,February 2018,NL,CE,0.294320931,8681,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,February 2017,NL,CE,0.252613240,1722,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,March 2017,NL,CE,0.250728863,1715,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,April 2017,NL,CE,0.249268578,1709,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,May 2017,NL,CE,0.240871614,1698,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,June 2017,NL,CE,0.219396807,1691,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,July 2017,NL,CE,0.230177515,1690,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,August 2017,NL,CE,0.226281674,1697,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,September 2017,NL,CE,0.234282325,1686,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,October 2017,NL,CE,0.228622328,1684,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,November 2017,NL,CE,0.223792697,1698,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,December 2017,NL,CE,0.216874629,1683,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,January 2018,NL,CE,0.216009417,1699,
IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,Brnd Den Ct,February 2018,NL,CE,0.209180709,1721,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,February 2017,NL,CE,0.468167012,3377,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,March 2017,NL,CE,0.468463133,3377,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,April 2017,NL,CE,0.468824228,3368,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,May 2017,NL,CE,0.471462545,3364,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,June 2017,NL,CE,0.472097881,3351,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,July 2017,NL,CE,0.474155961,3347,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,August 2017,NL,CE,0.483986830,3341,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,September 2017,NL,CE,0.481537076,3331,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,October 2017,NL,CE,0.484592145,3310,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,November 2017,NL,CE,0.487878788,3300,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,December 2017,NL,CE,0.487553127,3294,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,January 2018,NL,CE,0.492284418,3305,
IN038 WEBB HYUNDAI,Non-Prog,CE2,Brnd Den Ct,February 2018,NL,CE,0.486901536,3321,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,February 2017,NL,CE,0.253938396,4253,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,March 2017,NL,CE,0.256785461,4237,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,April 2017,NL,CE,0.257773558,4213,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,May 2017,NL,CE,0.266635094,4223,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,June 2017,NL,CE,0.266284896,4191,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,July 2017,NL,CE,0.267908309,4188,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,August 2017,NL,CE,0.269488283,4182,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,September 2017,NL,CE,0.272815065,4142,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,October 2017,NL,CE,0.272705314,4140,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,November 2017,NL,CE,0.269258633,4141,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,December 2017,NL,CE,0.269101394,4162,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,January 2018,NL,CE,0.269765213,4174,
IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,Brnd Den Ct,February 2018,NL,CE,0.269871950,4139,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2017,NL,CE,0.397408716,4245,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,March 2017,NL,CE,0.390913393,4226,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,April 2017,NL,CE,0.383903134,4212,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,May 2017,NL,CE,0.395908544,4155,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,June 2017,NL,CE,0.392453737,4161,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,July 2017,NL,CE,0.389619708,4181,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,August 2017,NL,CE,0.378107075,4184,
IN003 BUTLER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,September 2017,NL,CE,0.401177675,3906,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2017,NL,CE,0.398449612,1935,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,March 2017,NL,CE,0.384814050,1936,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,April 2017,NL,CE,0.379007239,1934,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,May 2017,NL,CE,0.391349661,1919,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,June 2017,NL,CE,0.388511749,1915,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,July 2017,NL,CE,0.392650919,1905,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,August 2017,NL,CE,0.405176968,1893,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,September 2017,NL,CE,0.411733892,1909,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,October 2017,NL,CE,0.417662338,1925,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,November 2017,NL,CE,0.409184727,1938,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,December 2017,NL,CE,0.415132924,1956,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,January 2018,NL,CE,0.413951120,1964,
IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2018,NL,CE,0.420010157,1969,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2017,NL,CE,0.357609069,2911,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,March 2017,NL,CE,0.357613597,2883,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,April 2017,NL,CE,0.352879581,2865,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,May 2017,NL,CE,0.358483882,2823,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,June 2017,NL,CE,0.360469250,2813,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,July 2017,NL,CE,0.357320983,2807,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,August 2017,NL,CE,0.357346648,2804,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,September 2017,NL,CE,0.330992979,2991,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,October 2017,NL,CE,0.323392975,3018,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,November 2017,NL,CE,0.316417910,3015,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,December 2017,NL,CE,0.306833114,3044,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,January 2018,NL,CE,0.308678501,3042,
IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2018,NL,CE,0.3,3050,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2017,NL,CE,0.440431520,4264,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,March 2017,NL,CE,0.442546220,4273,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,April 2017,NL,CE,0.439794248,4277,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,May 2017,NL,CE,0.427712237,4323,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,June 2017,NL,CE,0.425699099,4327,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,July 2017,NL,CE,0.413594470,4340,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,August 2017,NL,CE,0.417379247,4327,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,September 2017,NL,CE,0.407727273,4400,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,October 2017,NL,CE,0.401036970,4436,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,November 2017,NL,CE,0.399547511,4420,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,December 2017,NL,CE,0.380833144,4393,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,January 2018,NL,CE,0.372988896,4413,
IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2018,NL,CE,0.368159204,4422,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2017,NL,CE,0.447201018,3144,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,March 2017,NL,CE,0.442460950,3137,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,April 2017,NL,CE,0.449038462,3120,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,May 2017,NL,CE,0.457235772,3075,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,June 2017,NL,CE,0.452696158,3097,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,July 2017,NL,CE,0.453724605,3101,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,August 2017,NL,CE,0.451446945,3110,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,September 2017,NL,CE,0.433620160,3254,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,October 2017,NL,CE,0.425733496,3272,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,November 2017,NL,CE,0.418020227,3263,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,December 2017,NL,CE,0.409076876,3239,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,January 2018,NL,CE,0.403686636,3255,
IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2018,NL,CE,0.389361702,3290,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2017,NL,CE,0.346238938,1808,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,March 2017,NL,CE,0.347611203,1821,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,April 2017,NL,CE,0.345093716,1814,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,May 2017,NL,CE,0.343767468,1789,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,June 2017,NL,CE,0.332222222,1800,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,July 2017,NL,CE,0.319089900,1802,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,August 2017,NL,CE,0.320534224,1797,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,September 2017,NL,CE,0.324805339,1798,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,October 2017,NL,CE,0.311294766,1815,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,November 2017,NL,CE,0.307225593,1813,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,December 2017,NL,CE,0.298687090,1828,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,January 2018,NL,CE,0.294857768,1828,
IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2018,NL,CE,0.299782372,1838,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2017,NL,CE,0.314219295,2581,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,March 2017,NL,CE,0.313877078,2587,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,April 2017,NL,CE,0.325455250,2581,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,May 2017,NL,CE,0.331634653,2551,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,June 2017,NL,CE,0.325301205,2573,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,July 2017,NL,CE,0.329992290,2594,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,August 2017,NL,CE,0.334992343,2612,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,September 2017,NL,CE,0.356190476,2625,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,October 2017,NL,CE,0.364425982,2648,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,November 2017,NL,CE,0.364112150,2675,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,December 2017,NL,CE,0.348210992,2711,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,January 2018,NL,CE,0.375137514,2727,
IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2018,NL,CE,0.377132486,2755,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2017,NL,CE,0.366320394,1829,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,March 2017,NL,CE,0.369146006,1815,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,April 2017,NL,CE,0.370780299,1807,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,May 2017,NL,CE,0.382072829,1785,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,June 2017,NL,CE,0.375347029,1801,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,July 2017,NL,CE,0.371492705,1782,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,August 2017,NL,CE,0.372184685,1776,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,September 2017,NL,CE,0.368539326,1780,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,October 2017,NL,CE,0.376320178,1799,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,November 2017,NL,CE,0.372258772,1824,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,December 2017,NL,CE,0.362106406,1842,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,January 2018,NL,CE,0.354682454,1858,
IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2018,NL,CE,0.352719440,1857,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2017,NL,CE,0.164512338,851,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,March 2017,NL,CE,0.160905840,839,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,April 2017,NL,CE,0.170035672,841,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,May 2017,NL,CE,0.179211470,837,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,June 2017,NL,CE,0.194209891,829,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,July 2017,NL,CE,0.198307134,827,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,August 2017,NL,CE,0.209617756,811,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,September 2017,NL,CE,0.230198020,808,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,October 2017,NL,CE,0.228782288,813,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,November 2017,NL,CE,0.234706617,801,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,December 2017,NL,CE,0.231143552,822,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,January 2018,NL,CE,0.229090909,825,
IN046 DELLEN HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2018,NL,CE,0.239608802,818,
IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,Brnd Den Ct,September 2017,NL,CE,0,1615,
IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,Brnd Den Ct,October 2017,NL,CE,0.003674219,1633,
IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,Brnd Den Ct,November 2017,NL,CE,0.009113001,1646,
IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,Brnd Den Ct,December 2017,NL,CE,0.014201183,1690,
IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,Brnd Den Ct,January 2018,NL,CE,0.032349603,1762,
IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2018,NL,CE,0.048630520,1789,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,Brnd Den Ct,October 2017,NL,CE,0.360153257,3915,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,Brnd Den Ct,November 2017,NL,CE,0.326210093,3884,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,Brnd Den Ct,December 2017,NL,CE,0.329393628,3892,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,Brnd Den Ct,January 2018,NL,CE,0.331972442,3919,
IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,Brnd Den Ct,February 2018,NL,CE,0.334518669,3937,
KY012 KERRY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,February 2017,NL,CE,0.350655219,2213,
KY012 KERRY HYUNDAI,Non-Prog,CE3,Brnd Den Ct,March 2017,NL,CE,0.358670915,2197,
