CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. TIMELINESS_RATING_SCORE,Count of TIMELINESS_RATING_SCORE
Non-Prog,AL022 TEAM ONE HYUNDAI OF GADSDEN,Non-Prog,SC2,January 2018,NL,SC,2.833333333,6
Non-Prog,AL022 TEAM ONE HYUNDAI OF GADSDEN,Non-Prog,SC2,February 2018,NL,SC,3,4
Non-Prog,AL025 MITCHELL HYUNDAI,Non-Prog,SC2,January 2018,NL,SC,3.8,5
Non-Prog,AL025 MITCHELL HYUNDAI,Non-Prog,SC2,February 2018,NL,SC,3.375,8
Non-Prog,AL028 HYUNDAI OF AUBURN,Non-Prog,SC2,January 2018,NL,SC,2.875,8
Non-Prog,AL028 HYUNDAI OF AUBURN,Non-Prog,SC2,February 2018,NL,SC,3.833333333,6
Non-Prog,AL030 TAMERON HYUNDAI,Non-Prog,SC2,January 2018,NL,SC,4,23
Non-Prog,AL030 TAMERON HYUNDAI,Non-Prog,SC2,February 2018,NL,SC,3.545454545,22
Non-Prog,AL031 UNIVERSITY HYUNDAI OF DECATUR,Non-Prog,SC2,January 2018,NL,SC,4,6
Non-Prog,AL031 UNIVERSITY HYUNDAI OF DECATUR,Non-Prog,SC2,February 2018,NL,SC,3.75,4
Non-Prog,AL032 HYUNDAI OF JASPER,Non-Prog,SC2,January 2018,NL,SC,3,4
Non-Prog,AL032 HYUNDAI OF JASPER,Non-Prog,SC2,February 2018,NL,SC,3.25,4
Non-Prog,AL033 UNIVERSITY HYUNDAI OF TUSCUMBI,Non-Prog,SC2,January 2018,NL,SC,3.666666667,3
Non-Prog,AL033 UNIVERSITY HYUNDAI OF TUSCUMBI,Non-Prog,SC2,February 2018,NL,SC,2.333333333,3
Non-Prog,GA064 PYE HYUNDAI,Non-Prog,SC2,January 2018,NL,SC,5,1
Non-Prog,GA064 PYE HYUNDAI,Non-Prog,SC2,February 2018,NL,SC,4,2
Non-Prog,AL027 EASTERN SHORE HYUNDAI,Non-Prog,SC3,January 2018,NL,SC,3.833333333,6
Non-Prog,AL027 EASTERN SHORE HYUNDAI,Non-Prog,SC3,February 2018,NL,SC,3.444444444,9
Non-Prog,AL029 PALMER'S AIRPORT HYUNDAI,Non-Prog,SC3,January 2018,NL,SC,4.25,8
Non-Prog,AL029 PALMER'S AIRPORT HYUNDAI,Non-Prog,SC3,February 2018,NL,SC,3.363636364,11
Non-Prog,FL080 ALLEN TURNER HYUNDAI,Non-Prog,SC3,January 2018,NL,SC,3.2,5
Non-Prog,FL080 ALLEN TURNER HYUNDAI,Non-Prog,SC3,February 2018,NL,SC,3.2,10
Non-Prog,FL087 HAMPTON HYUNDAI,Non-Prog,SC3,January 2018,NL,SC,3.461538462,13
Non-Prog,FL087 HAMPTON HYUNDAI,Non-Prog,SC3,February 2018,NL,SC,3.545454545,11
Non-Prog,LA024 EDDIE TOURELLE'S NORTHPARK HYU,Non-Prog,SC3,January 2018,NL,SC,3,1
Non-Prog,LA024 EDDIE TOURELLE'S NORTHPARK HYU,Non-Prog,SC3,February 2018,NL,SC,1,1
Non-Prog,LA026 ALL STAR HYU OF BATON ROUGE,Non-Prog,SC3,January 2018,NL,SC,3.375,16
Non-Prog,LA026 ALL STAR HYU OF BATON ROUGE,Non-Prog,SC3,February 2018,NL,SC,3.631578947,19
Non-Prog,LA027 GREG LEBLANC HYUNDAI,Non-Prog,SC3,January 2018,NL,SC,4.8,5
Non-Prog,LA027 GREG LEBLANC HYUNDAI,Non-Prog,SC3,February 2018,NL,SC,4.5,2
Non-Prog,LA028 BILL HOOD HYUNDAI,Non-Prog,SC3,January 2018,NL,SC,3,1
Non-Prog,LA028 BILL HOOD HYUNDAI,Non-Prog,SC3,February 2018,NL,SC,1.75,4
Non-Prog,LA029 RALPH SELLERS HYUNDAI,Non-Prog,SC3,January 2018,NL,SC,3.090909091,11
Non-Prog,LA029 RALPH SELLERS HYUNDAI,Non-Prog,SC3,February 2018,NL,SC,3.142857143,7
Non-Prog,LA030 STERLING HYUNDAI,Non-Prog,SC3,January 2018,NL,SC,2.5,10
Non-Prog,LA030 STERLING HYUNDAI,Non-Prog,SC3,February 2018,NL,SC,4.2,5
Non-Prog,LA031 HYUNDAI OF SLIDELL,Non-Prog,SC3,January 2018,NL,SC,3.5,2
Non-Prog,LA031 HYUNDAI OF SLIDELL,Non-Prog,SC3,February 2018,NL,SC,3,3
Non-Prog,LA033 HYUNDAI OF METAIRIE,Non-Prog,SC3,January 2018,NL,SC,3.1,20
Non-Prog,LA033 HYUNDAI OF METAIRIE,Non-Prog,SC3,February 2018,NL,SC,3.333333333,21
Non-Prog,LA036 RAY BRANDT HYUNDAI OF HARVEY L,Non-Prog,SC3,January 2018,NL,SC,3.4,5
Non-Prog,LA036 RAY BRANDT HYUNDAI OF HARVEY L,Non-Prog,SC3,February 2018,NL,SC,3.4,5
Non-Prog,MS024 ALLEN HYUNDAI,Non-Prog,SC3,January 2018,NL,SC,3.5,4
Non-Prog,MS024 ALLEN HYUNDAI,Non-Prog,SC3,February 2018,NL,SC,4.4,5
Non-Prog,MS029 JASON PILGER HYUNDAI,Non-Prog,SC3,January 2018,NL,SC,5,1
Non-Prog,MS029 JASON PILGER HYUNDAI,Non-Prog,SC3,February 2018,NL,SC,4,2
Non-Prog,AR014 CAVENAUGH HYUNDAI,Non-Prog,SC4,January 2018,NL,SC,4.166666667,6
Non-Prog,AR014 CAVENAUGH HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,4.5,2
Non-Prog,MS022 WILSON HYUNDAI,Non-Prog,SC4,January 2018,NL,SC,3.428571429,7
Non-Prog,MS022 WILSON HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,2.666666667,6
Non-Prog,MS025 MACK GRUBBS HYUNDAI,Non-Prog,SC4,January 2018,NL,SC,3,1
Non-Prog,MS025 MACK GRUBBS HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,4,3
Non-Prog,MS026 COLUMBUS HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,3.4,5
Non-Prog,MS030 PRIDE HYUNDAI,Non-Prog,SC4,January 2018,NL,SC,4,4
Non-Prog,MS030 PRIDE HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,4.333333333,3
Non-Prog,MS032 HOMER SKELTON HYUNDAI,Non-Prog,SC4,January 2018,NL,SC,3.75,8
Non-Prog,MS032 HOMER SKELTON HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,3.444444444,9
Non-Prog,MS036 JOHN O'NEIL JOHNSON HYUNDAI,Non-Prog,SC4,January 2018,NL,SC,2.75,8
Non-Prog,MS036 JOHN O'NEIL JOHNSON HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,4.25,4
Non-Prog,MS038 BARNES CROSSING HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,3.076923077,13
Non-Prog,MS040 WILSON PREMIER HYUNDAI,Non-Prog,SC4,January 2018,NL,SC,2.8,5
Non-Prog,MS040 WILSON PREMIER HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,4,4
Non-Prog,TN028 ALAN VINES HYUNDAI,Non-Prog,SC4,January 2018,NL,SC,3.666666667,3
Non-Prog,TN028 ALAN VINES HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,4.166666667,6
Non-Prog,TN030 GOSSETT HYUNDAI,Non-Prog,SC4,January 2018,NL,SC,3,6
Non-Prog,TN030 GOSSETT HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,3.5,2
Non-Prog,TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,January 2018,NL,SC,1.777777778,9
Non-Prog,TN031 GOSSETT HYUNDAI SOUTH,Non-Prog,SC4,February 2018,NL,SC,2.375,8
Non-Prog,TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,January 2018,NL,SC,3,8
Non-Prog,TN049 WOLFCHASE HYUNDAI,Non-Prog,SC4,February 2018,NL,SC,3.066666667,15
Non-Prog,AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,January 2018,NL,SC,3.25,4
Non-Prog,AR025 SUPERIOR HYUNDAI,Non-Prog,SC5,February 2018,NL,SC,1,1
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,January 2018,NL,SC,3.5,2
Non-Prog,AR026 CAVENAUGH HYUNDAI,Non-Prog,SC5,February 2018,NL,SC,3.5,4
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,January 2018,NL,SC,4.111111111,9
Non-Prog,AR028 CRAIN HYUNDAI LITTLE ROCK,Non-Prog,SC5,February 2018,NL,SC,3.166666667,6
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,January 2018,NL,SC,3.25,8
Non-Prog,AR029 CRAIN HYUNDAI NORTH LITTLE ROC,Non-Prog,SC5,February 2018,NL,SC,3.111111111,9
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,January 2018,NL,SC,1,1
Non-Prog,AR031 SMART HYUNDAI,Non-Prog,SC5,February 2018,NL,SC,3.333333333,3
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,January 2018,NL,SC,3.375,16
Non-Prog,AR034 CRAIN HYUNDAI OF FAYETTEVILLE,Non-Prog,SC5,February 2018,NL,SC,3.636363636,11
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,January 2018,NL,SC,3.333333333,6
Non-Prog,AR035 CRAIN HYUNDAI OF BENTONVILLE,Non-Prog,SC5,February 2018,NL,SC,3.777777778,9
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,January 2018,NL,SC,3,3
Non-Prog,AR036 CRAIN HYUNDAI OF FORT SMITH,Non-Prog,SC5,February 2018,NL,SC,3,9
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,January 2018,NL,SC,3,4
Non-Prog,AR037 ORR HYUNDAI OF RUSSELLVILLE,Non-Prog,SC5,February 2018,NL,SC,1.666666667,3
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,January 2018,NL,SC,4.1,10
Non-Prog,MO036 FLETCHER HYUNDAI,Non-Prog,SC5,February 2018,NL,SC,3.888888889,9
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,January 2018,NL,SC,3.545454545,11
Non-Prog,MO042 RELIABLE HYUNDAI,Non-Prog,SC5,February 2018,NL,SC,3.266666667,15
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,January 2018,NL,SC,3.0625,16
Non-Prog,KS003 HATCHETT HYUNDAI,Non-Prog,SC6,February 2018,NL,SC,3.529411765,17
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,January 2018,NL,SC,3.727272727,11
Non-Prog,KS013 HATCHETT HYUNDAI WEST,Non-Prog,SC6,February 2018,NL,SC,3.75,12
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,January 2018,NL,SC,4,1
Non-Prog,KS014 G&G HYUNDAI,Non-Prog,SC6,February 2018,NL,SC,4,1
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,January 2018,NL,SC,3.333333333,9
Non-Prog,OK015 AUTOMAX HYUNDAI,Non-Prog,SC6,February 2018,NL,SC,3.111111111,9
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,January 2018,NL,SC,3.384615385,13
Non-Prog,OK018 EDMOND HYUNDAI,Non-Prog,SC6,February 2018,NL,SC,3.095238095,21
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,January 2018,NL,SC,3.75,4
Non-Prog,OK019 BILLINGSLEY HYUNDAI OF LAWTON,Non-Prog,SC6,February 2018,NL,SC,4,7
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,January 2018,NL,SC,4.4,5
Non-Prog,OK024 AUTOMAX HYUNDAI OF NORMAN,Non-Prog,SC6,February 2018,NL,SC,4.8,5
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,January 2018,NL,SC,3.8,5
Non-Prog,OK025 BARRY SANDERS SUPER CENTER,Non-Prog,SC6,February 2018,NL,SC,3.5,4
Non-Prog,OK026 JAMES HODGE HYUNDAI,Non-Prog,SC6,January 2018,NL,SC,4,3
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,January 2018,NL,SC,3.4,10
Non-Prog,OK028 REGIONAL HYUNDAI,Non-Prog,SC6,February 2018,NL,SC,3.181818182,11
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,January 2018,NL,SC,3,11
Non-Prog,OK030 BOB HOWARD HYUNDAI,Non-Prog,SC6,February 2018,NL,SC,3.2,15
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,January 2018,NL,SC,2.833333333,12
Non-Prog,OK031 TULSA HYUNDAI,Non-Prog,SC6,February 2018,NL,SC,3.454545455,11
Non-Prog,OK032 PATRIOT HYUNDAI,Non-Prog,SC6,January 2018,NL,SC,4,1
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4,4
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,3.666666667,6
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,3.5,2
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,January 2018,NL,SC,3.454545455,11
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,February 2018,NL,SC,2.25,8
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,January 2018,NL,SC,4,12
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,February 2018,NL,SC,3.962962963,27
Non-Prog,NM014 ROSWELL HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,2,1
Non-Prog,NM014 ROSWELL HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,4,1
Non-Prog,NM020 HAMILTON HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,1,1
Non-Prog,NM023 FIESTA HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4.5,6
Non-Prog,NM023 FIESTA HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,3.5,2
Non-Prog,TX090 GENE MESSER HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,3.4375,16
Non-Prog,TX090 GENE MESSER HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,2.833333333,6
Non-Prog,TX098 STAR HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4.666666667,3
Non-Prog,TX100 HYUNDAI OF EL PASO,Non-Prog,SC7,January 2018,NL,SC,3.225,40
Non-Prog,TX100 HYUNDAI OF EL PASO,Non-Prog,SC7,February 2018,NL,SC,3.104166667,48
Non-Prog,TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,January 2018,NL,SC,2.8,5
Non-Prog,TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,February 2018,NL,SC,4,2
Non-Prog,TX152 AMARILLO HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,3,3
Non-Prog,TX152 AMARILLO HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,2.5,2
Non-Prog,LA007 M&M HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,2.5,2
Non-Prog,LA007 M&M HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,3,1
Non-Prog,LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,3.333333333,6
Non-Prog,LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,3.5,6
Non-Prog,LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,4,1
Non-Prog,LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,3,1
Non-Prog,TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,2,1
Non-Prog,TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,2,3
Non-Prog,TX118 ORR HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,4.333333333,6
Non-Prog,TX118 ORR HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,2.666666667,3
Non-Prog,TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,January 2018,NL,SC,3.533333333,15
Non-Prog,TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,February 2018,NL,SC,3,16
Non-Prog,TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,January 2018,NL,SC,3.416666667,24
Non-Prog,TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,February 2018,NL,SC,3.36,25
Non-Prog,TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,January 2018,NL,SC,4.666666667,3
Non-Prog,TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,February 2018,NL,SC,2.6,5
Non-Prog,TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,3.8,5
Non-Prog,TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,3.5,4
Non-Prog,TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,2.666666667,3
Non-Prog,TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,4.333333333,3
Non-Prog,TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,January 2018,NL,SC,3.3,10
Non-Prog,TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,February 2018,NL,SC,3,9
Non-Prog,TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,January 2018,NL,SC,3,4
Non-Prog,TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,February 2018,NL,SC,3.461538462,13
Todd Burke,TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,January 2018,NL,SC,3.333333333,36
Todd Burke,TX040 HUFFINES HYUNDAI PLANO,Prog,SCA,February 2018,NL,SC,3.234042553,47
Non-Prog,OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,3.75,4
Non-Prog,OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4,2
Non-Prog,TX056 PATTERSON HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.444444444,9
Non-Prog,TX056 PATTERSON HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4,7
Non-Prog,TX062 FREEMAN HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,3.3,10
Non-Prog,TX062 FREEMAN HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,2.4,15
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,January 2018,NL,SC,3.285714286,7
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,February 2018,NL,SC,3.818181818,11
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,3.8,5
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,3.5,2
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,5,2
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4.5,4
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,2.285714286,7
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,2.571428571,7
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,3.272727273,11
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,3.083333333,12
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.5,4
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4,1
Non-Prog,TX174 VAN HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,3.272727273,22
Non-Prog,TX174 VAN HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,3.4,10
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,3.125,8
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,2.833333333,6
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,January 2018,NL,SC,4.111111111,9
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,February 2018,NL,SC,3.117647059,17
Todd Burke,TX173 VANDERGRIFF HYUNDAI,Prog,SCB,January 2018,NL,SC,2.789473684,38
Todd Burke,TX173 VANDERGRIFF HYUNDAI,Prog,SCB,February 2018,NL,SC,3.227272727,22
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,2.789473684,19
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,3.368421053,19
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,2.777777778,9
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,2.833333333,6
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,3.777777778,18
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,3.055555556,18
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,3.5,2
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,3.666666667,3
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,3.184210526,38
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,3.702127660,47
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,2.333333333,3
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,4.333333333,3
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,January 2018,NL,SC,3,15
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,February 2018,NL,SC,2.894736842,19
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,January 2018,NL,SC,3.666666667,3
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,February 2018,NL,SC,2,3
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,3.285714286,7
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,3,14
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,2.857142857,42
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,2.788461538,52
Non-Prog,TX172 ROGER BEASLEY HYUNDAI NEW BRAU,Non-Prog,SCC,January 2018,NL,SC,3.5,12
Non-Prog,TX172 ROGER BEASLEY HYUNDAI NEW BRAU,Non-Prog,SCC,February 2018,NL,SC,3.916666667,12
Non-Prog,TX176 GREG MAY HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,2.692307692,13
Non-Prog,TX176 GREG MAY HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,2.3,10
Non-Prog,TX180 BRAZOS VALLEY HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,2.928571429,14
Non-Prog,TX180 BRAZOS VALLEY HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,3.090909091,11
Non-Prog,LA009 BILLY NAVARRE HYUNDAI LAKE CHA,Non-Prog,SCD,January 2018,NL,SC,2.75,8
Non-Prog,LA009 BILLY NAVARRE HYUNDAI LAKE CHA,Non-Prog,SCD,February 2018,NL,SC,3,3
Non-Prog,TX086 WIESNER HYUNDAI,Non-Prog,SCD,January 2018,NL,SC,3,13
Non-Prog,TX086 WIESNER HYUNDAI,Non-Prog,SCD,February 2018,NL,SC,3.5,12
Non-Prog,TX093 HUB HYUNDAI WEST,Non-Prog,SCD,January 2018,NL,SC,3.333333333,15
Non-Prog,TX093 HUB HYUNDAI WEST,Non-Prog,SCD,February 2018,NL,SC,3.157894737,19
Non-Prog,TX103 PHILPOTT MOTORS HYUNDAI,Non-Prog,SCD,January 2018,NL,SC,4.5,4
Non-Prog,TX103 PHILPOTT MOTORS HYUNDAI,Non-Prog,SCD,February 2018,NL,SC,3.285714286,7
Non-Prog,TX104 NORTH FREEWAY HYUNDAI,Non-Prog,SCD,January 2018,NL,SC,3.411764706,17
Non-Prog,TX104 NORTH FREEWAY HYUNDAI,Non-Prog,SCD,February 2018,NL,SC,3.266666667,30
Non-Prog,TX111 HUMBLE HYUNDAI,Non-Prog,SCD,January 2018,NL,SC,3.2,20
Non-Prog,TX111 HUMBLE HYUNDAI,Non-Prog,SCD,February 2018,NL,SC,3.266666667,15
Non-Prog,TX150 DEMONTROND HYUNDAI,Non-Prog,SCD,January 2018,NL,SC,3.375,8
Non-Prog,TX150 DEMONTROND HYUNDAI,Non-Prog,SCD,February 2018,NL,SC,4,9
Non-Prog,TX155 TEXAN HYUNDAI,Non-Prog,SCD,January 2018,NL,SC,4,9
Non-Prog,TX155 TEXAN HYUNDAI,Non-Prog,SCD,February 2018,NL,SC,3.4,15
Non-Prog,TX158 RON CARTER HYUNDAI,Non-Prog,SCD,January 2018,NL,SC,3.636363636,11
Non-Prog,TX158 RON CARTER HYUNDAI,Non-Prog,SCD,February 2018,NL,SC,2.857142857,7
Non-Prog,TX161 SOUTH LOOP HYUNDAI,Non-Prog,SCD,January 2018,NL,SC,3.333333333,27
Non-Prog,TX161 SOUTH LOOP HYUNDAI,Non-Prog,SCD,February 2018,NL,SC,3.25,20
Non-Prog,TX166 HYUNDAI OF HUNTSVILLE,Non-Prog,SCD,January 2018,NL,SC,3,4
Non-Prog,TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,January 2018,NL,SC,3.5,10
Non-Prog,TX169 BAYTOWN HYUNDAI,Non-Prog,SCD,February 2018,NL,SC,3,15
Non-Prog,TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,January 2018,NL,SC,3,1
Non-Prog,TX177 HYUNDAI OF SILSBEE,Non-Prog,SCD,February 2018,NL,SC,2.75,4
Todd Burke,TX060 HUB HYUNDAI,Prog,SCD,January 2018,NL,SC,3.181818182,22
Todd Burke,TX060 HUB HYUNDAI,Prog,SCD,February 2018,NL,SC,3.142857143,14
Todd Burke,TX145 STERLING MCCALL HYUNDAI,Prog,SCD,January 2018,NL,SC,2.892857143,28
Todd Burke,TX145 STERLING MCCALL HYUNDAI,Prog,SCD,February 2018,NL,SC,2.888888889,36
Non-Prog,TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,January 2018,NL,SC,3.45,20
Non-Prog,TX081 AUTONATION HYUNDAI CORPUS CHRI,Non-Prog,SCE,February 2018,NL,SC,3.5,10
Non-Prog,TX116 DON DAVIS HYUNDAI,Non-Prog,SCE,January 2018,NL,SC,3,7
