CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. TIMELINESS_RATING_SCORE,Count of TIMELINESS_RATING_SCORE
Non-Prog,IL050 BOB BRADY HYUNDAI,Non-Prog,CEA,February 2018,NL,CE,4.2,5
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,January 2018,NL,CE,3.333333333,6
Non-Prog,IL083 GREEN FAMILY HYUNDAI,Non-Prog,CEA,February 2018,NL,CE,3,9
Non-Prog,IL088 NAPLETON'S HYUNDAI OF URBANA,Non-Prog,CEA,January 2018,NL,CE,4.75,4
Non-Prog,IL088 NAPLETON'S HYUNDAI OF URBANA,Non-Prog,CEA,February 2018,NL,CE,3.785714286,14
Non-Prog,IL090 O'BRIEN HYUNDAI OF NORMAL,Non-Prog,CEA,January 2018,NL,CE,3.75,4
Non-Prog,IL090 O'BRIEN HYUNDAI OF NORMAL,Non-Prog,CEA,February 2018,NL,CE,4,3
Non-Prog,IA009 EDWARDS HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.071428571,14
Non-Prog,IA009 EDWARDS HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,3.642857143,14
Non-Prog,IA017 WOODHOUSE HYUNDAI OF SIOUX CIT,Non-Prog,CEB,January 2018,NL,CE,3,1
Non-Prog,IA017 WOODHOUSE HYUNDAI OF SIOUX CIT,Non-Prog,CEB,February 2018,NL,CE,3,3
Non-Prog,KS009 NOLLER HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,3.285714286,7
Non-Prog,KS009 NOLLER HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,3,5
Non-Prog,KS010 MCCARTHY OLATHE HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,3,20
Non-Prog,KS010 MCCARTHY OLATHE HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,3.384615385,13
Non-Prog,KS011 LAIRD NOLLER HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,2.75,4
Non-Prog,KS011 LAIRD NOLLER HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4,1
Non-Prog,KS015 SHAWNEE MISSION HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,2.555555556,36
Non-Prog,KS015 SHAWNEE MISSION HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,2.972972973,37
Non-Prog,KS016 FLINT HILLS HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,3.4,5
Non-Prog,KS016 FLINT HILLS HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,2.4,5
Non-Prog,MO006 NORTHTOWNE HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.333333333,3
Non-Prog,MO006 NORTHTOWNE HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,3.625,8
Non-Prog,MO029 MCCARTHY HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,3.227272727,22
Non-Prog,MO029 MCCARTHY HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,3.375,16
Non-Prog,MO031 CAR CITY HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,2.5,2
Non-Prog,MO031 CAR CITY HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,2,1
Non-Prog,NE005 SID DILLON HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,3.777777778,9
Non-Prog,NE005 SID DILLON HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,3.8,15
Non-Prog,NE008 TODD ARCHER HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,3.666666667,6
Non-Prog,NE008 TODD ARCHER HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,3.428571429,7
Non-Prog,NE009 TOM DINSDALE HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,3,3
Non-Prog,NE009 TOM DINSDALE HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,3.75,4
Non-Prog,NE011 WOODHOUSE HYUNDAI OF OMAHA,Non-Prog,CEB,January 2018,NL,CE,3.476190476,21
Non-Prog,NE011 WOODHOUSE HYUNDAI OF OMAHA,Non-Prog,CEB,February 2018,NL,CE,3.352941176,17
Non-Prog,IL014 AUFFENBERG HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,3.142857143,14
Non-Prog,IL014 AUFFENBERG HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,3.692307692,13
Non-Prog,IL026 WATERMARK HYUNDAI OF MARION,Non-Prog,CEC,January 2018,NL,CE,3,7
Non-Prog,IL026 WATERMARK HYUNDAI OF MARION,Non-Prog,CEC,February 2018,NL,CE,3.909090909,11
Non-Prog,IL092 KUNES COUNTRY HYUNDAI OF QUINC,Non-Prog,CEC,February 2018,NL,CE,3.5,2
Non-Prog,KY020 LINWOOD HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,2.666666667,3
Non-Prog,KY020 LINWOOD HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,3,4
Non-Prog,MO011 DEAN TEAM HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,3.466666667,15
Non-Prog,MO011 DEAN TEAM HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,3.75,20
Non-Prog,MO016 ST. CHARLES HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,3.611111111,18
Non-Prog,MO016 ST. CHARLES HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,3.285714286,14
Non-Prog,MO030 SUNTRUP HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,2.913043478,23
Non-Prog,MO030 SUNTRUP HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,2.966666667,30
Non-Prog,MO035 MUNGENAST HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,2.333333333,3
Non-Prog,MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,January 2018,NL,CE,3.166666667,6
Non-Prog,MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,February 2018,NL,CE,3.285714286,7
Non-Prog,MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,January 2018,NL,CE,3.2,5
Non-Prog,MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,February 2018,NL,CE,3.3,10
Non-Prog,MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,January 2018,NL,CE,3,2
Non-Prog,MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,February 2018,NL,CE,3,4
Non-Prog,MO045 JOE MACHENS HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,3.444444444,9
Non-Prog,MO045 JOE MACHENS HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,3,12
Non-Prog,MI007 GLASSMAN HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.125,8
Non-Prog,MI007 GLASSMAN HYUNDAI,Non-Prog,CED,February 2018,NL,CE,2.888888889,9
Non-Prog,MI027 LAFONTAINE HYUNDAI,Non-Prog,CED,January 2018,NL,CE,3.4,5
Non-Prog,MI027 LAFONTAINE HYUNDAI,Non-Prog,CED,February 2018,NL,CE,3.7,10
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,January 2018,NL,CE,3.428571429,7
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,February 2018,NL,CE,3.25,4
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,January 2018,NL,CE,3.625,16
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,February 2018,NL,CE,3.444444444,27
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4,2
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,February 2018,NL,CE,3.666666667,3
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,January 2018,NL,CE,3.6,5
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.142857143,7
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,January 2018,NL,CE,3,3
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,February 2018,NL,CE,3,6
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,January 2018,NL,CE,3.857142857,7
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,February 2018,NL,CE,3.2,5
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4,12
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,February 2018,NL,CE,3.818181818,11
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,January 2018,NL,CE,3.75,4
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,February 2018,NL,CE,2.5,2
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,January 2018,NL,CE,3.538461538,13
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,February 2018,NL,CE,3.1,10
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4,2
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,February 2018,NL,CE,5,1
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,January 2018,NL,CE,3.428571429,7
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,February 2018,NL,CE,4,7
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,January 2018,NL,CE,3,1
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,February 2018,NL,CE,5,2
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,January 2018,NL,CE,3.875,8
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,February 2018,NL,CE,3.4,5
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,3.5,2
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,3.333333333,3
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,January 2018,NL,CE,3.466666667,15
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,February 2018,NL,CE,3.705882353,17
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,3,1
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,2.333333333,3
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,3.736842105,19
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,3.894736842,19
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,2.833333333,6
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,3.857142857,7
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.5,2
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4,3
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4,2
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,3.5,2
Non-Prog,MI023 MAPLE HILL HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,3.666666667,6
Non-Prog,MI023 MAPLE HILL HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,2.4,5
Non-Prog,MI057 SIGNATURE HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,3.5,8
Non-Prog,MI057 SIGNATURE HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,5,1
Non-Prog,SD001 BILLION HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,3.75,8
Non-Prog,SD001 BILLION HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4,8
Non-Prog,SD005 LIBERTY HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.2,5
Non-Prog,SD005 LIBERTY HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,5,1
Non-Prog,WI035 BOUCHER HYUNDAI OF JANESVILLE,Non-Prog,CEE,January 2018,NL,CE,3.6,5
Non-Prog,WI035 BOUCHER HYUNDAI OF JANESVILLE,Non-Prog,CEE,February 2018,NL,CE,3.333333333,9
Non-Prog,ME002 QUIRK HYUNDAI OF BANGOR,Non-Prog,EA1,January 2018,NL,EA,3.5,8
Non-Prog,ME002 QUIRK HYUNDAI OF BANGOR,Non-Prog,EA1,February 2018,NL,EA,4.5,6
Non-Prog,ME004 ROWE HYUNDAI,Non-Prog,EA1,January 2018,NL,EA,2,1
Non-Prog,ME004 ROWE HYUNDAI,Non-Prog,EA1,February 2018,NL,EA,3.8,5
Non-Prog,ME005 ROWE HYUNDAI WESTBROOK,Non-Prog,EA1,January 2018,NL,EA,4.666666667,6
Non-Prog,ME005 ROWE HYUNDAI WESTBROOK,Non-Prog,EA1,February 2018,NL,EA,3.333333333,9
Non-Prog,ME007 PRIME HYUNDAI,Non-Prog,EA1,January 2018,NL,EA,4,4
Non-Prog,ME007 PRIME HYUNDAI,Non-Prog,EA1,February 2018,NL,EA,4.125,8
Non-Prog,ME008 BILL DODGE HYUNDAI,Non-Prog,EA1,January 2018,NL,EA,3.444444444,9
Non-Prog,ME008 BILL DODGE HYUNDAI,Non-Prog,EA1,February 2018,NL,EA,3.25,8
Non-Prog,ME009 DARLING'S HYUNDAI AUGUSTA,Non-Prog,EA1,January 2018,NL,EA,4.125,8
Non-Prog,ME009 DARLING'S HYUNDAI AUGUSTA,Non-Prog,EA1,February 2018,NL,EA,3.777777778,9
Non-Prog,NH006 HAMPTON HYUNDAI,Non-Prog,EA1,January 2018,NL,EA,4.5,4
Non-Prog,NH006 HAMPTON HYUNDAI,Non-Prog,EA1,February 2018,NL,EA,4.75,4
Non-Prog,NH011 GRAPPONE HYUNDAI,Non-Prog,EA1,January 2018,NL,EA,4.75,4
Non-Prog,NH011 GRAPPONE HYUNDAI,Non-Prog,EA1,February 2018,NL,EA,3.875,8
Non-Prog,NH013 HYUNDAI OF KEENE,Non-Prog,EA1,January 2018,NL,EA,3,3
Non-Prog,NH013 HYUNDAI OF KEENE,Non-Prog,EA1,February 2018,NL,EA,4.333333333,3
Non-Prog,NH015 SOMERSWORTH HYUNDAI,Non-Prog,EA1,January 2018,NL,EA,4,6
Non-Prog,NH015 SOMERSWORTH HYUNDAI,Non-Prog,EA1,February 2018,NL,EA,3.75,4
Non-Prog,NH017 IRWIN HYUNDAI,Non-Prog,EA1,February 2018,NL,EA,4.333333333,3
Non-Prog,NY096 GARVEY HYUNDAI NORTH,Non-Prog,EA1,January 2018,NL,EA,3.166666667,6
Non-Prog,NY096 GARVEY HYUNDAI NORTH,Non-Prog,EA1,February 2018,NL,EA,3.5,6
Non-Prog,VT001 BURLINGTON HYUNDAI,Non-Prog,EA1,January 2018,NL,EA,3.5,8
Non-Prog,VT001 BURLINGTON HYUNDAI,Non-Prog,EA1,February 2018,NL,EA,4.666666667,6
Non-Prog,VT007 WHITE RIVER HYUNDAI,Non-Prog,EA1,January 2018,NL,EA,3.8,5
Non-Prog,VT007 WHITE RIVER HYUNDAI,Non-Prog,EA1,February 2018,NL,EA,3.714285714,7
Non-Prog,MA021 HERB CHAMBERS HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,3.538461538,13
Non-Prog,MA021 HERB CHAMBERS HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,3.75,16
Non-Prog,MA024 MIRAK HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,3.157894737,19
Non-Prog,MA024 MIRAK HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,3.545454545,11
Non-Prog,MA030 HERB CONNOLLY HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,3.086956522,23
Non-Prog,MA030 HERB CONNOLLY HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,3.233333333,30
Non-Prog,MA034 GARY ROME HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,3.5,18
Non-Prog,MA034 GARY ROME HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,3,27
Non-Prog,MA040 PRIDE HYUNDAI OF LYNN,Non-Prog,EA2,January 2018,NL,EA,3.785714286,14
Non-Prog,MA040 PRIDE HYUNDAI OF LYNN,Non-Prog,EA2,February 2018,NL,EA,3.7,10
Non-Prog,MA043 ROUTE 2 HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,3.727272727,11
Non-Prog,MA043 ROUTE 2 HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,3.277777778,18
Non-Prog,MA051 BILL DUBE HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,3.7,10
Non-Prog,MA051 BILL DUBE HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,4,9
Non-Prog,MA055 HYUNDAI VILLAGE,Non-Prog,EA2,January 2018,NL,EA,3,7
Non-Prog,MA055 HYUNDAI VILLAGE,Non-Prog,EA2,February 2018,NL,EA,4.222222222,9
Non-Prog,MA057 COUNTRY HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,3.133333333,15
Non-Prog,MA057 COUNTRY HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,2.444444444,9
Non-Prog,MA061 PRIME HYUNDAI SOUTH,Non-Prog,EA2,January 2018,NL,EA,3.533333333,15
Non-Prog,MA061 PRIME HYUNDAI SOUTH,Non-Prog,EA2,February 2018,NL,EA,2.916666667,12
Non-Prog,MA064 BOCH HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,2.8,20
Non-Prog,MA064 BOCH HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,3.428571429,14
Non-Prog,MA065 IMPERIAL HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,4,4
Non-Prog,MA065 IMPERIAL HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,4,2
Non-Prog,NH009 AUTOFAIR HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,3.785714286,14
Non-Prog,NH009 AUTOFAIR HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,3.545454545,11
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,3.636363636,11
Non-Prog,NH012 NASHUA HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,3.888888889,9
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,January 2018,NL,EA,2.4375,16
Non-Prog,NH014 SALEM HYUNDAI,Non-Prog,EA2,February 2018,NL,EA,3.071428571,14
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,3.866666667,15
Non-Prog,CT007 M. J. SULLIVAN HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,3.25,12
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,3,3
Non-Prog,CT023 WILE HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,4.333333333,3
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,3.857142857,7
Non-Prog,CT032 CENTRAL HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,3.444444444,9
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,4,2
Non-Prog,CT036 OLD SAYBROOK HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,3.5,6
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,3,14
Non-Prog,CT038 BRANDFON HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,3,8
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,January 2018,NL,EA,3,7
Non-Prog,MA029 PRIDE HYUNDAI OF SEEKONK,Non-Prog,EA3,February 2018,NL,EA,3.2,5
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,3,7
Non-Prog,MA044 EMPIRE HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,3.642857143,14
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,3.285714286,21
Non-Prog,MA046 ROUTE 44 HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,3.375,16
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,3.208333333,24
Non-Prog,MA056 FIRST HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,3.322580645,31
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,January 2018,NL,EA,3.333333333,3
Non-Prog,MA058 BALISE HYUNDAI OF CAPE COD,Non-Prog,EA3,February 2018,NL,EA,3.2,10
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,January 2018,NL,EA,2.833333333,6
Non-Prog,MA062 TUFANKJIAN HYUNDAI OF PLYMOUTH,Non-Prog,EA3,February 2018,NL,EA,3.428571429,7
Non-Prog,MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,3.25,16
Non-Prog,MA063 MCGOVERN HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,2.3,20
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,3.565217391,23
Non-Prog,RI008 TARBOX HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,3.758620690,29
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,January 2018,NL,EA,3.272727273,11
Non-Prog,RI010 COURTESY HYUNDAI,Non-Prog,EA3,February 2018,NL,EA,3.769230769,13
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,January 2018,NL,EA,3.833333333,6
Non-Prog,RI011 HYUNDAI OF NEWPORT,Non-Prog,EA3,February 2018,NL,EA,2.666666667,3
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,3.166666667,6
Non-Prog,CT012 TORRINGTON HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,4.5,2
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,3.375,24
Non-Prog,CT018 MERIDEN HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,3.136363636,22
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,3.4,5
Non-Prog,CT020 LIA HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,4,4
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,3.333333333,15
Non-Prog,CT022 DANBURY HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,3.4375,16
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,4,5
Non-Prog,CT028 LIA HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,3.5,2
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,January 2018,NL,EA,3.692307692,13
Non-Prog,CT029 KEY HYUNDAI OF MANCHESTER,Non-Prog,EA4,February 2018,NL,EA,4.095238095,21
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,January 2018,NL,EA,3.275862069,29
Non-Prog,CT033 KEY HYUNDAI OF MILFORD,Non-Prog,EA4,February 2018,NL,EA,3.633333333,30
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,January 2018,NL,EA,3.5,6
Non-Prog,CT034 STAMFORD HYUNDAI LLC,Non-Prog,EA4,February 2018,NL,EA,3,5
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,January 2018,NL,EA,4,9
Non-Prog,CT037 BALISE HYUNDAI OF FAIRFIELD,Non-Prog,EA4,February 2018,NL,EA,3.5,4
Non-Prog,CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,3.545454545,11
Non-Prog,CT039 SHAKER'S FAMILY HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,2.777777778,9
Non-Prog,MA053 BALISE HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,3.636363636,22
Non-Prog,MA053 BALISE HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,3.368421053,19
Non-Prog,NY025 SURESKY HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,2.923076923,13
Non-Prog,NY025 SURESKY HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,3.133333333,15
Non-Prog,NY060 HEALEY HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,3.636363636,11
Non-Prog,NY060 HEALEY HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,3.325,40
Non-Prog,NY106 CURRY HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,3.6,10
Non-Prog,NY106 CURRY HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,3.111111111,9
Non-Prog,NY108 GLICK HYUNDAI,Non-Prog,EA4,January 2018,NL,EA,2.666666667,3
Non-Prog,NY108 GLICK HYUNDAI,Non-Prog,EA4,February 2018,NL,EA,2,3
Non-Prog,"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,January 2018,NL,EA,3.6,5
Non-Prog,"NY005 HUNTINGTON HYUNDAI, INC.",Non-Prog,EA5,February 2018,NL,EA,3.555555556,9
Non-Prog,NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,January 2018,NL,EA,3,7
Non-Prog,NY050 RIVERHEAD HYUNDAI,Non-Prog,EA5,February 2018,NL,EA,3.142857143,7
Non-Prog,NY055 NEMET HYUNDAI,Non-Prog,EA5,January 2018,NL,EA,3.333333333,9
Non-Prog,NY055 NEMET HYUNDAI,Non-Prog,EA5,February 2018,NL,EA,2.875,16
Non-Prog,NY058 PLAZA HYUNDAI,Non-Prog,EA5,January 2018,NL,EA,3.076923077,13
Non-Prog,NY058 PLAZA HYUNDAI,Non-Prog,EA5,February 2018,NL,EA,2.444444444,18
Non-Prog,NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,January 2018,NL,EA,2.9,30
Non-Prog,NY075 ATLANTIC HYUNDAI,Non-Prog,EA5,February 2018,NL,EA,2.888888889,36
Non-Prog,NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,January 2018,NL,EA,4,2
Non-Prog,NY109 CITY WORLD HYUNDAI,Non-Prog,EA5,February 2018,NL,EA,3.833333333,6
Non-Prog,NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,January 2018,NL,EA,3.075,40
Non-Prog,NY110 ADVANTAGE HYUNDAI,Non-Prog,EA5,February 2018,NL,EA,3.321428571,28
Non-Prog,NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,January 2018,NL,EA,3.230769231,13
Non-Prog,NY114 POTAMKIN HYUNDAI,Non-Prog,EA5,February 2018,NL,EA,2.5,8
Non-Prog,NY120 STAR HYUNDAI,Non-Prog,EA5,January 2018,NL,EA,2.785714286,14
Non-Prog,NY120 STAR HYUNDAI,Non-Prog,EA5,February 2018,NL,EA,3.375,16
Non-Prog,NY126 MILLENNIUM HYUNDAI,Non-Prog,EA5,January 2018,NL,EA,2.5,18
Non-Prog,NY126 MILLENNIUM HYUNDAI,Non-Prog,EA5,February 2018,NL,EA,2.5,16
Non-Prog,NY127 SOUTH SHORE HYUNDAI,Non-Prog,EA5,January 2018,NL,EA,3.15625,32
Non-Prog,NY127 SOUTH SHORE HYUNDAI,Non-Prog,EA5,February 2018,NL,EA,3.542857143,35
