DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,2YMC Ret %,2ymc Den Ct,2ymc Num Ct
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.823308271,266,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.813148789,289,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.788961039,308,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.808022923,349,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.830985915,355,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.846774194,372,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.841558442,385,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.836021505,372,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.809116809,351,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.808441558,308,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.819112628,293,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.903474903,259,
IL003 LOREN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.906614786,257,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.785276074,326,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.813953488,344,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.791183295,431,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.807539683,504,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.750499002,501,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.758349705,509,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.757700205,487,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.773858921,482,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.763392857,448,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.746478873,426,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.764172336,441,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.798387097,372,
IL044 GREGORY HYUNDAI,Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.795252226,337,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.744604317,278,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.738410596,302,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.774086379,301,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.785340314,382,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.812658228,395,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.804210526,475,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.781312127,503,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.792060491,529,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.808333333,480,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.820197044,406,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.781491003,389,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.769863014,365,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.799426934,349,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.759183673,490,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.762478485,581,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.787461774,654,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.788170564,727,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.772661871,695,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.751336898,748,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.730523627,783,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.701960784,765,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.691977077,698,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.708206687,658,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.750390016,641,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.791095890,584,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.786948177,521,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2017,NL,CE,1.014900662,604,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.995081967,610,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.959752322,646,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.957063712,722,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.924802111,758,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.907862408,814,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.926157697,799,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.949668874,755,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.986956522,690,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.963246554,653,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.996794872,624,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.984210526,570,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.972972973,555,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.772264631,786,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.814379085,765,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.791208791,819,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.793176972,938,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.793650794,945,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.813417191,954,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.806382979,940,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.805309735,904,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.809317443,923,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.819174757,824,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.791519435,849,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.827988338,686,
IL073 MCGRATH CITY HYUNDAI,Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.844175492,661,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.856088561,271,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.839393939,330,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.847645429,361,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.866161616,396,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.870370370,378,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.866161616,396,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.832935561,419,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.841346154,416,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.842931937,382,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.805797101,345,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.778125,320,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.762987013,308,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.791946309,298,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.731277533,454,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.747454175,491,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.739676840,557,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.755725191,655,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.769578313,664,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.779971791,709,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.753280840,762,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.732558140,774,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.733157199,757,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.748885587,673,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.771336554,621,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.848049281,487,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.848552339,449,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.897849462,186,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.903061224,196,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.895,200,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.891774892,231,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.875,240,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.845188285,239,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.872093023,258,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.877777778,270,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.923954373,263,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.906103286,213,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.932584270,178,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.9875,160,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2018,NL,CE,1.039473684,152,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.738738739,666,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.714854111,754,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.683192261,827,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.680957129,1003,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.686708861,948,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.711153480,1049,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.695652174,1035,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.688081937,1074,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.674747475,990,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.702222222,900,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.718678815,878,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.768354430,790,
IL080 GERALD HYUNDAI,Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.771879484,697,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.940239044,251,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.893536122,263,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.795053004,283,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.794029851,335,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.757575758,330,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.816384181,354,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.798365123,367,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.845549738,382,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.865497076,342,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.895470383,287,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.904214559,261,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.883534137,249,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.855932203,236,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.817790531,697,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.805865922,716,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.803945746,811,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.792682927,902,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.781954887,931,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.786177106,926,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.808988764,979,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.835978836,945,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.827886710,918,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.825338253,813,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.799501868,803,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.823855756,721,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.815942029,690,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,February 2017,NL,CE,0.837471783,443,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,March 2017,NL,CE,0.855140187,428,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,April 2017,NL,CE,0.818548387,496,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,May 2017,NL,CE,0.818827709,563,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,June 2017,NL,CE,0.817880795,604,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,July 2017,NL,CE,0.821829856,623,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,August 2017,NL,CE,0.805295950,642,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,September 2017,NL,CE,0.779299848,657,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,October 2017,NL,CE,0.804560261,614,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,November 2017,NL,CE,0.819047619,525,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,December 2017,NL,CE,0.839055794,466,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,January 2018,NL,CE,0.841849148,411,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,2ymc Den Ct,February 2018,NL,CE,0.804878049,410,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.745810056,358,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.736956522,460,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.703853955,493,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.740530303,528,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.805343511,524,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.916974170,542,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.932454695,607,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.926956522,575,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.916961131,566,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.928278689,488,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.972281450,469,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,1.055421687,415,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,1.014527845,413,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.793313070,658,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.787175989,733,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.808917197,785,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.790011351,881,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.769931663,878,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.741304348,920,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.735325507,937,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.726513570,958,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.752486188,905,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.761961722,836,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.787878788,759,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.783098592,710,
IL052 PUGI HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.771513353,674,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.754761905,420,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.741747573,515,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.768959436,567,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.759941090,679,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.741538462,650,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.729050279,716,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.694635488,727,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.684573003,726,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.664697194,677,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.686900958,626,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.715254237,590,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.765384615,520,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.796296296,486,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.828032980,849,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.848996832,947,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.856410256,975,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.851063830,1128,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.823478261,1150,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.790007806,1281,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.785219400,1299,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.790986791,1287,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.808738664,1213,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.819244604,1112,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.820235756,1018,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.847629797,886,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.827544910,835,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.732418525,583,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.745129870,616,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.728033473,717,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,May 2017,NL,CE,0.767833982,771,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,June 2017,NL,CE,0.734693878,784,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,July 2017,NL,CE,0.710557533,843,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,August 2017,NL,CE,0.659292035,904,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,September 2017,NL,CE,0.656462585,882,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,October 2017,NL,CE,0.663962920,863,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,November 2017,NL,CE,0.672131148,793,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,December 2017,NL,CE,0.667525773,776,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,January 2018,NL,CE,0.686178862,615,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2018,NL,CE,0.701048951,572,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,February 2017,NL,CE,0.76,400,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,March 2017,NL,CE,0.735023041,434,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,2ymc Den Ct,April 2017,NL,CE,0.716942149,484,
