DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,2YMC Ret %,2ymc Den Ct,2ymc Num Ct
FL133 BRAMAN HYUNDAI,Non-Prog,SOB,2ymc Num Ct,December 2017,NL,SO,0.885823755,,1156
FL133 BRAMAN HYUNDAI,Non-Prog,SOB,2ymc Num Ct,January 2018,NL,SO,0.916870416,,1125
FL133 BRAMAN HYUNDAI,Non-Prog,SOB,2ymc Num Ct,February 2018,NL,SO,0.901315789,,1096
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,February 2017,NL,SO,0.748917749,,346
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,March 2017,NL,SO,0.727074236,,333
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,April 2017,NL,SO,0.698072805,,326
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,May 2017,NL,SO,0.704684318,,346
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,June 2017,NL,SO,0.692307692,,342
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,July 2017,NL,SO,0.718562874,,360
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,August 2017,NL,SO,0.666023166,,345
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,September 2017,NL,SO,0.603550296,,306
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,October 2017,NL,SO,0.536489152,,272
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,November 2017,NL,SO,0.545662100,,239
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,December 2017,NL,SO,0.579310345,,252
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,January 2018,NL,SO,0.676136364,,238
FL139 GETTEL HYUNDAI OF CHARLOTTE CO,Non-Prog,SOB,2ymc Num Ct,February 2018,NL,SO,0.728232190,,276
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2017,NL,SO,0.869402985,,932
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,March 2017,NL,SO,0.88125,,987
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,April 2017,NL,SO,0.874678112,,1019
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,May 2017,NL,SO,0.861006762,,1146
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,June 2017,NL,SO,0.847020934,,1052
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,July 2017,NL,SO,0.852964427,,1079
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,August 2017,NL,SO,0.855825650,,1021
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,September 2017,NL,SO,0.857978279,,1027
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,October 2017,NL,SO,0.859665428,,925
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,November 2017,NL,SO,0.891590679,,880
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,December 2017,NL,SO,0.910478128,,895
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,January 2018,NL,SO,0.952531646,,903
FL049 COASTAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2018,NL,SO,0.946330778,,864
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2017,NL,SO,0.693914623,,764
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,March 2017,NL,SO,0.695688226,,839
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,April 2017,NL,SO,0.690456432,,832
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,May 2017,NL,SO,0.672754947,,884
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,June 2017,NL,SO,0.659983292,,790
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,July 2017,NL,SO,0.672580645,,834
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,August 2017,NL,SO,0.696869852,,846
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,September 2017,NL,SO,0.721434529,,865
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,October 2017,NL,SO,0.731004367,,837
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,November 2017,NL,SO,0.704363313,,791
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,December 2017,NL,SO,0.689102564,,860
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,January 2018,NL,SO,0.696817420,,832
FL090 DELRAY HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2018,NL,SO,0.703296703,,832
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2017,NL,SO,0.847100176,,482
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,March 2017,NL,SO,0.819905213,,519
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,April 2017,NL,SO,0.797687861,,552
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,May 2017,NL,SO,0.811096433,,614
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,June 2017,NL,SO,0.792079208,,560
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,July 2017,NL,SO,0.797768480,,572
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,August 2017,NL,SO,0.792397661,,542
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,September 2017,NL,SO,0.827737226,,567
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,October 2017,NL,SO,0.830342577,,509
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,November 2017,NL,SO,0.833049404,,489
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,December 2017,NL,SO,0.833043478,,479
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,January 2018,NL,SO,0.917938931,,481
FL098 COCOA HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2018,NL,SO,0.929149798,,459
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2017,NL,SO,0.838541667,,322
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,March 2017,NL,SO,0.831775701,,356
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,April 2017,NL,SO,0.816631130,,383
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,May 2017,NL,SO,0.824524313,,390
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,June 2017,NL,SO,0.811494253,,353
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,July 2017,NL,SO,0.817073171,,335
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,August 2017,NL,SO,0.849246231,,338
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,September 2017,NL,SO,0.868421053,,330
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,October 2017,NL,SO,0.841975309,,341
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,November 2017,NL,SO,0.800518135,,309
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,December 2017,NL,SO,0.825192802,,321
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,January 2018,NL,SO,0.903225806,,308
FL101 ROUTE 60 HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2018,NL,SO,0.858310627,,315
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2017,NL,SO,0.759508484,,1298
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,March 2017,NL,SO,0.745042493,,1315
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,April 2017,NL,SO,0.747490755,,1415
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,May 2017,NL,SO,0.735099338,,1554
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,June 2017,NL,SO,0.734272773,,1459
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,July 2017,NL,SO,0.739461656,,1456
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,August 2017,NL,SO,0.736980537,,1401
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,September 2017,NL,SO,0.737894737,,1402
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,October 2017,NL,SO,0.736464088,,1333
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,November 2017,NL,SO,0.745952677,,1198
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,December 2017,NL,SO,0.733692400,,1226
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,January 2018,NL,SO,0.776246719,,1183
FL103 UNIVERSAL HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2018,NL,SO,0.756634304,,1169
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2017,NL,SO,0.709599028,,584
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,March 2017,NL,SO,0.685679612,,565
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,April 2017,NL,SO,0.710591133,,577
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,May 2017,NL,SO,0.686926606,,599
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,June 2017,NL,SO,0.718905473,,578
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,July 2017,NL,SO,0.703271028,,602
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,August 2017,NL,SO,0.735781991,,621
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,September 2017,NL,SO,0.716216216,,636
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,October 2017,NL,SO,0.711606096,,607
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,November 2017,NL,SO,0.691373026,,569
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,December 2017,NL,SO,0.697916667,,603
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,January 2018,NL,SO,0.724514563,,597
FL112 WALLACE HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2018,NL,SO,0.712515489,,575
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2017,NL,SO,0.781015820,,938
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,March 2017,NL,SO,0.823228010,,964
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,April 2017,NL,SO,0.834038950,,985
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,May 2017,NL,SO,0.846526656,,1048
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,June 2017,NL,SO,0.834926151,,961
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,July 2017,NL,SO,0.805778491,,1004
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,August 2017,NL,SO,0.823038397,,986
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,September 2017,NL,SO,0.831759657,,969
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,October 2017,NL,SO,0.877312561,,901
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,November 2017,NL,SO,0.864811133,,870
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,December 2017,NL,SO,0.851648352,,930
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,January 2018,NL,SO,0.917485265,,934
FL121 NAPLETON'S HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2018,NL,SO,0.913530010,,898
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2017,NL,SO,0.909952607,,576
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,March 2017,NL,SO,0.911901082,,590
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,April 2017,NL,SO,0.892473118,,581
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,May 2017,NL,SO,0.919402985,,616
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,June 2017,NL,SO,0.943333333,,566
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,July 2017,NL,SO,0.998211091,,558
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,August 2017,NL,SO,1.017374517,,527
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,September 2017,NL,SO,0.928838951,,496
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,October 2017,NL,SO,0.898916968,,498
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,November 2017,NL,SO,0.879341865,,481
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,December 2017,NL,SO,0.934369603,,541
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,January 2018,NL,SO,0.983364140,,532
FL123 NAPLETON'S NORTH PALM HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2018,NL,SO,0.924865832,,517
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2017,NL,SO,0.728426396,,574
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,March 2017,NL,SO,0.729508197,,623
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,April 2017,NL,SO,0.735807860,,674
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,May 2017,NL,SO,0.744252874,,777
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,June 2017,NL,SO,0.738647830,,732
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,July 2017,NL,SO,0.754020814,,797
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,August 2017,NL,SO,0.771072797,,805
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,September 2017,NL,SO,0.7890625,,808
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,October 2017,NL,SO,0.792494481,,718
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,November 2017,NL,SO,0.792029888,,636
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,December 2017,NL,SO,0.801007557,,636
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,January 2018,NL,SO,0.827586207,,624
FL124 ORLANDO HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2018,NL,SO,0.765582656,,565
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2017,NL,SO,0.837189374,,977
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,March 2017,NL,SO,0.809644670,,957
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,April 2017,NL,SO,0.805577689,,1011
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,May 2017,NL,SO,0.807976366,,1094
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,June 2017,NL,SO,0.825885978,,1072
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,July 2017,NL,SO,0.826937002,,1142
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,August 2017,NL,SO,0.811678832,,1112
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,September 2017,NL,SO,0.801384083,,1158
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,October 2017,NL,SO,0.803120357,,1081
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,November 2017,NL,SO,0.822605965,,1048
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,December 2017,NL,SO,0.840694006,,1066
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,January 2018,NL,SO,0.875749786,,1022
FL125 HOLLER HYUNDAI,Non-Prog,SOC,2ymc Num Ct,February 2018,NL,SO,0.869217082,,977
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,February 2017,NL,SO,0.821917808,,600
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,March 2017,NL,SO,0.804749340,,610
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,April 2017,NL,SO,0.823848238,,608
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,May 2017,NL,SO,0.840707965,,665
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,June 2017,NL,SO,0.828571429,,638
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,July 2017,NL,SO,0.815511163,,694
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,August 2017,NL,SO,0.802395210,,670
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,September 2017,NL,SO,0.835582822,,681
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,October 2017,NL,SO,0.854137447,,609
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,November 2017,NL,SO,0.887387387,,591
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,December 2017,NL,SO,0.895988113,,603
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,January 2018,NL,SO,0.900459418,,588
FL074 DAYTONA HYUNDAI,Non-Prog,SOD,2ymc Num Ct,February 2018,NL,SO,0.874003190,,548
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,February 2017,NL,SO,0.783839779,,1135
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,March 2017,NL,SO,0.787956438,,1230
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,April 2017,NL,SO,0.772783251,,1255
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,May 2017,NL,SO,0.781615599,,1403
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,June 2017,NL,SO,0.795787010,,1360
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,July 2017,NL,SO,0.826744186,,1422
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,August 2017,NL,SO,0.813256484,,1411
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,September 2017,NL,SO,0.813492063,,1435
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,October 2017,NL,SO,0.791519435,,1344
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,November 2017,NL,SO,0.811772316,,1255
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,December 2017,NL,SO,0.796465969,,1217
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,January 2018,NL,SO,0.867774566,,1201
FL089 JENKINS HYUNDAI,Non-Prog,SOD,2ymc Num Ct,February 2018,NL,SO,0.848417954,,1153
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,February 2017,NL,SO,0.902234637,,323
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,March 2017,NL,SO,0.922437673,,333
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,April 2017,NL,SO,0.930666667,,349
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,May 2017,NL,SO,0.973890339,,373
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,June 2017,NL,SO,0.929292929,,368
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,July 2017,NL,SO,0.959595960,,380
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,August 2017,NL,SO,0.943627451,,385
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,September 2017,NL,SO,0.930394432,,401
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,October 2017,NL,SO,0.912144703,,353
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,November 2017,NL,SO,0.900552486,,326
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,December 2017,NL,SO,0.958990536,,304
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,January 2018,NL,SO,1.083601286,,337
FL109 PARKS HYUNDAI OF GAINESVILLE,Non-Prog,SOD,2ymc Num Ct,February 2018,NL,SO,1.124203822,,353
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,February 2017,NL,SO,0.886211513,,662
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,March 2017,NL,SO,0.924552430,,723
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,April 2017,NL,SO,0.901886792,,717
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,May 2017,NL,SO,0.910046729,,779
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,June 2017,NL,SO,0.880371661,,758
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,July 2017,NL,SO,0.867456897,,805
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,August 2017,NL,SO,0.870431894,,786
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,September 2017,NL,SO,0.898500577,,779
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,October 2017,NL,SO,0.921391753,,715
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,November 2017,NL,SO,0.967095851,,676
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,December 2017,NL,SO,0.997142857,,698
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,January 2018,NL,SO,1.042944785,,680
FL118 HYUNDAI OF ORANGE PARK,Non-Prog,SOD,2ymc Num Ct,February 2018,NL,SO,0.996879875,,639
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,February 2017,NL,SO,0.784463062,,1030
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,March 2017,NL,SO,0.761348006,,1107
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,April 2017,NL,SO,0.759208731,,1113
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,May 2017,NL,SO,0.758684864,,1223
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,June 2017,NL,SO,0.761842105,,1158
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,July 2017,NL,SO,0.779354839,,1208
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,August 2017,NL,SO,0.794078947,,1207
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,September 2017,NL,SO,0.815434084,,1268
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,October 2017,NL,SO,0.826474623,,1205
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,November 2017,NL,SO,0.812960236,,1104
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,December 2017,NL,SO,0.801671733,,1055
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,January 2018,NL,SO,0.838141026,,1046
FL120 JENKINS HYUNDAI OF LEESBURG,Non-Prog,SOD,2ymc Num Ct,February 2018,NL,SO,0.842356688,,1058
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,February 2017,NL,SO,0.919334187,,718
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,March 2017,NL,SO,0.887920299,,713
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,April 2017,NL,SO,0.891666667,,749
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,May 2017,NL,SO,0.862527716,,778
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,June 2017,NL,SO,0.864269142,,745
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,July 2017,NL,SO,0.854945055,,778
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,August 2017,NL,SO,0.864804469,,774
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,September 2017,NL,SO,0.859016393,,786
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,October 2017,NL,SO,0.867370892,,739
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,November 2017,NL,SO,0.844871795,,659
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,December 2017,NL,SO,0.872955975,,694
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,January 2018,NL,SO,0.910220994,,659
FL127 HYUNDAI OF ST. AUGUSTINE,Non-Prog,SOD,2ymc Num Ct,February 2018,NL,SO,0.951253482,,683
