DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Cproct,Cproct
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2016,,228
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2016,,256
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2017,,193
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2017,-10.952380952%,187
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2017,-11.153846154%,231
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2017,2.150537634%,190
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2017,0%,205
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2017,-4.867256637%,215
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2017,-16.883116883%,192
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2017,6.161137441%,224
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2017,-19.024390244%,166
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2017,4.888888889%,236
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2017,-17.982456140%,187
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2017,-21.09375%,202
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2018,6.735751295%,206
IN042 DORSETT'S HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2018,19.786096257%,224
IN049 BACHMAN HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2017,,212
IN049 BACHMAN HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2017,,245
IN049 BACHMAN HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2017,,290
IN049 BACHMAN HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2018,,253
IN049 BACHMAN HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2018,,196
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2016,,202
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2016,,229
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2016,,180
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2016,,193
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2016,,246
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2016,,203
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2016,,242
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2016,,227
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2016,,262
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2016,,247
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2016,,236
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2017,,198
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2017,5.445544554%,213
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2017,5.676855895%,242
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2017,25.555555556%,226
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2017,37.305699482%,265
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2017,1.219512195%,249
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2017,34.482758621%,273
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2017,28.925619835%,312
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2017,1.762114537%,231
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2017,-10.687022901%,234
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2017,-2.834008097%,240
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2017,-5.084745763%,224
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2018,11.111111111%,220
KY006 SWOPE HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2018,-5.633802817%,201
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2016,,316
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2016,,288
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2016,,316
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2016,,259
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2016,,320
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2016,,303
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2016,,323
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2016,,319
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2016,,338
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2016,,300
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2016,,303
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2017,,282
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2017,-14.240506329%,271
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2017,7.986111111%,311
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2017,-0.632911392%,314
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2017,11.969111969%,290
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2017,5.9375%,339
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2017,13.201320132%,343
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2017,3.095975232%,333
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2017,-6.583072100%,298
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2017,4.733727811%,354
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2017,-8%,276
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2017,-14.191419142%,260
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2018,-8.156028369%,259
KY009 JIM JOHNSON HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2018,-1.476014760%,267
KY014 DESKINS HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2016,,110
KY014 DESKINS HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2016,,131
KY014 DESKINS HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2016,,88
KY014 DESKINS HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2016,,99
KY014 DESKINS HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2016,,43
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,February,NL,CE,2016,,305
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,March,NL,CE,2016,,438
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,April,NL,CE,2016,,341
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,May,NL,CE,2016,,317
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,June,NL,CE,2016,,426
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,July,NL,CE,2016,,350
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,August,NL,CE,2016,,465
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,September,NL,CE,2016,,362
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,October,NL,CE,2016,,363
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,November,NL,CE,2016,,352
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,December,NL,CE,2016,,398
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,January,NL,CE,2017,,321
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,February,NL,CE,2017,-1.311475410%,301
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,March,NL,CE,2017,-7.762557078%,404
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,April,NL,CE,2017,-1.173020528%,337
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,May,NL,CE,2017,0.315457413%,318
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,June,NL,CE,2017,-11.032863850%,379
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,July,NL,CE,2017,18.285714286%,414
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,August,NL,CE,2017,-8.387096774%,426
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,September,NL,CE,2017,-0.276243094%,361
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,October,NL,CE,2017,9.366391185%,397
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,November,NL,CE,2017,14.488636364%,403
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,December,NL,CE,2017,-15.577889447%,336
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,January,NL,CE,2018,0.623052960%,323
KY016 HYUNDAI OF SOMERSET,Non-Prog,CE4,Cproct,February,NL,CE,2018,21.594684385%,366
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2016,,366
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2016,,365
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2016,,374
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2016,,357
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2016,,390
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2016,,394
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2016,,353
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2016,,380
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2016,,397
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2016,,341
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2016,,375
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2017,,360
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2017,-0.819672131%,363
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2017,9.863013699%,401
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2017,0.534759358%,376
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2017,-5.602240896%,337
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2017,7.692307692%,420
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2017,-1.776649746%,387
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2017,9.631728045%,387
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2017,15.526315789%,439
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2017,16.120906801%,461
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2017,-0.293255132%,340
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2017,8%,405
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2018,11.666666667%,402
KY017 GATES HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2018,7.988980716%,392
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2016,,477
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2016,,535
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2016,,528
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2016,,518
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2016,,540
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2016,,446
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2016,,531
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2016,,546
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2016,,555
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2016,,523
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2016,,555
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2017,,442
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2017,-7.127882600%,443
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2017,13.271028037%,606
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2017,9.848484848%,580
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2017,13.320463320%,587
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2017,6.111111111%,573
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2017,25.784753363%,561
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2017,13.559322034%,603
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2017,0.732600733%,550
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2017,6.306306306%,590
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2017,18.738049713%,621
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2017,-5.045045045%,527
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2018,26.696832579%,560
KY018 OXMOOR HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2018,12.641083521%,499
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2016,,292
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2016,,328
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2016,,298
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2016,,333
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2016,,379
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2016,,350
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2016,,395
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2016,,372
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2016,,341
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2016,,298
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2016,,318
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2017,,304
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2017,-3.767123288%,281
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2017,14.329268293%,375
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2017,0.671140940%,300
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2017,8.708708709%,362
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2017,8.443271768%,411
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2017,-7.142857143%,325
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2017,-10.379746835%,354
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2017,-14.247311828%,319
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2017,2.932551320%,351
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2017,0%,298
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2017,2.201257862%,325
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2018,2.302631579%,311
KY021 DON MOORE HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2018,-12.811387900%,245
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2016,,122
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2016,,137
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2016,,103
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2016,,107
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2016,,135
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2016,,114
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2016,,114
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2016,,124
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2016,,126
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2016,,134
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2016,,114
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2017,,100
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2017,-26.229508197%,90
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2017,-36.496350365%,87
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2017,-33.980582524%,68
KY022 FANNIN HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2017,-95.327102804%,5
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2016,,797
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2016,,786
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2016,,684
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2016,,672
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2016,,785
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2016,,781
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2016,,809
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2016,,797
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2016,,768
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2016,,770
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2016,,918
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2017,,791
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2017,-7.904642409%,734
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2017,10.305343511%,867
KY026 GLENN HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2017,-71.345029240%,196
KY027 HYUNDAI OF NICHOLASVILLE,Non-Prog,CE4,Cproct,February,NL,CE,2016,,137
KY027 HYUNDAI OF NICHOLASVILLE,Non-Prog,CE4,Cproct,March,NL,CE,2016,,156
KY027 HYUNDAI OF NICHOLASVILLE,Non-Prog,CE4,Cproct,April,NL,CE,2016,,162
KY027 HYUNDAI OF NICHOLASVILLE,Non-Prog,CE4,Cproct,May,NL,CE,2016,,156
KY027 HYUNDAI OF NICHOLASVILLE,Non-Prog,CE4,Cproct,June,NL,CE,2016,,202
KY027 HYUNDAI OF NICHOLASVILLE,Non-Prog,CE4,Cproct,July,NL,CE,2016,,53
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,February,NL,CE,2016,,282
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,March,NL,CE,2016,,298
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,April,NL,CE,2016,,286
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,May,NL,CE,2016,,276
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,June,NL,CE,2016,,400
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,July,NL,CE,2016,,315
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,August,NL,CE,2016,,350
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,September,NL,CE,2016,,369
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,October,NL,CE,2016,,370
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,November,NL,CE,2016,,323
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,December,NL,CE,2016,,360
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,January,NL,CE,2017,,351
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,February,NL,CE,2017,-2.836879433%,274
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,March,NL,CE,2017,13.087248322%,337
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,April,NL,CE,2017,1.048951049%,289
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,May,NL,CE,2017,21.014492754%,334
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,June,NL,CE,2017,-10.25%,359
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,July,NL,CE,2017,-11.111111111%,280
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,August,NL,CE,2017,-2.857142857%,340
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,September,NL,CE,2017,-16.531165312%,308
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,October,NL,CE,2017,-17.567567568%,305
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,November,NL,CE,2017,-9.597523220%,292
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,December,NL,CE,2017,-12.5%,315
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,January,NL,CE,2018,-17.663817664%,289
KY028 HYUNDAI OF LOUISVILLE,Non-Prog,CE4,Cproct,February,NL,CE,2018,-1.459854015%,270
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2017,,73
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2017,,71
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2017,,90
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2017,,85
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2017,,90
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2017,,83
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2017,,85
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2017,,87
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2017,,79
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2017,,69
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2017,,77
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2017,,79
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2018,-12.328767123%,64
KY029 TIM SHORT HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2018,-9.859154930%,64
KY030 GOLDY HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2016,,258
KY030 GOLDY HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2016,,250
KY030 GOLDY HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2016,,222
KY030 GOLDY HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2016,,196
KY030 GOLDY HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2017,,195
KY030 GOLDY HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2017,,207
KY030 GOLDY HYUNDAI,Non-Prog,CE4,Cproct,March,NL,CE,2017,,208
KY030 GOLDY HYUNDAI,Non-Prog,CE4,Cproct,April,NL,CE,2017,,178
KY030 GOLDY HYUNDAI,Non-Prog,CE4,Cproct,May,NL,CE,2017,,169
KY030 GOLDY HYUNDAI,Non-Prog,CE4,Cproct,June,NL,CE,2017,,165
KY031 DON FRANKLIN LEXINGTON HYUNDAI,Non-Prog,CE4,Cproct,July,NL,CE,2017,,219
KY031 DON FRANKLIN LEXINGTON HYUNDAI,Non-Prog,CE4,Cproct,August,NL,CE,2017,,943
KY031 DON FRANKLIN LEXINGTON HYUNDAI,Non-Prog,CE4,Cproct,September,NL,CE,2017,,956
KY031 DON FRANKLIN LEXINGTON HYUNDAI,Non-Prog,CE4,Cproct,October,NL,CE,2017,,799
KY031 DON FRANKLIN LEXINGTON HYUNDAI,Non-Prog,CE4,Cproct,November,NL,CE,2017,,841
KY031 DON FRANKLIN LEXINGTON HYUNDAI,Non-Prog,CE4,Cproct,December,NL,CE,2017,,813
KY031 DON FRANKLIN LEXINGTON HYUNDAI,Non-Prog,CE4,Cproct,January,NL,CE,2018,,806
KY031 DON FRANKLIN LEXINGTON HYUNDAI,Non-Prog,CE4,Cproct,February,NL,CE,2018,,739
