DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Cproct,Cproct
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,November,NL,WE,2016,,289
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,December,NL,WE,2016,,327
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,January,NL,WE,2017,,314
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,February,NL,WE,2017,-6.25%,285
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,March,NL,WE,2017,-4.334365325%,309
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,April,NL,WE,2017,-7.861635220%,293
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,May,NL,WE,2017,7.885304659%,301
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,June,NL,WE,2017,11.650485437%,345
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,July,NL,WE,2017,-9.554140127%,284
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,August,NL,WE,2017,9.967845659%,342
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,September,NL,WE,2017,-11.111111111%,264
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,October,NL,WE,2017,11.785714286%,313
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,November,NL,WE,2017,-0.692041522%,287
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,December,NL,WE,2017,0%,327
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,January,NL,WE,2018,11.146496815%,349
CA345 PREMIER HYUNDAI OF TRACY,Non-Prog,WEA,Cproct,February,NL,WE,2018,17.192982456%,334
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,February,NL,WE,2016,,526
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,March,NL,WE,2016,,527
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,April,NL,WE,2016,,447
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,May,NL,WE,2016,,461
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,June,NL,WE,2016,,542
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,July,NL,WE,2016,,563
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,August,NL,WE,2016,,590
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,September,NL,WE,2016,,556
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,October,NL,WE,2016,,627
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,November,NL,WE,2016,,542
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,December,NL,WE,2016,,525
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,January,NL,WE,2017,,525
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,February,NL,WE,2017,-4.752851711%,501
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,March,NL,WE,2017,9.677419355%,578
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,April,NL,WE,2017,24.161073826%,555
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,May,NL,WE,2017,23.644251627%,570
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,June,NL,WE,2017,6.457564576%,577
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,July,NL,WE,2017,-5.861456483%,530
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,August,NL,WE,2017,5.932203390%,625
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,September,NL,WE,2017,1.618705036%,565
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,October,NL,WE,2017,1.594896332%,637
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,November,NL,WE,2017,-4.243542435%,519
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,December,NL,WE,2017,7.809523810%,566
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,January,NL,WE,2018,16.380952381%,611
CA350 STOCKTON HYUNDAI,Non-Prog,WEA,Cproct,February,NL,WE,2018,29.341317365%,648
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,February,NL,WE,2016,,45
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,March,NL,WE,2016,,205
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,April,NL,WE,2016,,220
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,May,NL,WE,2016,,206
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,June,NL,WE,2016,,187
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,July,NL,WE,2016,,251
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,August,NL,WE,2016,,269
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,September,NL,WE,2016,,283
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,October,NL,WE,2016,,208
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,November,NL,WE,2016,,214
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,December,NL,WE,2016,,265
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,January,NL,WE,2017,,233
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,February,NL,WE,2017,355.555555556%,205
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,March,NL,WE,2017,71.707317073%,352
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,April,NL,WE,2017,30.909090909%,288
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,May,NL,WE,2017,73.786407767%,358
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,June,NL,WE,2017,74.866310160%,327
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,July,NL,WE,2017,11.952191235%,281
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,August,NL,WE,2017,10.408921933%,297
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,September,NL,WE,2017,30.742049470%,370
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,October,NL,WE,2017,103.365384615%,423
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,November,NL,WE,2017,46.261682243%,313
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,December,NL,WE,2017,21.886792453%,323
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,January,NL,WE,2018,77.253218884%,413
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cproct,February,NL,WE,2018,84.878048780%,379
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,February,NL,WE,2016,,627
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,March,NL,WE,2016,,686
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,April,NL,WE,2016,,625
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,May,NL,WE,2016,,647
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,June,NL,WE,2016,,726
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,July,NL,WE,2016,,666
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,August,NL,WE,2016,,706
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,September,NL,WE,2016,,664
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,October,NL,WE,2016,,678
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,November,NL,WE,2016,,637
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,December,NL,WE,2016,,631
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,January,NL,WE,2017,,597
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,February,NL,WE,2017,-2.392344498%,612
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,March,NL,WE,2017,7.580174927%,738
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,April,NL,WE,2017,-0.32%,623
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,May,NL,WE,2017,0%,647
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,June,NL,WE,2017,3.581267218%,752
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,July,NL,WE,2017,1.501501502%,676
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,August,NL,WE,2017,-0.566572238%,702
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,September,NL,WE,2017,7.530120482%,714
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,October,NL,WE,2017,0.884955752%,684
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,November,NL,WE,2017,3.453689168%,659
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,December,NL,WE,2017,0.475435816%,634
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,January,NL,WE,2018,16.247906198%,694
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cproct,February,NL,WE,2018,8.823529412%,666
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,February,NL,WE,2016,,158
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,March,NL,WE,2016,,152
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,April,NL,WE,2016,,95
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,May,NL,WE,2016,,102
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,June,NL,WE,2016,,150
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,July,NL,WE,2016,,106
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,August,NL,WE,2016,,129
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,September,NL,WE,2016,,114
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,October,NL,WE,2016,,119
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,November,NL,WE,2016,,118
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,December,NL,WE,2016,,143
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,January,NL,WE,2017,,94
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,February,NL,WE,2017,-12.658227848%,138
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,March,NL,WE,2017,-37.5%,95
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,April,NL,WE,2017,26.315789474%,120
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cproct,May,NL,WE,2017,25.490196078%,128
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cproct,August,NL,WE,2017,,134
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cproct,September,NL,WE,2017,,84
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cproct,October,NL,WE,2017,,70
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cproct,November,NL,WE,2017,,105
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cproct,December,NL,WE,2017,,96
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cproct,January,NL,WE,2018,,94
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cproct,February,NL,WE,2018,,124
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,February,NL,WE,2016,,563
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,March,NL,WE,2016,,583
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,April,NL,WE,2016,,549
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,May,NL,WE,2016,,524
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,June,NL,WE,2016,,538
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,July,NL,WE,2016,,584
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,August,NL,WE,2016,,601
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,September,NL,WE,2016,,561
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,October,NL,WE,2016,,565
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,November,NL,WE,2016,,250
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,December,NL,WE,2016,,216
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,January,NL,WE,2017,,235
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,February,NL,WE,2017,-63.587921847%,205
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,March,NL,WE,2017,-61.406518010%,225
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,April,NL,WE,2017,-3.278688525%,531
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,May,NL,WE,2017,28.625954198%,674
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,June,NL,WE,2017,20.631970260%,649
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,July,NL,WE,2017,14.897260274%,671
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,August,NL,WE,2017,0.665557404%,605
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,September,NL,WE,2017,14.973262032%,645
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,October,NL,WE,2017,20.530973451%,681
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,November,NL,WE,2017,142%,605
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,December,NL,WE,2017,205.555555556%,660
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,January,NL,WE,2018,198.297872340%,701
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cproct,February,NL,WE,2018,191.219512195%,597
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2016,,1221
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,March,NL,WE,2016,,1370
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,April,NL,WE,2016,,1239
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,May,NL,WE,2016,,1319
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,June,NL,WE,2016,,1237
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,July,NL,WE,2016,,1378
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,August,NL,WE,2016,,1506
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,September,NL,WE,2016,,1284
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,October,NL,WE,2016,,1362
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,November,NL,WE,2016,,1172
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,December,NL,WE,2016,,1218
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,January,NL,WE,2017,,1367
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2017,14.742014742%,1401
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,March,NL,WE,2017,11.605839416%,1529
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,April,NL,WE,2017,8.313155771%,1342
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,May,NL,WE,2017,-5.686125853%,1244
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,June,NL,WE,2017,2.425222312%,1267
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,July,NL,WE,2017,-4.136429608%,1321
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cproct,August,NL,WE,2017,-77.822045153%,334
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2016,,233
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,March,NL,WE,2016,,280
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,April,NL,WE,2016,,241
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,May,NL,WE,2016,,244
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,June,NL,WE,2016,,201
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,July,NL,WE,2016,,237
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,August,NL,WE,2016,,299
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,September,NL,WE,2016,,273
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,October,NL,WE,2016,,304
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,November,NL,WE,2016,,279
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,December,NL,WE,2016,,260
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,January,NL,WE,2017,,320
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2017,34.334763948%,313
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,March,NL,WE,2017,23.214285714%,345
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,April,NL,WE,2017,20.331950207%,290
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,May,NL,WE,2017,38.524590164%,338
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,June,NL,WE,2017,66.666666667%,335
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,July,NL,WE,2017,24.472573840%,295
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,August,NL,WE,2017,20.735785953%,361
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,September,NL,WE,2017,34.432234432%,367
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,October,NL,WE,2017,15.460526316%,351
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,November,NL,WE,2017,41.577060932%,395
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,December,NL,WE,2017,63.076923077%,424
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,January,NL,WE,2018,48.75%,476
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2018,39.616613419%,437
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2016,,633
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,March,NL,WE,2016,,671
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,April,NL,WE,2016,,658
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,May,NL,WE,2016,,579
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,June,NL,WE,2016,,722
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,July,NL,WE,2016,,678
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,August,NL,WE,2016,,718
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,September,NL,WE,2016,,661
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,October,NL,WE,2016,,656
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,November,NL,WE,2016,,551
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,December,NL,WE,2016,,512
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,January,NL,WE,2017,,555
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2017,-24.960505529%,475
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,March,NL,WE,2017,-16.095380030%,563
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,April,NL,WE,2017,-5.015197568%,625
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,May,NL,WE,2017,11.226252159%,644
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,June,NL,WE,2017,-4.570637119%,689
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,July,NL,WE,2017,-1.622418879%,667
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,August,NL,WE,2017,-18.384401114%,586
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,September,NL,WE,2017,-5.295007564%,626
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,October,NL,WE,2017,-7.774390244%,605
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,November,NL,WE,2017,13.611615245%,626
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,December,NL,WE,2017,18.75%,608
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,January,NL,WE,2018,26.126126126%,700
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2018,-16.842105263%,395
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2016,,1137
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,March,NL,WE,2016,,1096
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,April,NL,WE,2016,,982
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,May,NL,WE,2016,,987
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,June,NL,WE,2016,,993
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,July,NL,WE,2016,,1068
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,August,NL,WE,2016,,1266
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,September,NL,WE,2016,,1172
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,October,NL,WE,2016,,1178
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,November,NL,WE,2016,,1135
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,December,NL,WE,2016,,1133
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,January,NL,WE,2017,,1186
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2017,-4.309586631%,1088
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,March,NL,WE,2017,12.682481752%,1235
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,April,NL,WE,2017,15.274949084%,1132
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,May,NL,WE,2017,10.638297872%,1092
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,June,NL,WE,2017,18.831822759%,1180
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,July,NL,WE,2017,8.333333333%,1157
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cproct,August,NL,WE,2017,-73.064770932%,341
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2016,,567
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,March,NL,WE,2016,,635
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,April,NL,WE,2016,,583
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,May,NL,WE,2016,,530
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,June,NL,WE,2016,,608
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,July,NL,WE,2016,,548
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,August,NL,WE,2016,,562
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,September,NL,WE,2016,,497
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,October,NL,WE,2016,,497
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,November,NL,WE,2016,,272
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,December,NL,WE,2016,,271
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,January,NL,WE,2017,,193
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2017,-53.086419753%,266
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,March,NL,WE,2017,-49.606299213%,320
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,April,NL,WE,2017,-36.192109777%,372
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,May,NL,WE,2017,-36.792452830%,335
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,June,NL,WE,2017,-44.736842105%,336
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,July,NL,WE,2017,-40.693430657%,325
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,August,NL,WE,2017,-45.195729537%,308
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,September,NL,WE,2017,-36.418511066%,316
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,October,NL,WE,2017,-33.802816901%,329
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,November,NL,WE,2017,26.838235294%,345
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,December,NL,WE,2017,8.856088561%,295
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,January,NL,WE,2018,66.321243523%,321
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cproct,February,NL,WE,2018,13.157894737%,301
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cproct,February,NL,WE,2016,,1026
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cproct,March,NL,WE,2016,,1087
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cproct,April,NL,WE,2016,,953
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cproct,May,NL,WE,2016,,878
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cproct,June,NL,WE,2016,,1061
