CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. RTN_SCORE,Count of RTN_SCORE
Non-Prog,PA063 #1 COCHRAN HYU OF SOUTH HILLS,Non-Prog,EAB,December 2017,NL,EA,4.741935484,31
Non-Prog,PA063 #1 COCHRAN HYU OF SOUTH HILLS,Non-Prog,EAB,January 2018,NL,EA,4.486486486,37
Non-Prog,PA063 #1 COCHRAN HYU OF SOUTH HILLS,Non-Prog,EAB,February 2018,NL,EA,4.690476190,42
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,February 2017,NL,EA,4.666666667,12
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,March 2017,NL,EA,4.733333333,15
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,April 2017,NL,EA,4,12
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,May 2017,NL,EA,4.714285714,14
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,June 2017,NL,EA,3.72,25
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,July 2017,NL,EA,4.692307692,13
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,August 2017,NL,EA,5,20
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,September 2017,NL,EA,4.809523810,21
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,October 2017,NL,EA,4.8,5
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,November 2017,NL,EA,4.444444444,9
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,December 2017,NL,EA,4.75,12
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,4.380952381,21
Non-Prog,PA067 DELANEY HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,4.928571429,14
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,February 2017,NL,EA,4.733333333,60
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,March 2017,NL,EA,4.753086420,81
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,April 2017,NL,EA,4.793103448,58
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,May 2017,NL,EA,4.939393939,66
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,June 2017,NL,EA,4.957894737,95
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,July 2017,NL,EA,4.934426230,61
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,August 2017,NL,EA,4.831578947,95
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,September 2017,NL,EA,4.870967742,62
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,October 2017,NL,EA,4.454545455,11
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,November 2017,NL,EA,4.774193548,31
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,December 2017,NL,EA,4.933333333,30
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,4.815789474,76
Non-Prog,PA073 BOWSER HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,4.829787234,47
Non-Prog,PA080 HYUNDAI OF GREENSBURG,Non-Prog,EAB,February 2017,NL,EA,4.561643836,73
Non-Prog,PA080 HYUNDAI OF GREENSBURG,Non-Prog,EAB,March 2017,NL,EA,4.753846154,65
Non-Prog,PA080 HYUNDAI OF GREENSBURG,Non-Prog,EAB,April 2017,NL,EA,4.789473684,76
Non-Prog,PA080 HYUNDAI OF GREENSBURG,Non-Prog,EAB,May 2017,NL,EA,4.688311688,77
Non-Prog,PA080 HYUNDAI OF GREENSBURG,Non-Prog,EAB,June 2017,NL,EA,4.877551020,98
Non-Prog,PA080 HYUNDAI OF GREENSBURG,Non-Prog,EAB,July 2017,NL,EA,4.833333333,72
Non-Prog,PA084 MIKE CAMLIN HYUNDAI OF GREENSB,Non-Prog,EAB,July 2017,NL,EA,4.5,24
Non-Prog,PA084 MIKE CAMLIN HYUNDAI OF GREENSB,Non-Prog,EAB,August 2017,NL,EA,4.428571429,119
Non-Prog,PA084 MIKE CAMLIN HYUNDAI OF GREENSB,Non-Prog,EAB,September 2017,NL,EA,4.6,70
Non-Prog,PA084 MIKE CAMLIN HYUNDAI OF GREENSB,Non-Prog,EAB,October 2017,NL,EA,4.76,25
Non-Prog,PA084 MIKE CAMLIN HYUNDAI OF GREENSB,Non-Prog,EAB,November 2017,NL,EA,4.739726027,73
Non-Prog,PA084 MIKE CAMLIN HYUNDAI OF GREENSB,Non-Prog,EAB,December 2017,NL,EA,4.704225352,71
Non-Prog,PA084 MIKE CAMLIN HYUNDAI OF GREENSB,Non-Prog,EAB,January 2018,NL,EA,4.804511278,133
Non-Prog,PA084 MIKE CAMLIN HYUNDAI OF GREENSB,Non-Prog,EAB,February 2018,NL,EA,4.834862385,109
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,February 2017,NL,EA,4.846153846,26
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,March 2017,NL,EA,4.6,30
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,April 2017,NL,EA,4.368421053,19
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,May 2017,NL,EA,4.84,25
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,June 2017,NL,EA,4.833333333,24
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,July 2017,NL,EA,4.870967742,31
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,August 2017,NL,EA,4.891891892,37
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,September 2017,NL,EA,4.555555556,27
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,October 2017,NL,EA,5,5
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,November 2017,NL,EA,4.684210526,19
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,December 2017,NL,EA,5,6
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,4.828571429,35
Non-Prog,WV002 STRAUB HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,5,18
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,February 2017,NL,EA,4.111111111,9
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,March 2017,NL,EA,4.692307692,13
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,April 2017,NL,EA,4.6,10
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,May 2017,NL,EA,4.555555556,9
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,June 2017,NL,EA,4.619047619,21
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,July 2017,NL,EA,4.466666667,15
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,August 2017,NL,EA,4.764705882,17
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,September 2017,NL,EA,4.75,16
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,October 2017,NL,EA,5,4
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,November 2017,NL,EA,4.7,10
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,December 2017,NL,EA,4.6,5
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,4.5,12
Non-Prog,WV018 JENKINS HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,4.888888889,9
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,February 2017,NL,EA,5,12
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,March 2017,NL,EA,4.625,32
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,April 2017,NL,EA,4.826086957,23
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,May 2017,NL,EA,4.666666667,24
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,June 2017,NL,EA,5,26
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,July 2017,NL,EA,4.142857143,14
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,August 2017,NL,EA,5,23
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,September 2017,NL,EA,4.714285714,28
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,October 2017,NL,EA,5,3
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,November 2017,NL,EA,4.684210526,19
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,December 2017,NL,EA,4.777777778,18
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,January 2018,NL,EA,4.944444444,18
Non-Prog,WV019 FREEDOM HYUNDAI,Non-Prog,EAB,February 2018,NL,EA,4.75,12
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.646017699,113
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.511111111,90
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.777777778,72
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.722222222,72
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.515151515,99
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.686274510,102
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.736842105,152
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.803278689,122
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.789473684,19
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.645161290,62
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.694444444,72
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.756097561,164
Non-Prog,NY013 NORTHTOWN HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.649122807,114
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,February 2017,NL,EA,3.285714286,7
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,March 2017,NL,EA,4.5,8
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,April 2017,NL,EA,4.076923077,13
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,May 2017,NL,EA,4.076923077,13
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,June 2017,NL,EA,4.6,20
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,July 2017,NL,EA,3.8,20
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,August 2017,NL,EA,4.789473684,19
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,September 2017,NL,EA,4.368421053,19
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,October 2017,NL,EA,4.166666667,6
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,November 2017,NL,EA,4.5,10
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,December 2017,NL,EA,4.5,8
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,January 2018,NL,EA,4.047619048,21
Non-Prog,NY062 FUCCILLO HYUNDAI OF WATERTOWN,Non-Prog,EAC,February 2018,NL,EA,4.5,8
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.757575758,33
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.515151515,33
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.925925926,54
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.757575758,66
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.703703704,54
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.649122807,57
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.741935484,62
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.768115942,69
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,5,14
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.8,40
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.9,30
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.426229508,61
Non-Prog,NY076 BURDICK HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.707317073,41
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.641025641,78
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.797979798,99
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.954545455,88
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.753086420,81
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.702479339,121
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.95,80
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.663551402,107
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.908045977,87
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.777777778,18
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.932203390,59
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.916666667,36
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.782051282,78
Non-Prog,NY077 TOWNE HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.846153846,52
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,February 2017,NL,EA,4.826086957,46
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,March 2017,NL,EA,4.785714286,56
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,April 2017,NL,EA,4.806451613,62
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,May 2017,NL,EA,4.719298246,57
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,June 2017,NL,EA,4.890410959,73
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,July 2017,NL,EA,4.854545455,55
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,August 2017,NL,EA,4.95,80
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,September 2017,NL,EA,4.931034483,58
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,October 2017,NL,EA,4.714285714,21
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,November 2017,NL,EA,4.725,40
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,December 2017,NL,EA,4.956521739,23
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,January 2018,NL,EA,4.893939394,66
Non-Prog,NY082 VISION HYUNDAI OF CANANDAIGUA,Non-Prog,EAC,February 2018,NL,EA,4.721311475,61
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.724137931,87
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.764705882,85
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.863636364,88
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.658536585,82
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.722772277,101
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.696202532,79
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.882352941,102
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.743589744,78
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.692307692,13
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.666666667,45
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.576923077,52
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.612903226,93
Non-Prog,NY083 VISION HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.592592593,54
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,February 2017,NL,EA,4.836734694,49
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,March 2017,NL,EA,4.862068966,58
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,April 2017,NL,EA,4.647058824,68
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,May 2017,NL,EA,4.780219780,91
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,June 2017,NL,EA,4.8125,64
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,July 2017,NL,EA,4.835616438,73
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,August 2017,NL,EA,4.663551402,107
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,September 2017,NL,EA,5,59
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,October 2017,NL,EA,4.578947368,19
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,November 2017,NL,EA,4.847826087,46
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,December 2017,NL,EA,4.833333333,36
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,January 2018,NL,EA,4.965517241,58
Non-Prog,NY086 FUCCILLO HYUNDAI OF SYRACUSE,Non-Prog,EAC,February 2018,NL,EA,4.882352941,51
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.5,16
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.294117647,17
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.846153846,26
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.636363636,22
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.478260870,23
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.692307692,13
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.647058824,34
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.428571429,21
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.888888889,9
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.875,8
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.55,20
Non-Prog,NY102 SHULTS HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.5,10
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,February 2017,NL,EA,5,40
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,March 2017,NL,EA,4.916666667,48
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,April 2017,NL,EA,4.714285714,42
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,May 2017,NL,EA,4.728813559,59
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,June 2017,NL,EA,4.677419355,62
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,July 2017,NL,EA,4.591836735,49
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,August 2017,NL,EA,4.582089552,67
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,September 2017,NL,EA,4.525423729,59
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,October 2017,NL,EA,4.5,6
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,November 2017,NL,EA,4.727272727,22
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,December 2017,NL,EA,4.866666667,30
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,January 2018,NL,EA,4.638297872,47
Non-Prog,NY105 FUCCILLO HYUNDAI OF GREECE,Non-Prog,EAC,February 2018,NL,EA,4.884615385,26
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.833333333,48
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.803278689,61
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,4.925925926,54
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.851851852,54
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.786666667,75
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.774647887,71
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.837837838,74
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.777777778,72
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,5,8
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.535714286,28
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.8125,32
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.724137931,58
Non-Prog,NY115 TRANSITOWNE HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.783333333,60
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,5,16
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.5,8
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,5,18
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.818181818,22
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,5,25
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,5,29
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.809523810,21
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.733333333,15
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.777777778,9
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,5,14
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.875,8
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.837837838,37
Non-Prog,NY117 FUCCILLO HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.8125,16
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.483870968,31
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.703703704,27
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,5,15
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,4.619047619,21
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.5,24
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.454545455,22
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.836734694,49
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,September 2017,NL,EA,4.515151515,33
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,October 2017,NL,EA,4.666666667,3
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,November 2017,NL,EA,4.75,8
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,December 2017,NL,EA,4.8,10
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,January 2018,NL,EA,4.28,25
Non-Prog,NY122 SIMMONS ROCKWELL HYUNDAI,Non-Prog,EAC,February 2018,NL,EA,4.428571429,21
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,February 2017,NL,EA,4.733333333,15
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,March 2017,NL,EA,4.384615385,13
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,April 2017,NL,EA,5,7
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,May 2017,NL,EA,5,5
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,June 2017,NL,EA,4.692307692,13
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,July 2017,NL,EA,4.636363636,11
Non-Prog,NY123 MAGUIRE HYUNDAI,Non-Prog,EAC,August 2017,NL,EA,4.272727273,11
