CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. RTN_SCORE,Count of RTN_SCORE
Non-Prog,MI027 LAFONTAINE HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.6,40
Non-Prog,MI027 LAFONTAINE HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.318181818,22
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,February 2017,NL,CE,4.411764706,34
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,March 2017,NL,CE,4.574468085,47
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,April 2017,NL,CE,4.9,40
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,May 2017,NL,CE,4.914893617,47
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,June 2017,NL,CE,4.862068966,58
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,July 2017,NL,CE,4.846153846,52
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,August 2017,NL,CE,4.927272727,55
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,September 2017,NL,CE,5,52
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.5,12
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.882352941,34
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.5,18
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.829268293,41
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.555555556,18
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,February 2017,NL,CE,4.586206897,58
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,March 2017,NL,CE,4.860465116,86
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,April 2017,NL,CE,4.9375,64
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,May 2017,NL,CE,4.671232877,73
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,June 2017,NL,CE,4.542857143,70
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,July 2017,NL,CE,4.870967742,62
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,August 2017,NL,CE,4.824175824,91
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,September 2017,NL,CE,4.777777778,72
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.777777778,9
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.5625,48
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.761904762,42
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.590909091,66
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.385964912,57
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,February 2017,NL,CE,4.818181818,22
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,March 2017,NL,CE,5,17
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,April 2017,NL,CE,4.466666667,15
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,May 2017,NL,CE,4.777777778,18
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,June 2017,NL,CE,4.333333333,18
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,July 2017,NL,CE,4.652173913,23
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,August 2017,NL,CE,4.612903226,31
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,September 2017,NL,CE,4.75,32
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.5,2
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.25,8
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.470588235,17
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.7,20
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.25,8
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,February 2017,NL,CE,4.166666667,24
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,March 2017,NL,CE,4.6,30
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,April 2017,NL,CE,4.733333333,30
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,May 2017,NL,CE,4.68,25
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,June 2017,NL,CE,4.7,40
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,July 2017,NL,CE,4.389830508,59
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,August 2017,NL,CE,4.6875,64
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,September 2017,NL,CE,4.555555556,27
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.5,6
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.476190476,21
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.6875,16
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.552631579,38
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.347826087,23
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,February 2017,NL,CE,4.52,25
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,March 2017,NL,CE,4.333333333,18
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,April 2017,NL,CE,5,21
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,May 2017,NL,CE,4.111111111,18
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,June 2017,NL,CE,3.956521739,23
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,July 2017,NL,CE,4.826086957,23
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,August 2017,NL,CE,4.034482759,29
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,September 2017,NL,CE,4.111111111,18
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.8,5
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,November 2017,NL,CE,3.833333333,12
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.666666667,9
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.357142857,14
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.111111111,9
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,February 2017,NL,CE,5,23
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,March 2017,NL,CE,4.764705882,34
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,April 2017,NL,CE,4.866666667,30
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,May 2017,NL,CE,4.826086957,23
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,June 2017,NL,CE,5,28
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,July 2017,NL,CE,4.733333333,30
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,August 2017,NL,CE,4.757575758,33
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,September 2017,NL,CE,4.666666667,24
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.5,4
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.5,14
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.411764706,17
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.6875,32
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.8125,16
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,February 2017,NL,CE,4.384615385,26
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,March 2017,NL,CE,4.777777778,36
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,April 2017,NL,CE,4.836734694,49
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,May 2017,NL,CE,3.938775510,49
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,June 2017,NL,CE,4.428571429,49
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,July 2017,NL,CE,4.017543860,57
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,August 2017,NL,CE,4.549295775,71
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,September 2017,NL,CE,4.609756098,82
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.210526316,19
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.719298246,57
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.560975610,41
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.448275862,58
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.596153846,52
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,February 2017,NL,CE,5,4
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,March 2017,NL,CE,4.692307692,13
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,April 2017,NL,CE,5,13
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,May 2017,NL,CE,5,10
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,June 2017,NL,CE,4.826086957,23
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,August 2017,NL,CE,5,15
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,September 2017,NL,CE,4.636363636,11
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.857142857,7
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,November 2017,NL,CE,5,6
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.857142857,7
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.444444444,18
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.555555556,9
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,February 2017,NL,CE,4.862068966,29
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,March 2017,NL,CE,4.282051282,39
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,April 2017,NL,CE,4.870967742,31
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,May 2017,NL,CE,4.707317073,41
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,June 2017,NL,CE,4.789473684,38
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,July 2017,NL,CE,4.243243243,37
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,August 2017,NL,CE,4.483870968,31
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,September 2017,NL,CE,4.878787879,33
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,October 2017,NL,CE,4,4
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,November 2017,NL,CE,3.777777778,18
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,December 2017,NL,CE,4.5,18
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,January 2018,NL,CE,4.5,38
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,February 2018,NL,CE,3.944444444,18
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,February 2017,NL,CE,4.75,16
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,March 2017,NL,CE,5,21
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,April 2017,NL,CE,4.84,25
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,May 2017,NL,CE,4.809523810,21
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,June 2017,NL,CE,4.866666667,30
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,July 2017,NL,CE,4.789473684,19
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,August 2017,NL,CE,5,44
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,September 2017,NL,CE,5,18
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,October 2017,NL,CE,5,5
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.555555556,9
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.736842105,19
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.793103448,29
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.857142857,21
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,February 2017,NL,CE,4.833333333,24
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,March 2017,NL,CE,4.333333333,24
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,April 2017,NL,CE,4.230769231,26
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,May 2017,NL,CE,4.692307692,26
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,June 2017,NL,CE,4.272727273,33
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,July 2017,NL,CE,4.666666667,36
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,August 2017,NL,CE,4.317073171,41
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,September 2017,NL,CE,4.217391304,46
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,October 2017,NL,CE,4.625,8
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,November 2017,NL,CE,4.347826087,23
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,December 2017,NL,CE,4.388888889,18
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,January 2018,NL,CE,4.454545455,33
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,February 2018,NL,CE,4.5,26
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,March 2017,NL,CE,5,14
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,April 2017,NL,CE,5,16
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,May 2017,NL,CE,4.428571429,35
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,June 2017,NL,CE,4.878787879,33
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,July 2017,NL,CE,4.904761905,42
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,August 2017,NL,CE,4.864406780,59
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,September 2017,NL,CE,5,40
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.9,10
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.916666667,24
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.636363636,22
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.714285714,35
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.8125,32
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,September 2017,NL,CE,4.868852459,61
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.923076923,13
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.710526316,38
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.838709677,31
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.816326531,49
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.725,40
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,February 2017,NL,CE,5,16
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,March 2017,NL,CE,4.777777778,18
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,April 2017,NL,CE,5,18
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,May 2017,NL,CE,4.2,10
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,June 2017,NL,CE,4.636363636,22
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,July 2017,NL,CE,4.428571429,21
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,August 2017,NL,CE,4.68,25
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,September 2017,NL,CE,4.714285714,14
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,5,2
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.714285714,7
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,4.333333333,6
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.894736842,19
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.625,8
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,February 2017,NL,CE,4.661016949,59
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,March 2017,NL,CE,4.488372093,86
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,April 2017,NL,CE,4.714285714,42
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,May 2017,NL,CE,4.636363636,55
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,June 2017,NL,CE,4.884057971,69
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,July 2017,NL,CE,4.4,60
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,August 2017,NL,CE,4.529411765,68
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,September 2017,NL,CE,4.478260870,69
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,October 2017,NL,CE,4.45,20
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,November 2017,NL,CE,4.487804878,41
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,December 2017,NL,CE,4.515151515,33
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,January 2018,NL,CE,4.442622951,61
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,February 2018,NL,CE,4.571428571,56
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,February 2017,NL,CE,4.777777778,18
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,March 2017,NL,CE,4.058823529,17
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,April 2017,NL,CE,4.466666667,15
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,May 2017,NL,CE,4.555555556,18
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,June 2017,NL,CE,5,21
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,July 2017,NL,CE,5,13
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,August 2017,NL,CE,4.166666667,24
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,September 2017,NL,CE,4.333333333,18
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,5,1
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.5,14
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,3.846153846,13
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.75,8
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.2,10
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,February 2017,NL,CE,4.753086420,81
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,March 2017,NL,CE,4.75,80
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,April 2017,NL,CE,4.831932773,119
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,May 2017,NL,CE,4.558823529,136
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,June 2017,NL,CE,4.636363636,121
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,July 2017,NL,CE,4.641379310,145
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,August 2017,NL,CE,4.640718563,167
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,September 2017,NL,CE,4.678571429,112
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,4.518518519,27
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.675675676,74
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,4.739130435,92
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.743055556,144
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.602150538,93
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,February 2017,NL,CE,4.428571429,21
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,March 2017,NL,CE,4.666666667,36
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,April 2017,NL,CE,4.555555556,36
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,May 2017,NL,CE,4.609756098,41
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,June 2017,NL,CE,4.6,30
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,July 2017,NL,CE,4.741935484,31
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,August 2017,NL,CE,4.591836735,49
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,September 2017,NL,CE,4.444444444,36
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,4.272727273,11
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.526315789,19
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,4.526315789,19
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.5,34
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.5,38
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,February 2017,NL,CE,4.7,40
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,March 2017,NL,CE,4.777777778,36
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,April 2017,NL,CE,4.783783784,37
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,May 2017,NL,CE,5,29
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,June 2017,NL,CE,4.9,40
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,July 2017,NL,CE,4.904761905,42
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,August 2017,NL,CE,4.904761905,42
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,September 2017,NL,CE,5,26
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,4.9,10
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.75,20
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,4.904761905,21
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.702702703,37
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.714285714,21
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,February 2017,NL,CE,5,11
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,March 2017,NL,CE,5,11
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,April 2017,NL,CE,4.529411765,17
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,May 2017,NL,CE,4.75,16
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,June 2017,NL,CE,4.8,20
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,July 2017,NL,CE,5,15
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,August 2017,NL,CE,4.555555556,9
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,September 2017,NL,CE,5,15
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,5,2
Non-Prog,IN035 NIELSEN HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.9,10
