CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. TIMELY_SCORE,Count of TIMELY_SCORE
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,June 2017,NL,CE,0.848,125
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,July 2017,NL,CE,0.8,120
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,August 2017,NL,CE,0.79,100
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,September 2017,NL,CE,0.717171717,99
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,October 2017,NL,CE,0.730769231,26
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,November 2017,NL,CE,0.82,100
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,December 2017,NL,CE,0.850574713,87
Non-Prog,IL072 WORLD HYUNDAI MATTESON,Non-Prog,CE2,January 2018,NL,CE,0.933333333,30
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,January 2017,NL,CE,0.9,70
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,February 2017,NL,CE,0.865853659,82
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,March 2017,NL,CE,0.875,72
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,April 2017,NL,CE,0.846153846,52
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,May 2017,NL,CE,0.719512195,82
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,June 2017,NL,CE,0.723404255,94
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,July 2017,NL,CE,0.759036145,83
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,August 2017,NL,CE,0.636363636,11
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,September 2017,NL,CE,0.818181818,33
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,October 2017,NL,CE,1,18
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,November 2017,NL,CE,0.888888889,81
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,December 2017,NL,CE,0.964285714,56
Non-Prog,IL081 HAPPY HYUNDAI,Non-Prog,CE2,January 2018,NL,CE,0.8125,16
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,January 2017,NL,CE,0.927536232,138
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,February 2017,NL,CE,0.892215569,167
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,March 2017,NL,CE,0.923566879,157
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,April 2017,NL,CE,0.90625,96
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,May 2017,NL,CE,0.888888889,162
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,June 2017,NL,CE,0.856287425,167
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,July 2017,NL,CE,0.784946237,186
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,August 2017,NL,CE,0.708333333,48
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,September 2017,NL,CE,0.838095238,105
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,October 2017,NL,CE,0.868852459,61
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,November 2017,NL,CE,0.915254237,177
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,December 2017,NL,CE,0.950276243,181
Non-Prog,IL082 NAPLETON'S VALLEY HYUNDAI,Non-Prog,CE2,January 2018,NL,CE,0.891891892,37
Non-Prog,IL086 BRADLEY BOURBONNAIS HYUNDAI,Non-Prog,CE2,January 2017,NL,CE,1,18
Non-Prog,IL086 BRADLEY BOURBONNAIS HYUNDAI,Non-Prog,CE2,February 2017,NL,CE,1,19
Non-Prog,IL086 BRADLEY BOURBONNAIS HYUNDAI,Non-Prog,CE2,March 2017,NL,CE,0.956521739,23
Non-Prog,IL086 BRADLEY BOURBONNAIS HYUNDAI,Non-Prog,CE2,April 2017,NL,CE,1,14
Non-Prog,IL086 BRADLEY BOURBONNAIS HYUNDAI,Non-Prog,CE2,May 2017,NL,CE,0.9,10
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,July 2017,NL,CE,1,16
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,August 2017,NL,CE,0.791666667,24
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,September 2017,NL,CE,0.8,10
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,October 2017,NL,CE,1,2
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,November 2017,NL,CE,0.947368421,19
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,December 2017,NL,CE,0.75,8
Non-Prog,IL091 PHILLIPS HYUNDAI OF BRADLEY,Non-Prog,CE2,January 2018,NL,CE,1,3
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,January 2017,NL,CE,0.939393939,33
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,February 2017,NL,CE,0.964285714,56
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,March 2017,NL,CE,0.984126984,63
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,April 2017,NL,CE,1,50
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,May 2017,NL,CE,0.965517241,58
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,June 2017,NL,CE,0.987012987,77
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,July 2017,NL,CE,0.941176471,51
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,August 2017,NL,CE,0.965517241,87
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,September 2017,NL,CE,1,68
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,October 2017,NL,CE,1,17
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,November 2017,NL,CE,0.983870968,62
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,December 2017,NL,CE,1,50
Non-Prog,IN038 WEBB HYUNDAI,Non-Prog,CE2,January 2018,NL,CE,1,12
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,January 2017,NL,CE,0.882352941,17
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,February 2017,NL,CE,0.88,25
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,March 2017,NL,CE,0.952380952,21
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,April 2017,NL,CE,0.909090909,22
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,May 2017,NL,CE,0.769230769,13
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,June 2017,NL,CE,0.892857143,28
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,July 2017,NL,CE,0.944444444,36
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,August 2017,NL,CE,0.933333333,30
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,September 2017,NL,CE,0.904761905,21
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,October 2017,NL,CE,1,14
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,November 2017,NL,CE,1,23
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,December 2017,NL,CE,0.964285714,28
Non-Prog,IN045 WEBB HYUNDAI MERRILLVILLE,Non-Prog,CE2,January 2018,NL,CE,1,4
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,0.891304348,46
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,0.982456140,57
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,0.914893617,47
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,0.939393939,66
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,0.943181818,88
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,0.924050633,79
Non-Prog,IN003 BUTLER HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,0.85,20
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,0.944444444,36
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,1,33
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,0.942857143,35
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,1,31
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,0.939393939,33
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,0.92,50
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,0.914285714,35
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,0.932203390,59
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,0.95,40
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,0.923076923,13
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,0.953488372,43
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,0.948717949,39
Non-Prog,IN007 BOB ROHRMAN HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,1,7
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,0.974358974,39
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,0.914285714,35
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,0.972222222,36
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,0.947368421,38
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,0.977777778,45
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,1,38
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,0.954545455,44
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,0.925,40
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,0.96875,32
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,1,15
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,1,35
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,0.909090909,33
Non-Prog,IN018 BOB ROHRMAN INDY HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,1,10
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,0.958333333,48
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,1,43
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,0.973684211,38
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,0.962264151,53
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,1,69
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,0.962025316,79
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,0.929577465,71
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,0.9875,80
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,1,63
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,0.941176471,17
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,0.986301370,73
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,0.966101695,59
Non-Prog,IN028 RAY SKILLMAN SOUTHSIDE HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,1,15
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,0.763157895,38
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,0.951219512,41
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,0.953488372,43
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,0.888888889,63
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,0.9125,80
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,0.847222222,72
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,0.853333333,75
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,0.929577465,71
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,0.944444444,72
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,1,16
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,0.980392157,51
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,0.909090909,66
Non-Prog,IN036 RAY SKILLMAN WESTSIDE HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,0.9375,16
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,1,10
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,0.818181818,11
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,0.8125,16
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,0.833333333,12
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,0.833333333,12
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,0.8125,16
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,0.95,20
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,0.958333333,24
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,0.882352941,17
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,1,5
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,0.85,20
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,0.888888889,18
Non-Prog,IN037 BOB POYNTER HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,1,3
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,0.966666667,30
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,0.916666667,24
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,0.935483871,31
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,0.9,40
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,1,45
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,0.953488372,43
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,0.958333333,48
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,0.956521739,69
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,0.985294118,68
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,0.944444444,18
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,0.95,60
Non-Prog,IN043 TERRY LEE HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,0.902439024,41
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,0.823529412,17
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,0.944444444,18
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,0.942857143,35
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,0.892857143,28
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,0.911764706,34
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,0.974358974,39
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,1,30
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,0.933333333,45
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,0.956521739,23
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,1,11
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,0.909090909,33
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,1,30
Non-Prog,IN044 ANDY MOHR HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,1,3
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,0.777777778,9
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,1,8
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,1,13
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,1,6
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,0.916666667,12
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,0.909090909,11
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,0.727272727,11
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,1,13
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,1,5
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,1,3
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,0.909090909,11
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,1,10
Non-Prog,IN046 DELLEN HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,1,2
Non-Prog,IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,1,2
Non-Prog,IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,0.935483871,31
Non-Prog,IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,1,37
Non-Prog,IN047 RAY SKILLMAN AVON HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,1,3
Non-Prog,IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,December 2017,NL,CE,0.931297710,131
Non-Prog,IN048 NAPLETON HYUNDAI OF CARMEL,Non-Prog,CE3,January 2018,NL,CE,0.888888889,36
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,1,36
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,0.930232558,43
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,0.936170213,47
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,0.970588235,34
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,0.976190476,42
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,0.957446809,47
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,0.973684211,38
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,0.984848485,66
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,0.977272727,44
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,1,12
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,0.962264151,53
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,1,46
Non-Prog,KY012 KERRY HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,1,7
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,January 2017,NL,CE,0.946428571,56
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,February 2017,NL,CE,0.933333333,45
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,March 2017,NL,CE,0.90625,64
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,April 2017,NL,CE,0.979591837,49
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,May 2017,NL,CE,0.928571429,42
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,June 2017,NL,CE,0.918032787,61
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,July 2017,NL,CE,0.904761905,63
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,August 2017,NL,CE,0.883333333,60
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,September 2017,NL,CE,0.910714286,56
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,October 2017,NL,CE,1,12
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,November 2017,NL,CE,0.928571429,56
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,December 2017,NL,CE,0.976744186,43
Non-Prog,KY013 KERRY HYUNDAI OF FLORENCE,Non-Prog,CE3,January 2018,NL,CE,0.923076923,13
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,January 2017,NL,CE,0.844155844,77
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,February 2017,NL,CE,0.96875,96
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,March 2017,NL,CE,0.866666667,105
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,April 2017,NL,CE,0.942528736,87
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,May 2017,NL,CE,0.940476190,84
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,June 2017,NL,CE,0.861111111,108
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,July 2017,NL,CE,0.932203390,118
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,August 2017,NL,CE,0.929824561,114
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,September 2017,NL,CE,0.933333333,90
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,October 2017,NL,CE,1,21
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,November 2017,NL,CE,0.915789474,95
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,December 2017,NL,CE,0.936842105,95
Non-Prog,OH001 SUPERIOR HYUNDAI NORTH,Non-Prog,CE3,January 2018,NL,CE,1,11
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,January 2017,NL,CE,0.923076923,104
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,February 2017,NL,CE,0.910714286,112
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,March 2017,NL,CE,0.898305085,118
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,April 2017,NL,CE,0.941747573,103
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,May 2017,NL,CE,0.930693069,101
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,June 2017,NL,CE,0.941176471,136
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,July 2017,NL,CE,0.925619835,121
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,August 2017,NL,CE,0.917293233,133
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,September 2017,NL,CE,0.932203390,118
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,October 2017,NL,CE,0.92,25
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,November 2017,NL,CE,0.954545455,110
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,December 2017,NL,CE,0.974358974,117
Non-Prog,OH018 COLUMBIA HYUNDAI,Non-Prog,CE3,January 2018,NL,CE,0.769230769,13
