DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,Gr Profit - CP,Cp Gross,Cp Sales
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.706560302,33657,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.706034771,33788,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.713371007,31307,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.708850761,32308,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.682631992,31341,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.724948359,31586,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.948208213,7250,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.718189296,27939,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.645769810,35157,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.753749185,31212,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.677169045,26006,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.656167109,23748,
IL003 LOREN HYUNDAI,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.646573604,20380,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.598975358,25838,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.598317337,33851,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.605671343,32722,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.598727579,31244,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.624498106,33129,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.624834899,33115,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.564035223,3651,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.619340916,41328,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.620802816,39159,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.606037599,33526,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.655560615,41752,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.659908260,34240,
IL044 GREGORY HYUNDAI,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.677456182,30264,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.659643187,34312,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.635462951,33609,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.704597283,42638,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.696802293,36957,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.695426890,41606,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.738641008,43373,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.707327569,36160,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.748106061,31995,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.717036894,37121,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.750003252,57664,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.730608679,45156,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.713435051,39418,
IL054 GURNEE HYUNDAI,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.735523078,29290,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.669309306,45758,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.654493414,49392,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.650373010,52569,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.664563014,45175,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.689058729,56529,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.706397504,55253,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.676059956,44743,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.687002653,43771,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.670166923,54120,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.635827021,45241,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.638541593,35955,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.601902612,44796,
IL068 ELGIN HYUNDAI,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.630722706,39002,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.662307571,75462,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.670502327,92648,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.679289150,80347,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.680097282,91722,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.659370279,76814,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.701510492,77559,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.681687790,84123,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.679934895,79789,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.657294368,73007,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.669631714,84239,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.669250116,75039,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.666031643,98590,
IL069 PATRICK HYUNDAI,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.664767974,74692,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.734584330,32844,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.703803792,34378,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.735423464,36288,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.740584765,46074,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.708056662,28791,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.780395615,49552,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.743619609,50436,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.737981146,42352,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.748815007,44708,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.734400763,36969,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.748077747,36679,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.731549726,37816,
IL073 MCGRATH CITY HYUNDAI,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.757361602,36651,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.692187538,57165,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.697398483,63185,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.676680831,47616,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.681291144,66338,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.690653151,64862,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.668785488,53238,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.936535163,546,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.674309611,46760,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.686421973,68728,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.681671251,67904,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.684592438,57833,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.680408243,59467,
IL076 WILKINS HYUNDAI,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.677829639,68109,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.604596384,37988,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.582875172,37318,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.600947596,35641,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.623542836,40438,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.665269597,52857,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.656307776,40823,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.631822882,50712,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.639419312,53075,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.611878356,43641,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.617185970,47282,
IL077 GROSSINGER HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.618160954,45250,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.675131084,24593,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.681930716,36634,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.671993753,25818,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.651277873,32771,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.678526572,32954,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.687806561,27905,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.674111231,32387,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.659944956,24938,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.667348946,25105,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.654116493,24010,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.693318643,26430,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.691362744,27127,
IL079 KNAUZ HYUNDAI,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.671895917,16061,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.704488826,36756,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.656539333,40561,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.707550259,43220,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.664186326,39810,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.686835211,43522,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.713125083,48101,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.738303070,51679,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.676834082,47153,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.700462981,54012,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.778644727,60475,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.731681497,47691,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.740273164,50135,
IL080 GERALD HYUNDAI,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.729628755,49409,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.826845377,42566,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.814802265,57710,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.823966942,46859,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.824165510,62344,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.808430549,51974,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.829761390,49867,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.826904793,56533,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.819182745,47171,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.808410239,58077,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.818693572,53229,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.815110882,56898,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.814275748,51358,
IL085 AUTONATION HYUNDAI O'HARE,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.817442584,35486,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.760252790,39578,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.763535088,54282,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.770497058,60098,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.775316701,60101,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.785576618,69291,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.743938020,68080,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.748939314,75022,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.800121891,66955,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.764863763,67539,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.794283973,65171,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.769642216,64319,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.749114192,72306,
IL087 ROSEN HYUNDAI,Non-Prog,CE1,Cp Gross,February 2018,NL,CE,0.751319324,55666,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,February 2017,NL,CE,0.626745099,39102,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,March 2017,NL,CE,0.616357269,42067,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,April 2017,NL,CE,0.619329204,26498,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,May 2017,NL,CE,0.636031028,36159,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,June 2017,NL,CE,0.610850831,46286,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,July 2017,NL,CE,0.576207819,35756,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,August 2017,NL,CE,0.578230643,36347,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,September 2017,NL,CE,0.595684115,34947,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,October 2017,NL,CE,0.635637201,36989,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,November 2017,NL,CE,0.636762822,40749,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,December 2017,NL,CE,0.659389730,45186,
IL089 GROSSINGER HYUNDAI PALATINE,Non-Prog,CE1,Cp Gross,January 2018,NL,CE,0.662846899,46217,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,February 2017,NL,CE,0.656346749,8692,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,March 2017,NL,CE,0.662961316,8946,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,April 2017,NL,CE,0.696530106,9555,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,May 2017,NL,CE,0.681442658,7671,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,June 2017,NL,CE,0.658021907,4085,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,July 2017,NL,CE,0.675680934,6946,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,August 2017,NL,CE,0.663972286,575,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,September 2017,NL,CE,0.614637613,2595,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,October 2017,NL,CE,0.675017593,9592,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,November 2017,NL,CE,0.691948785,12754,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,December 2017,NL,CE,0.674428986,9065,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,January 2018,NL,CE,0.669856215,13091,
IL051 ROGERS HYUNDAI,Non-Prog,CE2,Cp Gross,February 2018,NL,CE,0.670688826,18120,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,February 2017,NL,CE,0.600856747,33383,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,March 2017,NL,CE,0.557011978,32041,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,April 2017,NL,CE,0.581753618,32438,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,May 2017,NL,CE,0.597102794,41178,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,June 2017,NL,CE,0.497276292,28664,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,July 2017,NL,CE,0.740868719,30446,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,August 2017,NL,CE,0.475198258,9168,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,September 2017,NL,CE,0.766964669,23249,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,October 2017,NL,CE,0.493336072,21617,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,November 2017,NL,CE,0.514590675,20297,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,December 2017,NL,CE,0.568772098,26060,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,January 2018,NL,CE,0.634227779,36470,
IL052 PUGI HYUNDAI,Non-Prog,CE2,Cp Gross,February 2018,NL,CE,0.628364167,29278,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,February 2017,NL,CE,0.670927846,48390,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,March 2017,NL,CE,0.692062968,62867,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,April 2017,NL,CE,0.689748141,51678,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,May 2017,NL,CE,0.695791097,69465,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,June 2017,NL,CE,0.693694827,60665,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,July 2017,NL,CE,0.696128533,54896,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,August 2017,NL,CE,0.689301885,59677,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,September 2017,NL,CE,0.679072377,47203,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,October 2017,NL,CE,0.686329098,65576,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,November 2017,NL,CE,0.690509182,70762,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,December 2017,NL,CE,0.663446880,51788,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,January 2018,NL,CE,0.684418358,63783,
IL059 D'ARCY HYUNDAI,Non-Prog,CE2,Cp Gross,February 2018,NL,CE,0.681163153,58187,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,February 2017,NL,CE,0.578255846,64564,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,March 2017,NL,CE,0.573451586,82569,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,April 2017,NL,CE,0.618184064,85085,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,May 2017,NL,CE,0.626604611,90743,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,June 2017,NL,CE,0.602103487,84212,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,July 2017,NL,CE,0.649515244,79589,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,August 2017,NL,CE,0.633112674,73260,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,September 2017,NL,CE,0.554640552,62300,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,October 2017,NL,CE,0.589473523,76786,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,November 2017,NL,CE,0.580690571,65589,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,December 2017,NL,CE,0.521229625,50172,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,January 2018,NL,CE,0.595159067,58275,
IL063 FAMILY HYUNDAI,Non-Prog,CE2,Cp Gross,February 2018,NL,CE,0.539484316,51408,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,February 2017,NL,CE,0.643394965,59644,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,March 2017,NL,CE,0.615505488,54447,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,April 2017,NL,CE,0.619580403,53660,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,May 2017,NL,CE,0.631203142,61880,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,June 2017,NL,CE,0.645309681,50782,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,July 2017,NL,CE,0.652822246,51178,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,August 2017,NL,CE,0.898133986,5872,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,September 2017,NL,CE,0.651664955,22212,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,October 2017,NL,CE,0.627746820,57791,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,November 2017,NL,CE,0.634412613,57821,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,December 2017,NL,CE,0.615642750,44764,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,January 2018,NL,CE,0.608482165,49197,
IL066 ETTLESON HYUNDAI,Non-Prog,CE2,Cp Gross,February 2018,NL,CE,0.727989852,55095,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,February 2017,NL,CE,0.619377748,18315,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,March 2017,NL,CE,0.675973025,29369,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,April 2017,NL,CE,0.687084682,32260,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,May 2017,NL,CE,0.670409328,21734,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,June 2017,NL,CE,0.709829791,26148,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,July 2017,NL,CE,0.667587133,17890,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,August 2017,NL,CE,0.573679654,3313,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,September 2017,NL,CE,0.663743327,12185,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,October 2017,NL,CE,0.682563447,18692,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,November 2017,NL,CE,0.680809113,18646,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,December 2017,NL,CE,0.683264980,18826,
IL071 NAPLETON'S HYUNDAI,Non-Prog,CE2,Cp Gross,January 2018,NL,CE,0.704200156,27161,
