DEALER,DEALER PROGRAM,DIST,Measure Names,"Month, Year of Rpt Month_Cal",NATL,REGION CODE,Gr Profit - CP,Cp Gross,Cp Sales
TX090 GENE MESSER HYUNDAI,Non-Prog,SC7,Cp Gross,December 2017,NL,SC,0.649672575,18949,
TX090 GENE MESSER HYUNDAI,Non-Prog,SC7,Cp Gross,January 2018,NL,SC,0.693891081,21979,
TX090 GENE MESSER HYUNDAI,Non-Prog,SC7,Cp Gross,February 2018,NL,SC,0.714801830,26710,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,March 2017,NL,SC,0.647620563,8138,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,April 2017,NL,SC,0.782943251,7326,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,May 2017,NL,SC,0.793167128,9449,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,June 2017,NL,SC,0.771302428,6988,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,July 2017,NL,SC,0.811323376,11679,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,August 2017,NL,SC,0.802503070,13722,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,September 2017,NL,SC,0.798177949,12003,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,October 2017,NL,SC,0.824567272,9861,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,November 2017,NL,SC,0.831078506,8723,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,December 2017,NL,SC,0.817798511,9116,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,January 2018,NL,SC,0.738185255,7029,
TX098 STAR HYUNDAI,Non-Prog,SC7,Cp Gross,February 2018,NL,SC,0.846709470,7385,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,February 2017,NL,SC,0.786651416,80465,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,March 2017,NL,SC,0.791481956,91413,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,April 2017,NL,SC,0.802143340,80763,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,May 2017,NL,SC,0.787672028,81387,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,June 2017,NL,SC,0.771182596,76499,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,July 2017,NL,SC,0.770099585,55910,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,August 2017,NL,SC,0.767025886,55232,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,September 2017,NL,SC,0.750572928,50765,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,October 2017,NL,SC,0.767924424,55438,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,November 2017,NL,SC,0.766122766,51272,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,December 2017,NL,SC,0.744007166,52329,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,January 2018,NL,SC,0.757407002,48418,
TX100 HYUNDAI OF EL PASO,Prog,SC7,Cp Gross,February 2018,NL,SC,0.778146491,51823,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,February 2017,NL,SC,0.792593978,8476,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,March 2017,NL,SC,0.803682643,8904,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,April 2017,NL,SC,0.772498743,9219,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,May 2017,NL,SC,0.806298615,12750,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,June 2017,NL,SC,0.803540923,15522,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,July 2017,NL,SC,0.806365031,16824,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,August 2017,NL,SC,0.808569585,21305,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,September 2017,NL,SC,0.813786650,15654,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,October 2017,NL,SC,0.798820840,19917,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,November 2017,NL,SC,0.803395889,9889,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,December 2017,NL,SC,0.805856833,13374,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,January 2018,NL,SC,0.813583420,14878,
TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,Cp Gross,February 2018,NL,SC,0.802034235,9699,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,February 2017,NL,SC,0.809016787,8434,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,March 2017,NL,SC,0.859734723,18149,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,April 2017,NL,SC,0.826603587,15026,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,May 2017,NL,SC,0.834456208,13005,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,June 2017,NL,SC,0.785102680,11278,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,July 2017,NL,SC,0.778848752,8646,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,August 2017,NL,SC,0.791400412,14614,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,September 2017,NL,SC,0.775742383,8046,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,October 2017,NL,SC,0.754424484,11339,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,November 2017,NL,SC,0.819367089,12946,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,December 2017,NL,SC,0.783655843,9436,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,January 2018,NL,SC,0.794524692,10506,
TX152 AMARILLO HYUNDAI,Non-Prog,SC7,Cp Gross,February 2018,NL,SC,0.809513176,14500,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.817142123,6359,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.796348315,5103,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.793103448,3864,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.812478296,7019,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.841338332,11894,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.865497076,4144,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.880755303,3405,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.859182996,2587,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.899004019,5145,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.894273128,4669,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.906434566,2916,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.899821906,4042,
LA007 M&M HYUNDAI,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.885069444,5098,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.687093779,14800,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.713922421,22178,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.708293794,18660,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.697492264,21639,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.714411635,21073,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.702497057,16711,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.724162208,15429,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.726422362,19803,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.689321972,16907,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.693593451,14150,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.808100570,19413,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.711900256,19185,
LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.698482956,19568,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.8,5360,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.726275992,5763,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.721046892,6612,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.734327735,7040,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.745605655,7805,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.725074904,7018,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.741864220,8731,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.715548456,6719,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.768480550,6934,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.738233111,4972,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.806693712,3977,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.830206634,6107,
LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.846860081,6918,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.682634487,50289,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.716158474,76427,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.773694888,54154,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.811333454,62682,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.950602031,87713,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.708224661,54852,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.732686741,63532,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.773078556,63721,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.891951111,70424,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.741907980,69611,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.875799759,65431,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.766219371,64980,
TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.772956523,62989,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.663465688,6149,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.669434106,7015,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.590526644,3790,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.593018536,4383,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.638878143,3303,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.668400842,5396,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.615974245,4018,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.556969346,3852,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.615071973,3632,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.614734300,3054,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.613060142,4159,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.672,2940,
TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.664527091,3520,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.642534482,10668,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.806397082,18127,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.819309241,12288,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.690883704,15339,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.809098962,12787,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.841085271,10850,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.825344714,12570,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.852967807,16957,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.831862911,9806,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.798484724,9696,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.838413458,10865,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.859534347,13401,
TX118 ORR HYUNDAI,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.861296473,12649,
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.718884921,26974,
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.707970134,39635,
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.691292087,32358,
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.751348382,45135,
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.737996931,40395,
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.792911770,42508,
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.796187107,44561,
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.791755192,46210,
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.724287693,34521,
TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.745351300,32027,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.724582451,46203,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.726177392,52857,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.721454948,44350,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.724875845,50065,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.743180535,60538,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.734269426,55640,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.728678355,57731,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.724958166,52421,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.711224343,49551,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.714285714,56940,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.719612835,65574,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.698221004,54751,
TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.701429817,53914,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.797779651,11354,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.778445058,14388,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.789849558,13493,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.771430183,13679,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.792885175,12526,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.798275934,19169,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.789094722,11288,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.791582430,12921,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.781781476,12779,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.780274479,10973,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.788326577,18085,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.777321669,11551,
TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.773219170,13004,
TX159 YOUNG HYUNDAI,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.915185117,19973,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.829011870,26889,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.820152777,33176,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.824902370,27249,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.852248661,34205,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.868594388,39561,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.802740101,29296,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.857641583,35376,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.851984867,31077,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.847569180,28975,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.861687642,41766,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.873126810,27734,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.873815250,30885,
TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.878535185,22335,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.162020335,988,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.462151394,5336,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.669295621,4922,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.591383522,5326,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.581189711,5784,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.664272560,7214,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,-0.010073260,-33,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.321961620,1661,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.563253012,5049,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.734949414,7337,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.363869619,3829,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.600412610,9313,
TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.554359204,3707,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,February 2017,NL,SC,0.780264103,14122,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,March 2017,NL,SC,0.753548106,17309,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.755415267,13043,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.783875302,14584,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.751068710,14407,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.767562533,11538,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.759228764,11065,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.730428360,9890,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.717865278,13236,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.809810172,11177,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.776435856,11572,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.787792908,11397,
TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.778309180,21644,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,April 2017,NL,SC,0.832536573,23162,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,May 2017,NL,SC,0.807911248,19444,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,June 2017,NL,SC,0.697984764,25838,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,July 2017,NL,SC,0.742937194,25456,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,August 2017,NL,SC,0.756456695,25687,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,September 2017,NL,SC,0.757210106,25415,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,October 2017,NL,SC,0.746699132,21773,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,November 2017,NL,SC,0.755190768,18586,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,December 2017,NL,SC,0.698782510,17276,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,January 2018,NL,SC,0.689779360,16663,
TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,Cp Gross,February 2018,NL,SC,0.644079738,15541,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,February 2017,NL,SC,0.725422195,4811,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,March 2017,NL,SC,0.731888545,4728,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,April 2017,NL,SC,0.719091948,4403,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,May 2017,NL,SC,0.754373928,4398,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,June 2017,NL,SC,0.517257463,3327,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,July 2017,NL,SC,0.750686544,3827,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,August 2017,NL,SC,0.762476494,5271,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,September 2017,NL,SC,0.783042789,4941,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,October 2017,NL,SC,0.808606081,4867,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,November 2017,NL,SC,0.766766339,3590,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,December 2017,NL,SC,0.790822009,3550,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,January 2018,NL,SC,0.785540409,3227,
OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,Cp Gross,February 2018,NL,SC,0.801835726,3407,
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Cp Gross,February 2017,NL,SC,0.761389913,12183,
TX056 PATTERSON HYUNDAI,Non-Prog,SCB,Cp Gross,March 2017,NL,SC,0.767993567,19100,
