CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. RECO_BRAND_SCORE,Count of RECO_BRAND_SCORE
Non-Prog,IA009 EDWARDS HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.5875,80
Non-Prog,IA017 WOODHOUSE HYUNDAI OF SIOUX CIT,Non-Prog,CEB,October 2017,NL,CE,5,3
Non-Prog,IA017 WOODHOUSE HYUNDAI OF SIOUX CIT,Non-Prog,CEB,November 2017,NL,CE,4.916666667,12
Non-Prog,IA017 WOODHOUSE HYUNDAI OF SIOUX CIT,Non-Prog,CEB,December 2017,NL,CE,4.7,10
Non-Prog,IA017 WOODHOUSE HYUNDAI OF SIOUX CIT,Non-Prog,CEB,January 2018,NL,CE,4.428571429,7
Non-Prog,IA017 WOODHOUSE HYUNDAI OF SIOUX CIT,Non-Prog,CEB,February 2018,NL,CE,4.4,10
Non-Prog,KS009 NOLLER HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,4.142857143,7
Non-Prog,KS009 NOLLER HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,4.538461538,13
Non-Prog,KS009 NOLLER HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.409090909,22
Non-Prog,KS009 NOLLER HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.458333333,24
Non-Prog,KS009 NOLLER HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.409090909,22
Non-Prog,KS010 MCCARTHY OLATHE HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,4.55,20
Non-Prog,KS010 MCCARTHY OLATHE HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,4.762711864,59
Non-Prog,KS010 MCCARTHY OLATHE HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.615384615,52
Non-Prog,KS010 MCCARTHY OLATHE HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.663793103,116
Non-Prog,KS010 MCCARTHY OLATHE HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.711111111,90
Non-Prog,KS011 LAIRD NOLLER HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,4,5
Non-Prog,KS011 LAIRD NOLLER HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,3.916666667,12
Non-Prog,KS011 LAIRD NOLLER HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.5,8
Non-Prog,KS011 LAIRD NOLLER HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.111111111,18
Non-Prog,KS011 LAIRD NOLLER HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.789473684,19
Non-Prog,KS015 SHAWNEE MISSION HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,4.433333333,30
Non-Prog,KS015 SHAWNEE MISSION HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,4.296296296,54
Non-Prog,KS015 SHAWNEE MISSION HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.395833333,48
Non-Prog,KS015 SHAWNEE MISSION HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.283464567,127
Non-Prog,KS015 SHAWNEE MISSION HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.303370787,89
Non-Prog,KS016 FLINT HILLS HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,5,3
Non-Prog,KS016 FLINT HILLS HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,4.75,4
Non-Prog,KS016 FLINT HILLS HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.5,6
Non-Prog,KS016 FLINT HILLS HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.5625,16
Non-Prog,KS016 FLINT HILLS HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.444444444,9
Non-Prog,MO006 NORTHTOWNE HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,4.647058824,17
Non-Prog,MO006 NORTHTOWNE HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,4.724137931,58
Non-Prog,MO006 NORTHTOWNE HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.681818182,44
Non-Prog,MO006 NORTHTOWNE HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.875,96
Non-Prog,MO006 NORTHTOWNE HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.818181818,66
Non-Prog,MO029 MCCARTHY HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,4.571428571,28
Non-Prog,MO029 MCCARTHY HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,4.489795918,49
Non-Prog,MO029 MCCARTHY HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.661016949,59
Non-Prog,MO029 MCCARTHY HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.527559055,127
Non-Prog,MO029 MCCARTHY HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.702702703,74
Non-Prog,MO031 CAR CITY HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,4.75,4
Non-Prog,MO031 CAR CITY HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,4.875,8
Non-Prog,MO031 CAR CITY HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.8,10
Non-Prog,MO031 CAR CITY HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.647058824,17
Non-Prog,MO031 CAR CITY HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.8,10
Non-Prog,NE005 SID DILLON HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,4.9,10
Non-Prog,NE005 SID DILLON HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,4.62,50
Non-Prog,NE005 SID DILLON HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.791666667,48
Non-Prog,NE005 SID DILLON HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.638888889,72
Non-Prog,NE005 SID DILLON HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.620689655,58
Non-Prog,NE008 TODD ARCHER HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,4.714285714,14
Non-Prog,NE008 TODD ARCHER HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,4.666666667,33
Non-Prog,NE008 TODD ARCHER HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.678571429,28
Non-Prog,NE008 TODD ARCHER HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.71875,64
Non-Prog,NE008 TODD ARCHER HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.65,40
Non-Prog,NE009 TOM DINSDALE HYUNDAI,Non-Prog,CEB,October 2017,NL,CE,5,1
Non-Prog,NE009 TOM DINSDALE HYUNDAI,Non-Prog,CEB,November 2017,NL,CE,4.444444444,9
Non-Prog,NE009 TOM DINSDALE HYUNDAI,Non-Prog,CEB,December 2017,NL,CE,4.4,10
Non-Prog,NE009 TOM DINSDALE HYUNDAI,Non-Prog,CEB,January 2018,NL,CE,4.428571429,14
Non-Prog,NE009 TOM DINSDALE HYUNDAI,Non-Prog,CEB,February 2018,NL,CE,4.727272727,11
Non-Prog,NE011 WOODHOUSE HYUNDAI OF OMAHA,Non-Prog,CEB,October 2017,NL,CE,4.222222222,27
Non-Prog,NE011 WOODHOUSE HYUNDAI OF OMAHA,Non-Prog,CEB,November 2017,NL,CE,4.490566038,53
Non-Prog,NE011 WOODHOUSE HYUNDAI OF OMAHA,Non-Prog,CEB,December 2017,NL,CE,4.641025641,39
Non-Prog,NE011 WOODHOUSE HYUNDAI OF OMAHA,Non-Prog,CEB,January 2018,NL,CE,4.469135802,81
Non-Prog,NE011 WOODHOUSE HYUNDAI OF OMAHA,Non-Prog,CEB,February 2018,NL,CE,4.354166667,48
Non-Prog,IL014 AUFFENBERG HYUNDAI,Non-Prog,CEC,October 2017,NL,CE,4.642857143,28
Non-Prog,IL014 AUFFENBERG HYUNDAI,Non-Prog,CEC,November 2017,NL,CE,4.590909091,66
Non-Prog,IL014 AUFFENBERG HYUNDAI,Non-Prog,CEC,December 2017,NL,CE,4.338983051,59
Non-Prog,IL014 AUFFENBERG HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,4.592307692,130
Non-Prog,IL014 AUFFENBERG HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,4.7625,80
Non-Prog,IL026 WATERMARK HYUNDAI OF MARION,Non-Prog,CEC,October 2017,NL,CE,4.6,10
Non-Prog,IL026 WATERMARK HYUNDAI OF MARION,Non-Prog,CEC,November 2017,NL,CE,4.65,20
Non-Prog,IL026 WATERMARK HYUNDAI OF MARION,Non-Prog,CEC,December 2017,NL,CE,4.666666667,24
Non-Prog,IL026 WATERMARK HYUNDAI OF MARION,Non-Prog,CEC,January 2018,NL,CE,4.490909091,55
Non-Prog,IL026 WATERMARK HYUNDAI OF MARION,Non-Prog,CEC,February 2018,NL,CE,4.756097561,41
Non-Prog,IL092 KUNES COUNTRY HYUNDAI OF QUINC,Non-Prog,CEC,October 2017,NL,CE,4.285714286,7
Non-Prog,IL092 KUNES COUNTRY HYUNDAI OF QUINC,Non-Prog,CEC,November 2017,NL,CE,4.2,15
Non-Prog,IL092 KUNES COUNTRY HYUNDAI OF QUINC,Non-Prog,CEC,December 2017,NL,CE,4.588235294,17
Non-Prog,IL092 KUNES COUNTRY HYUNDAI OF QUINC,Non-Prog,CEC,January 2018,NL,CE,4.75,20
Non-Prog,IL092 KUNES COUNTRY HYUNDAI OF QUINC,Non-Prog,CEC,February 2018,NL,CE,4.727272727,22
Non-Prog,KY020 LINWOOD HYUNDAI,Non-Prog,CEC,October 2017,NL,CE,4,3
Non-Prog,KY020 LINWOOD HYUNDAI,Non-Prog,CEC,November 2017,NL,CE,4.5,8
Non-Prog,KY020 LINWOOD HYUNDAI,Non-Prog,CEC,December 2017,NL,CE,4.5,4
Non-Prog,KY020 LINWOOD HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,4.307692308,26
Non-Prog,KY020 LINWOOD HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,4.090909091,11
Non-Prog,MO011 DEAN TEAM HYUNDAI,Non-Prog,CEC,October 2017,NL,CE,4.6,25
Non-Prog,MO011 DEAN TEAM HYUNDAI,Non-Prog,CEC,November 2017,NL,CE,4.511627907,43
Non-Prog,MO011 DEAN TEAM HYUNDAI,Non-Prog,CEC,December 2017,NL,CE,4.557692308,52
Non-Prog,MO011 DEAN TEAM HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,4.551020408,98
Non-Prog,MO011 DEAN TEAM HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,4.597222222,72
Non-Prog,MO016 ST. CHARLES HYUNDAI,Non-Prog,CEC,October 2017,NL,CE,4.478260870,23
Non-Prog,MO016 ST. CHARLES HYUNDAI,Non-Prog,CEC,November 2017,NL,CE,4.836065574,61
Non-Prog,MO016 ST. CHARLES HYUNDAI,Non-Prog,CEC,December 2017,NL,CE,4.785714286,56
Non-Prog,MO016 ST. CHARLES HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,4.714285714,133
Non-Prog,MO016 ST. CHARLES HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,4.732558140,86
Non-Prog,MO030 SUNTRUP HYUNDAI,Non-Prog,CEC,October 2017,NL,CE,4.692307692,39
Non-Prog,MO030 SUNTRUP HYUNDAI,Non-Prog,CEC,November 2017,NL,CE,4.695121951,82
Non-Prog,MO030 SUNTRUP HYUNDAI,Non-Prog,CEC,December 2017,NL,CE,4.431034483,58
Non-Prog,MO030 SUNTRUP HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,4.474025974,154
Non-Prog,MO030 SUNTRUP HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,4.679245283,106
Non-Prog,MO035 MUNGENAST HYUNDAI,Non-Prog,CEC,October 2017,NL,CE,4.826086957,23
Non-Prog,MO035 MUNGENAST HYUNDAI,Non-Prog,CEC,November 2017,NL,CE,4.613333333,75
Non-Prog,MO035 MUNGENAST HYUNDAI,Non-Prog,CEC,December 2017,NL,CE,4.762711864,59
Non-Prog,MO035 MUNGENAST HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,4.259259259,27
Non-Prog,MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,October 2017,NL,CE,5,11
Non-Prog,MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,November 2017,NL,CE,4.7,20
Non-Prog,MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,December 2017,NL,CE,4.769230769,13
Non-Prog,MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,January 2018,NL,CE,4.588235294,34
Non-Prog,MO040 SUNTRUP HYUNDAI WENTZVILLE,Non-Prog,CEC,February 2018,NL,CE,4.733333333,30
Non-Prog,MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,October 2017,NL,CE,4.444444444,9
Non-Prog,MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,November 2017,NL,CE,4.444444444,18
Non-Prog,MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,December 2017,NL,CE,4.476190476,21
Non-Prog,MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,January 2018,NL,CE,4.676470588,34
Non-Prog,MO043 HYUNDAI OF JEFFERSON CITY,Non-Prog,CEC,February 2018,NL,CE,4.645161290,31
Non-Prog,MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,October 2017,NL,CE,4,2
Non-Prog,MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,November 2017,NL,CE,4.555555556,9
Non-Prog,MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,December 2017,NL,CE,5,4
Non-Prog,MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,January 2018,NL,CE,4.785714286,14
Non-Prog,MO044 AUFFENBERG HYUNDAI CAPE GIRARD,Non-Prog,CEC,February 2018,NL,CE,3.777777778,9
Non-Prog,MO045 JOE MACHENS HYUNDAI,Non-Prog,CEC,October 2017,NL,CE,4.75,16
Non-Prog,MO045 JOE MACHENS HYUNDAI,Non-Prog,CEC,November 2017,NL,CE,4.612903226,31
Non-Prog,MO045 JOE MACHENS HYUNDAI,Non-Prog,CEC,December 2017,NL,CE,4.404255319,47
Non-Prog,MO045 JOE MACHENS HYUNDAI,Non-Prog,CEC,January 2018,NL,CE,4.679487179,78
Non-Prog,MO045 JOE MACHENS HYUNDAI,Non-Prog,CEC,February 2018,NL,CE,4.638297872,47
Non-Prog,MI007 GLASSMAN HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.555555556,18
Non-Prog,MI007 GLASSMAN HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.476190476,42
Non-Prog,MI007 GLASSMAN HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.771428571,35
Non-Prog,MI007 GLASSMAN HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.739130435,69
Non-Prog,MI007 GLASSMAN HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.511627907,43
Non-Prog,MI027 LAFONTAINE HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.636363636,11
Non-Prog,MI027 LAFONTAINE HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.363636364,33
Non-Prog,MI027 LAFONTAINE HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.421052632,19
Non-Prog,MI027 LAFONTAINE HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.475,40
Non-Prog,MI027 LAFONTAINE HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.227272727,22
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.583333333,12
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.882352941,34
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.611111111,18
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.731707317,41
Non-Prog,MI028 ELHART HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.611111111,18
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.666666667,9
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.583333333,48
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.619047619,42
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.530303030,66
Non-Prog,MI031 FOX HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.315789474,57
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,October 2017,NL,CE,5,2
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.375,8
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.176470588,17
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.8,20
Non-Prog,MI033 GARBER HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.375,8
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.5,6
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.523809524,21
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.6875,16
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.657894737,38
Non-Prog,MI034 BILL MARSH HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.478260870,23
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.4,5
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,November 2017,NL,CE,3.916666667,12
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.777777778,9
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.642857143,14
Non-Prog,MI039 RANDY WISE HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.222222222,9
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.75,4
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.428571429,14
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.176470588,17
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.71875,32
Non-Prog,MI040 RALPH THAYER LIVONIA HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.6875,16
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.473684211,19
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.631578947,57
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.560975610,41
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.482758621,58
Non-Prog,MI042 SUBURBAN HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.596153846,52
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.857142857,7
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.666666667,6
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.428571429,7
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.444444444,18
Non-Prog,MI043 FERNELIUS HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.888888889,9
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,October 2017,NL,CE,4.25,4
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,November 2017,NL,CE,4.055555556,18
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,December 2017,NL,CE,4.333333333,18
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,January 2018,NL,CE,4.473684211,38
Non-Prog,MI048 FELDMAN HYUNDAI OF NEW HUDSON,Non-Prog,CED,February 2018,NL,CE,3.888888889,18
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,October 2017,NL,CE,5,5
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.666666667,9
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.631578947,19
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.793103448,29
Non-Prog,MI053 BETTEN BAKER HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.714285714,21
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,October 2017,NL,CE,4.625,8
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,November 2017,NL,CE,4.304347826,23
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,December 2017,NL,CE,4.277777778,18
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,January 2018,NL,CE,4.454545455,33
Non-Prog,MI055 SUBURBAN HYUNDAI OF LANSING,Non-Prog,CED,February 2018,NL,CE,4.5,26
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.9,10
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.833333333,24
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.772727273,22
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.771428571,35
Non-Prog,MI056 ELDER HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.65625,32
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,October 2017,NL,CE,4.769230769,13
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,November 2017,NL,CE,4.736842105,38
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,December 2017,NL,CE,4.709677419,31
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,January 2018,NL,CE,4.734693878,49
Non-Prog,MI058 FOX ANN ARBOR HYUNDAI,Non-Prog,CED,February 2018,NL,CE,4.6,40
Dan Kimball,IN035 NIELSEN HYUNDAI,Prog,CEE,October 2017,NL,CE,5,2
Dan Kimball,IN035 NIELSEN HYUNDAI,Prog,CEE,November 2017,NL,CE,4.8,10
Dan Kimball,IN035 NIELSEN HYUNDAI,Prog,CEE,December 2017,NL,CE,5,5
Dan Kimball,IN035 NIELSEN HYUNDAI,Prog,CEE,January 2018,NL,CE,4.818181818,11
Dan Kimball,IN035 NIELSEN HYUNDAI,Prog,CEE,February 2018,NL,CE,4.3125,16
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,5,2
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.714285714,7
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,4.5,6
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.842105263,19
Non-Prog,IL060 SCHIMMER HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.625,8
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,October 2017,NL,CE,4.35,20
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,November 2017,NL,CE,4.463414634,41
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,December 2017,NL,CE,4.424242424,33
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,January 2018,NL,CE,4.508196721,61
Non-Prog,IL062 HYUNDAI ON PERRYVILLE,Non-Prog,CEE,February 2018,NL,CE,4.428571429,56
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,5,1
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.5,14
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,3.692307692,13
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.5,8
Non-Prog,IL070 BRIAN BEMIS HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.5,10
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,4.555555556,27
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.729729730,74
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,4.706521739,92
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.638888889,144
Non-Prog,IN013 GLENBROOK HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.688172043,93
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,4.727272727,11
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.684210526,19
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,4.631578947,19
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.5,34
Non-Prog,IN021 GURLEY LEEP HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.736842105,38
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,4.9,10
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.65,20
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,4.809523810,21
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.648648649,37
Non-Prog,IN032 GOSHEN HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.761904762,21
Non-Prog,MI023 MAPLE HILL HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,4.636363636,11
Non-Prog,MI023 MAPLE HILL HYUNDAI,Non-Prog,CEE,November 2017,NL,CE,4.851851852,27
Non-Prog,MI023 MAPLE HILL HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,4.714285714,14
Non-Prog,MI023 MAPLE HILL HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.736842105,38
Non-Prog,MI023 MAPLE HILL HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,4.526315789,38
Non-Prog,MI057 SIGNATURE HYUNDAI,Non-Prog,CEE,December 2017,NL,CE,4.470588235,17
Non-Prog,MI057 SIGNATURE HYUNDAI,Non-Prog,CEE,January 2018,NL,CE,4.512195122,41
Non-Prog,MI057 SIGNATURE HYUNDAI,Non-Prog,CEE,February 2018,NL,CE,5,7
Non-Prog,SD001 BILLION HYUNDAI,Non-Prog,CEE,October 2017,NL,CE,4.7,10
