CONSULTANT,DEALER,DEALER PROGRAM,DIST,"Month, Year of SurveyDate",NATL,REGION CODE,Avg. RECO_BRAND_SCORE,Count of RECO_BRAND_SCORE
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,October 2017,NL,SC,4.8,5
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,November 2017,NL,SC,4.769230769,13
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,December 2017,NL,SC,4.666666667,12
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4.666666667,30
Non-Prog,NM002 BORMAN HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,4.681818182,22
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,October 2017,NL,SC,5,1
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,November 2017,NL,SC,4.777777778,9
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,December 2017,NL,SC,4.75,4
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4.4,5
Non-Prog,NM006 HORACE HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,4.785714286,14
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,October 2017,NL,SC,4.615384615,39
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,November 2017,NL,SC,4.686567164,67
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,December 2017,NL,SC,4.742424242,66
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,January 2018,NL,SC,4.652173913,138
Non-Prog,NM011 LARRY H. MILLER SOUTHWEST HYUN,Non-Prog,SC7,February 2018,NL,SC,4.767441860,86
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,October 2017,NL,SC,4.789473684,19
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,November 2017,NL,SC,4.733333333,60
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,December 2017,NL,SC,4.421052632,57
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,January 2018,NL,SC,4.704347826,115
Non-Prog,NM012 LARRY H. MILLER HYUNDAI ALBUQU,Non-Prog,SC7,February 2018,NL,SC,4.574712644,87
Non-Prog,NM014 ROSWELL HYUNDAI,Non-Prog,SC7,October 2017,NL,SC,5,3
Non-Prog,NM014 ROSWELL HYUNDAI,Non-Prog,SC7,November 2017,NL,SC,4,4
Non-Prog,NM014 ROSWELL HYUNDAI,Non-Prog,SC7,December 2017,NL,SC,4,5
Non-Prog,NM014 ROSWELL HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4.5,14
Non-Prog,NM014 ROSWELL HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,4.833333333,6
Non-Prog,NM020 HAMILTON HYUNDAI,Non-Prog,SC7,October 2017,NL,SC,5,1
Non-Prog,NM020 HAMILTON HYUNDAI,Non-Prog,SC7,November 2017,NL,SC,4.666666667,3
Non-Prog,NM020 HAMILTON HYUNDAI,Non-Prog,SC7,December 2017,NL,SC,5,2
Non-Prog,NM020 HAMILTON HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4,6
Non-Prog,NM020 HAMILTON HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,5,7
Non-Prog,NM022 VISION HYUNDAI,Non-Prog,SC7,October 2017,NL,SC,5,1
Non-Prog,NM022 VISION HYUNDAI,Non-Prog,SC7,November 2017,NL,SC,3.833333333,6
Non-Prog,NM022 VISION HYUNDAI,Non-Prog,SC7,December 2017,NL,SC,4.5,2
Non-Prog,NM022 VISION HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4.75,4
Non-Prog,NM022 VISION HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,5,2
Non-Prog,NM023 FIESTA HYUNDAI,Non-Prog,SC7,October 2017,NL,SC,4.666666667,6
Non-Prog,NM023 FIESTA HYUNDAI,Non-Prog,SC7,November 2017,NL,SC,4.916666667,12
Non-Prog,NM023 FIESTA HYUNDAI,Non-Prog,SC7,December 2017,NL,SC,4.888888889,18
Non-Prog,NM023 FIESTA HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4.682926829,41
Non-Prog,NM023 FIESTA HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,4.952380952,21
Non-Prog,TX090 GENE MESSER HYUNDAI,Non-Prog,SC7,October 2017,NL,SC,4.411764706,17
Non-Prog,TX090 GENE MESSER HYUNDAI,Non-Prog,SC7,November 2017,NL,SC,4.518518519,27
Non-Prog,TX090 GENE MESSER HYUNDAI,Non-Prog,SC7,December 2017,NL,SC,4.434782609,23
Non-Prog,TX090 GENE MESSER HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4.425531915,47
Non-Prog,TX090 GENE MESSER HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,4.605263158,38
Non-Prog,TX098 STAR HYUNDAI,Non-Prog,SC7,October 2017,NL,SC,4.5,2
Non-Prog,TX098 STAR HYUNDAI,Non-Prog,SC7,November 2017,NL,SC,4.625,16
Non-Prog,TX098 STAR HYUNDAI,Non-Prog,SC7,December 2017,NL,SC,4.083333333,12
Non-Prog,TX098 STAR HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4.636363636,22
Non-Prog,TX098 STAR HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,4.791666667,24
Non-Prog,TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,October 2017,NL,SC,5,1
Non-Prog,TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,November 2017,NL,SC,4.8,5
Non-Prog,TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,December 2017,NL,SC,5,3
Non-Prog,TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,January 2018,NL,SC,4.25,16
Non-Prog,TX105 LITHIA HYUNDAI OF ODESSA,Non-Prog,SC7,February 2018,NL,SC,4.444444444,9
Non-Prog,TX152 AMARILLO HYUNDAI,Non-Prog,SC7,October 2017,NL,SC,4,2
Non-Prog,TX152 AMARILLO HYUNDAI,Non-Prog,SC7,November 2017,NL,SC,4.545454545,11
Non-Prog,TX152 AMARILLO HYUNDAI,Non-Prog,SC7,December 2017,NL,SC,4.818181818,11
Non-Prog,TX152 AMARILLO HYUNDAI,Non-Prog,SC7,January 2018,NL,SC,4.6875,16
Non-Prog,TX152 AMARILLO HYUNDAI,Non-Prog,SC7,February 2018,NL,SC,4.8,10
Non-Prog,LA007 M&M HYUNDAI,Non-Prog,SCA,October 2017,NL,SC,4,4
Non-Prog,LA007 M&M HYUNDAI,Non-Prog,SCA,November 2017,NL,SC,4.222222222,9
Non-Prog,LA007 M&M HYUNDAI,Non-Prog,SCA,December 2017,NL,SC,4.333333333,9
Non-Prog,LA007 M&M HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,4.5,12
Non-Prog,LA007 M&M HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,4.923076923,13
Non-Prog,LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,October 2017,NL,SC,4.818181818,11
Non-Prog,LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,November 2017,NL,SC,4.684210526,19
Non-Prog,LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,December 2017,NL,SC,4.714285714,14
Non-Prog,LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,4.684210526,38
Non-Prog,LA032 MIKE MORGAN HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,4.684210526,19
Non-Prog,LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,October 2017,NL,SC,4.5,2
Non-Prog,LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,November 2017,NL,SC,4.714285714,7
Non-Prog,LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,December 2017,NL,SC,4.875,8
Non-Prog,LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,4.6,5
Non-Prog,LA034 INTERSTATE HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,4.777777778,9
Non-Prog,TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,October 2017,NL,SC,4.754385965,57
Non-Prog,TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,November 2017,NL,SC,4.574468085,141
Non-Prog,TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,December 2017,NL,SC,4.602040816,98
Non-Prog,TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,January 2018,NL,SC,4.659574468,235
Non-Prog,TX040 HUFFINES HYUNDAI PLANO,Non-Prog,SCA,February 2018,NL,SC,4.577639752,161
Non-Prog,TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,October 2017,NL,SC,5,1
Non-Prog,TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,November 2017,NL,SC,4.8,5
Non-Prog,TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,December 2017,NL,SC,4.333333333,3
Non-Prog,TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,4.875,8
Non-Prog,TX112 RANDALL NOE HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,3.571428571,7
Non-Prog,TX118 ORR HYUNDAI,Non-Prog,SCA,October 2017,NL,SC,4.578947368,19
Non-Prog,TX118 ORR HYUNDAI,Non-Prog,SCA,November 2017,NL,SC,4.870967742,31
Non-Prog,TX118 ORR HYUNDAI,Non-Prog,SCA,December 2017,NL,SC,4.72,25
Non-Prog,TX118 ORR HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,4.8125,48
Non-Prog,TX118 ORR HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,4.575757576,33
Non-Prog,TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,October 2017,NL,SC,4.4,25
Non-Prog,TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,November 2017,NL,SC,4.368421053,38
Non-Prog,TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,December 2017,NL,SC,4.657894737,38
Non-Prog,TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,January 2018,NL,SC,4.671532847,137
Non-Prog,TX131 FENTON HYUNDAI OF MESQUITE,Non-Prog,SCA,February 2018,NL,SC,4.462686567,67
Non-Prog,TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,October 2017,NL,SC,4.5,24
Non-Prog,TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,November 2017,NL,SC,4.5,74
Non-Prog,TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,December 2017,NL,SC,4.816666667,60
Non-Prog,TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,January 2018,NL,SC,4.5546875,128
Non-Prog,TX132 HUFFINES HYUNDAI MCKINNEY,Non-Prog,SCA,February 2018,NL,SC,4.594339623,106
Non-Prog,TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,October 2017,NL,SC,4.785714286,14
Non-Prog,TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,November 2017,NL,SC,4.869565217,23
Non-Prog,TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,December 2017,NL,SC,4.888888889,18
Non-Prog,TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,January 2018,NL,SC,4.805555556,36
Non-Prog,TX151 HYUNDAI OF LONGVIEW,Non-Prog,SCA,February 2018,NL,SC,4.629629630,27
Non-Prog,TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,October 2017,NL,SC,4.176470588,17
Non-Prog,TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,November 2017,NL,SC,4.8,25
Non-Prog,TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,December 2017,NL,SC,4.774193548,31
Non-Prog,TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,4.7,60
Non-Prog,TX165 BOB STALLINGS HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,4.75,24
Non-Prog,TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,October 2017,NL,SC,4.833333333,6
Non-Prog,TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,November 2017,NL,SC,4.785714286,14
Non-Prog,TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,December 2017,NL,SC,4.272727273,11
Non-Prog,TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,January 2018,NL,SC,4.476190476,21
Non-Prog,TX178 GREENVILLE HYUNDAI,Non-Prog,SCA,February 2018,NL,SC,4.461538462,13
Non-Prog,TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,October 2017,NL,SC,4.6,5
Non-Prog,TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,November 2017,NL,SC,4,17
Non-Prog,TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,December 2017,NL,SC,4.095238095,21
Non-Prog,TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,January 2018,NL,SC,4.486486486,37
Non-Prog,TX182 AUTONATION HYUNDAI TYLER,Non-Prog,SCA,February 2018,NL,SC,4.526315789,19
Non-Prog,TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,October 2017,NL,SC,4.75,12
Non-Prog,TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,November 2017,NL,SC,4.692307692,39
Non-Prog,TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,December 2017,NL,SC,4.805555556,36
Non-Prog,TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,January 2018,NL,SC,4.831168831,77
Non-Prog,TX183 CLAY COOLEY HYUNDAI OF ROCKWAL,Non-Prog,SCA,February 2018,NL,SC,4.708333333,48
Dan Kimball,TX174 VAN HYUNDAI,Prog,SCB,October 2017,NL,SC,4.592592593,27
Dan Kimball,TX174 VAN HYUNDAI,Prog,SCB,November 2017,NL,SC,4.75,44
Dan Kimball,TX174 VAN HYUNDAI,Prog,SCB,December 2017,NL,SC,4.633333333,60
Dan Kimball,TX174 VAN HYUNDAI,Prog,SCB,January 2018,NL,SC,4.5625,96
Dan Kimball,TX174 VAN HYUNDAI,Prog,SCB,February 2018,NL,SC,4.489795918,49
Nancy Lawrence,TX062 FREEMAN HYUNDAI,Prog,SCB,October 2017,NL,SC,4.727272727,11
Nancy Lawrence,TX062 FREEMAN HYUNDAI,Prog,SCB,November 2017,NL,SC,4.761904762,42
Nancy Lawrence,TX062 FREEMAN HYUNDAI,Prog,SCB,December 2017,NL,SC,4.705882353,34
Nancy Lawrence,TX062 FREEMAN HYUNDAI,Prog,SCB,January 2018,NL,SC,4.652173913,69
Nancy Lawrence,TX062 FREEMAN HYUNDAI,Prog,SCB,February 2018,NL,SC,4.404761905,42
Non-Prog,OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,4.333333333,3
Non-Prog,OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,4.375,8
Non-Prog,OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,4.25,12
Non-Prog,OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.473684211,19
Non-Prog,OK027 CARTER COUNTY HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4.5,12
Non-Prog,TX056 PATTERSON HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,4.25,4
Non-Prog,TX056 PATTERSON HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,4.722222222,18
Non-Prog,TX056 PATTERSON HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,4.875,24
Non-Prog,TX056 PATTERSON HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.730158730,63
Non-Prog,TX056 PATTERSON HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4.787878788,33
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,October 2017,NL,SC,4.866666667,15
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,November 2017,NL,SC,4.75,36
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,December 2017,NL,SC,4.789473684,38
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,January 2018,NL,SC,4.746666667,75
Non-Prog,"TX063 ECKERT HYUNDAI, INC.",Non-Prog,SCB,February 2018,NL,SC,4.740740741,54
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,4.611111111,18
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,4.833333333,30
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,4.708333333,24
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.774193548,62
Non-Prog,TX136 JERRY'S HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4.806451613,31
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,4.727272727,11
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,5,9
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,5,17
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.8,35
Non-Prog,TX141 JAMES WOOD HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4.782608696,23
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,5,1
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,4.466666667,15
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,4.857142857,14
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.730769231,26
Non-Prog,TX162 MIKE BROWN HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4.653846154,26
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,4.5,12
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,4.6,35
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,4.707317073,41
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.533333333,60
Non-Prog,TX163 FRANK KENT HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4.590909091,44
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,4.714285714,21
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,4.911111111,45
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,4.884615385,26
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.771929825,57
Non-Prog,TX170 TEXOMA HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4.911111111,45
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,4.357142857,28
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,4.116666667,60
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,4.426229508,61
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.429629630,135
Non-Prog,TX173 VANDERGRIFF HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4.511111111,90
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,October 2017,NL,SC,4.833333333,6
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,November 2017,NL,SC,4.619047619,42
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,December 2017,NL,SC,4.55,20
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,January 2018,NL,SC,4.625,64
Non-Prog,TX175 HILEY HYUNDAI,Non-Prog,SCB,February 2018,NL,SC,4.705882353,34
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,October 2017,NL,SC,4.5,16
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,November 2017,NL,SC,4.596153846,52
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,December 2017,NL,SC,4.638888889,36
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,January 2018,NL,SC,4.763636364,55
Non-Prog,TX181 AUTONATION HYUNDAI N RICHLAND,Non-Prog,SCB,February 2018,NL,SC,4.475409836,61
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,4.333333333,21
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,4.629629630,54
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,4.421052632,38
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,4.4375,80
Non-Prog,TX016 RED MCCOMBS SUPERIOR HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,4.566037736,53
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,3.5,4
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,4.2,5
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,4.2,15
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,3.863636364,22
Non-Prog,TX077 WORLD CAR HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,4.4,10
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,4.875,8
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,4.821428571,28
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,4.419354839,31
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,4.453125,64
Non-Prog,TX082 AUTOMAX HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,4.431034483,58
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,4.916666667,12
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,4.333333333,9
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,4.5,18
Non-Prog,TX087 WORLD CAR HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,4.857142857,14
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,4.540540541,37
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,4.517241379,87
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,4.513274336,113
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,4.570754717,212
Non-Prog,TX095 ROUND ROCK HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,4.576158940,151
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,4,6
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,4.444444444,18
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,4.846153846,13
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,4.78125,32
Non-Prog,TX108 PERRY HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,4.892857143,28
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,October 2017,NL,SC,4.681818182,22
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,November 2017,NL,SC,4.521739130,46
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,December 2017,NL,SC,4.5,32
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,January 2018,NL,SC,4.579710145,69
Non-Prog,TX127 RED MCCOMBS HYUNDAI NORTHWEST,Non-Prog,SCC,February 2018,NL,SC,4.490909091,55
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,October 2017,NL,SC,4,1
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,November 2017,NL,SC,5,4
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,December 2017,NL,SC,4.5,4
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,January 2018,NL,SC,4.5,12
Non-Prog,TX153 HYUNDAI OF BRENHAM,Non-Prog,SCC,February 2018,NL,SC,4.571428571,7
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,4.5,14
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,4.818181818,22
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,4.620689655,29
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,4.674418605,43
Non-Prog,TX157 ROGER BEASLEY HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,4.657894737,38
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,4.609756098,41
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,4.6,100
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,December 2017,NL,SC,4.553398058,103
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,January 2018,NL,SC,4.488372093,172
Non-Prog,TX171 SOUTH POINT HYUNDAI,Non-Prog,SCC,February 2018,NL,SC,4.445255474,137
Non-Prog,TX172 ROGER BEASLEY HYUNDAI NEW BRAU,Non-Prog,SCC,October 2017,NL,SC,4.555555556,9
Non-Prog,TX172 ROGER BEASLEY HYUNDAI NEW BRAU,Non-Prog,SCC,November 2017,NL,SC,4.696969697,33
Non-Prog,TX172 ROGER BEASLEY HYUNDAI NEW BRAU,Non-Prog,SCC,December 2017,NL,SC,4.473684211,19
Non-Prog,TX172 ROGER BEASLEY HYUNDAI NEW BRAU,Non-Prog,SCC,January 2018,NL,SC,4.574074074,54
Non-Prog,TX172 ROGER BEASLEY HYUNDAI NEW BRAU,Non-Prog,SCC,February 2018,NL,SC,4.526315789,38
Non-Prog,TX176 GREG MAY HYUNDAI,Non-Prog,SCC,October 2017,NL,SC,5,9
Non-Prog,TX176 GREG MAY HYUNDAI,Non-Prog,SCC,November 2017,NL,SC,4.391304348,23
