DEALER,DEALER PROGRAM,DIST,Measure Names,Month of Rpt Month_Cal,NATL,REGION CODE,Year of Rpt Month_Cal,% Difference in Cpdol,Cpdol
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,August,NL,WE,2016,,21669.35
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,September,NL,WE,2016,,30607.98
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,October,NL,WE,2016,,30345.65
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,November,NL,WE,2016,,20590.17
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,December,NL,WE,2016,,33910.67
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,January,NL,WE,2017,,20862.07
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,February,NL,WE,2017,298.746829636%,21035.57
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,March,NL,WE,2017,223.031257257%,37278.97
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,April,NL,WE,2017,111.115198262%,34722.56
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,May,NL,WE,2017,295.197953203%,50556.37
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,June,NL,WE,2017,71.664562780%,32420.02
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,July,NL,WE,2017,73.545687819%,27986.29
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,August,NL,WE,2017,81.759351342%,39386.07
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,September,NL,WE,2017,41.437788446%,43291.25
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,October,NL,WE,2017,62.442986062%,49294.38
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,November,NL,WE,2017,101.603920706%,41510.59
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,December,NL,WE,2017,8.187069144%,36686.96
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,January,NL,WE,2018,139.066401369%,49874.2
CA362 HYUNDAI OF VACAVILLE,Non-Prog,WEA,Cpdol,February,NL,WE,2018,258.653319116%,75444.77
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,February,NL,WE,2016,,107106.28
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,March,NL,WE,2016,,126075.51
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,April,NL,WE,2016,,99280.88
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,May,NL,WE,2016,,105384.34
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,June,NL,WE,2016,,121790.49
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,July,NL,WE,2016,,114944.01
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,August,NL,WE,2016,,119308.43
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,September,NL,WE,2016,,97120.71
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,October,NL,WE,2016,,117145.77
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,November,NL,WE,2016,,104473.78
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,December,NL,WE,2016,,106687.37
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,January,NL,WE,2017,,101093.25
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,February,NL,WE,2017,13.534640546%,121602.73
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,March,NL,WE,2017,14.974700479%,144954.94
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,April,NL,WE,2017,17.686819456%,116840.51
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,May,NL,WE,2017,37.886834040%,145311.13
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,June,NL,WE,2017,15.561527012%,140742.95
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,July,NL,WE,2017,18.334239427%,136018.12
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,August,NL,WE,2017,22.377848740%,146007.09
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,September,NL,WE,2017,46.523506675%,142304.67
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,October,NL,WE,2017,13.163983642%,132566.82
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,November,NL,WE,2017,55.963180427%,162940.63
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,December,NL,WE,2017,4.902164146%,111917.36
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,January,NL,WE,2018,37.155596442%,138655.05
NV014 LITHIA HYUNDAI OF RENO,Non-Prog,WEA,Cpdol,February,NL,WE,2018,4.831758300%,127478.28
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,February,NL,WE,2016,,9645.57
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,March,NL,WE,2016,,14381.65
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,April,NL,WE,2016,,8087.99
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,May,NL,WE,2016,,5591.57
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,June,NL,WE,2016,,13854.87
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,July,NL,WE,2016,,10623.73
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,August,NL,WE,2016,,15470.32
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,September,NL,WE,2016,,12266.26
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,October,NL,WE,2016,,15531.45
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,November,NL,WE,2016,,10426.91
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,December,NL,WE,2016,,12575.81
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,January,NL,WE,2017,,14093.83
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,February,NL,WE,2017,169.605839779%,26005.02
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,March,NL,WE,2017,1.094102554%,14539
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,April,NL,WE,2017,70.942595132%,13825.82
NV017 CARSON CITY HYUNDAI,Non-Prog,WEA,Cpdol,May,NL,WE,2017,33.979186525%,7491.54
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cpdol,August,NL,WE,2017,,16278.14
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cpdol,September,NL,WE,2017,,20429.52
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cpdol,October,NL,WE,2017,,21004.04
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cpdol,November,NL,WE,2017,,13571.96
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cpdol,December,NL,WE,2017,,18796.74
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cpdol,January,NL,WE,2018,,17959.69
NV028 CARSON CAR CENTER HYUNDAI,Non-Prog,WEA,Cpdol,February,NL,WE,2018,,28332.81
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,February,NL,WE,2016,,68713.77
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,March,NL,WE,2016,,76661.53
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,April,NL,WE,2016,,59339.35
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,May,NL,WE,2016,,76926.48
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,June,NL,WE,2016,,129517.43
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,July,NL,WE,2016,,102006.56
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,August,NL,WE,2016,,114714.77
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,September,NL,WE,2016,,112292.98
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,October,NL,WE,2016,,105283.96
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,November,NL,WE,2016,,47758.1
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,December,NL,WE,2016,,38677.04
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,January,NL,WE,2017,,47808.15
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,February,NL,WE,2017,-52.282460997%,32788.52
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,March,NL,WE,2017,-53.661399662%,35523.88
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,April,NL,WE,2017,40.792812864%,83545.54
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,May,NL,WE,2017,45.275684004%,111755.47
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,June,NL,WE,2017,-23.978409701%,98461.21
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,July,NL,WE,2017,3.392105370%,105466.73
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,August,NL,WE,2017,-5.107746805%,108855.43
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,September,NL,WE,2017,-9.555414773%,101562.92
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,October,NL,WE,2017,-7.269549892%,97630.29
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,November,NL,WE,2017,96.107403770%,93657.17
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,December,NL,WE,2017,118.497744398%,84508.46
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,January,NL,WE,2018,112.660958435%,101669.27
CA273 ALLEN HYUNDAI OF LAGUNA NIGUEL,Non-Prog,WEB,Cpdol,February,NL,WE,2018,217.257320550%,104023.98
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2016,,178505.31
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2016,,210377.01
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2016,,185609.73
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2016,,176644.23
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2016,,174813.47
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2016,,182275.18
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2016,,209363.84
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,September,NL,WE,2016,,184293.27
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,October,NL,WE,2016,,206817.98
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,November,NL,WE,2016,,180936.93
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,December,NL,WE,2016,,201862.9
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,January,NL,WE,2017,,221634.32
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2017,19.012179526%,212443.06
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2017,12.819946438%,237347.23
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2017,15.470401255%,214324.3
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2017,16.080638468%,205049.75
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2017,11.072722256%,194170.08
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2017,10.041197052%,200577.79
CA293 HARDIN HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2017,-73.844227351%,54760.73
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2016,,64644.85
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2016,,55109.91
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2016,,57549.16
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2016,,53200.96
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2016,,39700.87
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2016,,48386.45
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2016,,67537.4
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,September,NL,WE,2016,,54942.76
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,October,NL,WE,2016,,46658.52
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,November,NL,WE,2016,,40107.83
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,December,NL,WE,2016,,45606.81
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,January,NL,WE,2017,,67104.1
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2017,-4.315734355%,61854.95
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2017,25.812907334%,69335.38
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2017,-15.100255156%,48859.09
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2017,33.433174890%,70987.73
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2017,51.558542672%,60170.06
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2017,-14.324196133%,41455.48
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2017,-30.448743955%,46973.11
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,September,NL,WE,2017,6.711020706%,58629.98
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,October,NL,WE,2017,1.658046590%,47432.14
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,November,NL,WE,2017,19.650901083%,47989.38
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,December,NL,WE,2017,21.754316954%,55528.26
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,January,NL,WE,2018,1.410778179%,68050.79
CA296 DOWNEY HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2018,19.937337271%,74187.18
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2016,,102225.46
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2016,,105959.14
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2016,,122457.87
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2016,,94986.12
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2016,,121145.73
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2016,,118118.1
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2016,,119535.88
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,September,NL,WE,2016,,106799.38
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,October,NL,WE,2016,,101160.88
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,November,NL,WE,2016,,89467.31
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,December,NL,WE,2016,,85866.71
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,January,NL,WE,2017,,96569.89
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2017,-9.603341477%,92408.4
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2017,-10.573330437%,94755.73
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2017,-16.483179072%,102272.92
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2017,30.418465351%,123879.44
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2017,-5.511750187%,114468.48
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2017,12.674187953%,133088.61
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2017,-8.810032603%,109004.73
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,September,NL,WE,2017,5.718956421%,112907.19
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,October,NL,WE,2017,0.165251627%,101328.05
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,November,NL,WE,2017,32.979576563%,118973.25
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,December,NL,WE,2017,24.286781222%,106720.97
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,January,NL,WE,2018,22.362487935%,118165.32
CA303 HARBOR HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2018,-21.932226940%,72141.18
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2016,,112305.02
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2016,,148142.9
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2016,,116101.1
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2016,,146297.25
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2016,,132730.09
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2016,,153065.86
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2016,,168441.84
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,September,NL,WE,2016,,166392.96
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,October,NL,WE,2016,,138273.04
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,November,NL,WE,2016,,128868.18
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,December,NL,WE,2016,,133836.57
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,January,NL,WE,2017,,145974.83
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2017,29.047588434%,144926.92
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2017,-0.058875586%,148055.68
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2017,11.686383678%,129669.12
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2017,0.444786214%,146947.96
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2017,20.524057506%,159971.69
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2017,-12.891614107%,133333.2
CA310 GARDEN GROVE HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2017,-69.638315516%,51141.78
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2016,,82102
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2016,,100438.79
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2016,,93962.46
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2016,,72852.47
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2016,,95891.04
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2016,,92603.73
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2016,,97157.4
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,September,NL,WE,2016,,98189.33
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,October,NL,WE,2016,,95635.95
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,November,NL,WE,2016,,57009.69
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,December,NL,WE,2016,,46699.42
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,January,NL,WE,2017,,37169.91
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2017,-35.383340235%,53051.57
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2017,-46.351036288%,53884.37
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2017,-9.392846888%,85136.71
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2017,37.257515085%,99995.49
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2017,-15.623513938%,80909.49
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2017,-10.832479426%,82572.45
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2017,-16.154312487%,81462.29
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,September,NL,WE,2017,-29.204344301%,69513.78
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,October,NL,WE,2017,-15.397985799%,80909.94
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,November,NL,WE,2017,66.653107568%,95008.42
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,December,NL,WE,2017,101.442480442%,94072.47
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,January,NL,WE,2018,113.222496369%,79254.61
CA317 TUTTLE CLICK HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2018,36.270557120%,72293.67
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,February,NL,WE,2016,,136298.19
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,March,NL,WE,2016,,182369.59
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,April,NL,WE,2016,,192839.1
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,May,NL,WE,2016,,157878.19
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,June,NL,WE,2016,,178692.81
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,July,NL,WE,2016,,143506.9
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,August,NL,WE,2016,,144529.6
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,September,NL,WE,2016,,138246.14
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,October,NL,WE,2016,,158847.82
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,November,NL,WE,2016,,145982.99
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,December,NL,WE,2016,,158656.58
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,January,NL,WE,2017,,140087.42
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,February,NL,WE,2017,-17.466042653%,112492.29
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,March,NL,WE,2017,-9.428605942%,165174.68
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,April,NL,WE,2017,-22.983860638%,148517.23
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,May,NL,WE,2017,-14.242410557%,135392.53
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,June,NL,WE,2017,-8.623497498%,163283.24
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,July,NL,WE,2017,2.597617257%,147234.66
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,August,NL,WE,2017,4.303886540%,150749.99
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,September,NL,WE,2017,-3.287679497%,133701.05
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,October,NL,WE,2017,-11.637081327%,140362.57
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,November,NL,WE,2017,-8.912079414%,132972.87
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,December,NL,WE,2017,-25.059452309%,118898.11
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,January,NL,WE,2018,-7.000328795%,130280.84
CA323 NORM REEVES HYUNDAI SUPERSTORE,Non-Prog,WEB,Cpdol,February,NL,WE,2018,21.230832798%,136375.34
CA325 TUSTIN HYUNDAI,Non-Prog,WEB,Cpdol,February,NL,WE,2016,,318074.63
CA325 TUSTIN HYUNDAI,Non-Prog,WEB,Cpdol,March,NL,WE,2016,,315036.2
CA325 TUSTIN HYUNDAI,Non-Prog,WEB,Cpdol,April,NL,WE,2016,,281440.39
CA325 TUSTIN HYUNDAI,Non-Prog,WEB,Cpdol,May,NL,WE,2016,,294676.56
CA325 TUSTIN HYUNDAI,Non-Prog,WEB,Cpdol,June,NL,WE,2016,,304167.73
CA325 TUSTIN HYUNDAI,Non-Prog,WEB,Cpdol,July,NL,WE,2016,,317381.23
CA325 TUSTIN HYUNDAI,Non-Prog,WEB,Cpdol,August,NL,WE,2016,,352192.06
